Year,World_mean,Argentina,Australia,Austria,Bahrain,Belgium,Bosnia and Herzegovina,Botswana,Brazil,Bulgaria,Cambodia,Canada,Chad,Chile,China,Côte d'Ivoire,Croatia,Cyprus,Denmark,Ecuador,Egypt,Estonia,Finland,France,Georgia,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Lebanon,Luxembourg,Macedonia,Malaysia,Malta,Mauritius,Mexico,Montenegro,Morocco,Namibia,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Palestinian Territories,Panama,Peru,Philippines,Portugal,Qatar,Romania,Russia,Saudi Arabia,Serbia,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Taiwan,Thailand,Trinidad and Tobago,Tunisia,Turkey,Uganda,UK,Ukraine,United Arab Emirates,US,Venezuela,Vietnam,Zambia
1996,83.60149448938316,68.33406276014365,67.22202041769506,62.46989319665847,NA,54.882799616643354,NA,87.74567263179924,91.2311690322484,NA,NA,75.96002191169836,NA,92.23915113665797,98.63853716867716,100,NA,NA,64.05529598505005,100,100,97.21694827010481,59.837419691533334,50.03332031130332,NA,43.02037261567357,98.73393831075386,95.07659771061438,64.0647602386497,92.82348813524172,98.45451575514691,100,70.89795523093623,NA,70.70053262871797,89.71038544549124,82.64220250884405,100,89.0374193558609,100,99.72619005451877,97.95362058989717,NA,95.14189516360419,NA,59.55132764129177,73.9931126534123,100,85.86378512759416,NA,89.04933289083372,NA,43.67891831756261,87.25841435225009,99.08679104768095,52.49960322865903,NA,100,NA,100,95.16875160892064,83.23858327949372,NA,NA,NA,97.35343184663854,NA,NA,59.71509203204074,99.15655759704045,99.8198115926656,85.79402372221406,100,71.67326626472406,96.30506512062374,55.21326088572681,54.0620568061668,97.45884648599753,87.48132985594465,98.28776309670833,NA,99.52480110731778,NA,62.534758503117104,NA,NA,75.8611445582241,99.41413733412536,NA,NA
1997,73.80757955710092,39.785433122612645,49.71633363369175,43.45631894158062,NA,46.63015741633277,NA,100,66.94331362977262,NA,NA,43.68931770189509,NA,60.444266690838056,98.80182078820025,96.20594852501821,97.03418953537489,NA,56.457903806496965,98.5266052520524,97.79846430676514,91.00337149511249,31.06944782837495,42.11338919764111,NA,35.728447214276535,99.94407060540894,95.19812313268632,46.97909950852765,61.96412973110564,100,96.07561756242193,73.38528999334476,NA,53.89156157576033,79.24010221778542,56.83222450831784,100,83.23513005094875,100,100,91.81221735594391,NA,79.57857608537094,NA,74.02172916046192,74.99656280606025,100,39.15015237537152,NA,90.59234397556975,NA,32.42823959595904,49.14624068068937,100,50.61819806934319,100,85.84288695735512,NA,97.26734740512659,69.16744458202861,80.90379833324526,NA,NA,81.40005978756969,53.44874926096509,NA,NA,46.900775724454014,98.89671955226598,95.04661606126146,41.06727576575086,93.80061124501083,45.50481224903831,96.24010252093686,33.27276650563719,40.974634481443296,89.02909876648022,87.879021335169,100,NA,92.10959055583787,NA,57.29343547259788,NA,NA,55.12650606326821,79.441239623205135,NA,100
1998,71.7091079729195,33.5050532104712,53.21978433521303,45.45010856523224,NA,39.07528458917726,NA,87.6861187138519,68.89698115692278,NA,NA,47.389878289899656,NA,51.7172380850621,100,100,78.30301955630118,NA,48.328988185088015,97.3043140782319,100,97.85221016493199,29.399565575716146,21.27526041001412,NA,27.397678795118363,99.842541906251,70.3004793645617,46.6361072027017,56.91531446135292,88.7857863209508,89.87915011632363,66.85728497531966,NA,62.27495395748313,73.79669787166766,31.752599643126533,96.36255404908698,64.95676524260364,100,100,93.94877892663011,NA,88.04085843638114,NA,82.10109059882936,100,100,36.28801402789621,NA,95.50590217034845,NA,23.532899581274226,62.11488032986339,98.50916660620973,43.44825219013755,100,95.4704036798321,NA,100,66.22653295557171,56.79515036843613,NA,100,100,69.57227553094208,98.0638311187827,NA,44.08749798978373,98.65302922193352,85.12525622989988,49.6700545650633,89.63707633325969,29.167771247556885,96.03417221188722,34.39836993810496,27.775237659686102,73.06157569403211,51.55902017857215,98.64476570650133,84.52929138493573,77.40157191698536,NA,35.93959778749183,94.4237309608337,NA,53.41277015236976,84.56447437095427,NA,98.48164718363705
1999,81.18674072840477,61.535944569977154,76.4938746540667,70.83100267680996,NA,52.46753678840829,NA,93.33814797565292,77.13262463566186,NA,NA,68.1856035211952,NA,73.02168980616422,97.90771865301866,92.5927104698117,91.45718596894274,NA,68.5896870735954,95.7248851741659,98.69205832708235,92.30570782885347,60.44099638220527,24.781129970901404,NA,37.070520675062,100,85.88737277928496,65.58773628524312,74.64227361095948,89.73972740123206,99.96067020484573,87.73229634692439,NA,76.83301411861677,82.67587446703443,40.8200874166734,97.49474331973299,85.70053547272268,99.56050780014995,97.14983173561905,98.0528957069275,NA,81.60703229141998,NA,96.99808263048368,97.83174760251849,100,54.83640191747007,NA,91.05076449299987,NA,31.354732148978968,80.69059427849835,98.54730353703015,64.6554587668339,96.79121238963403,99.6669463348267,NA,100,67.93727965170008,76.30347372437839,NA,100,100,89.33178240099274,100,NA,71.6976846614861,96.3648898950619,93.50403663507603,72.09570664205275,87.19537224450818,36.58857004038889,100,50.28732422698745,42.205669470564786,96.63550052275741,72.68976593129963,97.81065723595275,89.36046884598969,96.62153811364209,NA,50.942204692859164,98.09032966965503,NA,78.92519239708174,92.65291347961728,NA,98.58136302645126
2000,76.50770726213712,56.80456482515501,62.97319761061373,55.20743959568368,97.54440975113602,65.43204839048911,NA,94.01894143269963,62.356462595672625,NA,NA,51.82651739618061,NA,75.7183588095818,100,70.60141547632995,89.28021521897989,NA,58.70880270338481,73.22616965463662,100,83.77594670921093,49.78268888097568,20.169277295960917,NA,25.386137090865436,100,85.4749315805751,47.521731503259545,59.93161370111415,90.4874146899377,90.4505371599495,96.58527630656376,NA,66.1512446680566,74.47612035003328,30.271871776273372,100,76.78045365237831,99.0573392215682,97.49197639197675,100,NA,81.98158077707076,NA,89.80678265172462,80.23707032784657,99.04212016506105,50.04205391480776,NA,87.08565082239737,92.67695936991859,24.309404680742517,81.66090508289638,100,50.622598776922736,100,99.94795726271711,NA,99.2433027526414,81.25172354538269,93.82492852929686,NA,100,95.45963258817467,69.05862905182848,98.65915735903508,NA,59.46919465835111,94.05813209232662,66.63131055920266,58.667193740293854,61.548322226634724,31.360040736267734,98.40731840776041,51.015420671565394,46.19782620984974,91.49526395955016,74.50571789660685,100,91.8453842226157,94.71600235199766,NA,45.25133490080847,99.21224076272792,NA,51.49160547597964,86.78675916576375,NA,100
2001,73.31208730962506,80.59968420528233,64.38151591280938,52.790897413236046,99.55612460950044,32.17353459084964,NA,100,76.8697407572049,99.19716245893625,NA,54.58750645265388,NA,66.28273992066565,97.13531209243781,90.5284113165299,80.57940038266366,NA,57.24460850050088,NA,96.30571217442552,60.41322734345398,50.575371018257684,12.489742818853033,NA,19.712567817288253,92.96042728150005,71.66819954845286,50.5363774763251,59.692917194574825,94.60230867353219,80.67216438004586,94.7796187549044,NA,50.67162397064493,72.36082086289063,19.13986701482382,100,66.99008128296143,92.92542201077376,100,99.61460839593714,NA,61.09336313654959,NA,83.25538355047415,79.77722606115161,100,63.27456143641024,NA,93.20040307796266,64.4375028383689,17.85401379434831,65.29466256000134,100,55.76408011029667,100,94.70056302897298,NA,72.25378873283938,79.58709632842297,92.8557337546723,NA,99.8158814089277,99.62887225619252,77.19196214093226,81.69882916276605,NA,56.44796174096793,89.58875910026092,69.00962842418524,69.89747186245619,56.322074498498274,23.946378061391073,100,39.350524853905824,30.712569573488203,83.01547824963231,82.04899048834358,100,82.31555768900657,84.2536529134271,NA,27.92385820602481,100,NA,40.2552969994491,100,NA,96.97255092938633
2002,75.02741189082803,99.93886992690378,58.26157751816853,70.18598983855763,99.6766660963768,21.350706289546494,NA,80.65954006708687,88.45914838697831,99.93985743638963,NA,35.84858937421394,NA,63.404625347994724,100,95.25246592920841,97.54844645067445,NA,46.69292876317152,98.775097015871,100,84.83901043609504,34.58552511565889,6.643717565124918,NA,23.013188044983657,100,63.744592853872874,55.366892101954946,72.74180898504572,89.23476265176716,92.23103856342833,95.03349319825355,NA,52.314578237960085,92.41949752256568,17.378074865971126,100,80.01990924240405,94.70939285236219,99.18813021767927,100,NA,73.1059413584998,NA,84.60208116047204,84.29430264477345,100,51.58893967409347,NA,88.60190197223567,63.760408563450156,11.531394348050995,66.20388679653372,98.91824880237051,49.39630279518252,100,100,NA,82.95514836434312,85.09760263947855,89.86933719819126,NA,100,100,73.30438155117697,99.28385317244114,NA,60.785933970773385,91.39069762334489,95.12863970404746,82.218483223385,59.139798132379006,21.831263658599642,98.94620722288062,28.251989658816424,23.1158997431943,65.58260162948218,70.3668884652456,97.29902720912294,85.80437633031623,92.77393013837943,NA,22.612649279154407,100,NA,44.970436876795226,100,NA,99.83780511779472
2003,77.6100840522599,95.68077485369874,67.87171778479075,71.78105330985626,100,30.221935182520276,NA,84.70371261142677,79.2803431927684,90.75298564167561,NA,66.29716346253194,NA,73.07389326393219,100,94.11782498412671,94.59464482343645,NA,60.898440184765015,100,98.26615771669135,84.42036682811786,51.87461231151177,10.788123475992172,NA,27.65701519187729,99.43975801675002,73.77268950813807,48.90876139653712,90.00290850370135,86.83131476947715,91.5374917125064,89.71731327855733,NA,71.18696092802588,92.31559691818396,27.521673761230137,95.39868966977129,69.93156632093182,99.24929792538086,97.71878217448608,98.10292932623669,NA,84.56247407069925,NA,80.81364947768051,68.6995664383442,97.12601930773684,63.140410328692866,92.63395875651695,84.31145528474566,68.94689665663698,11.92758555988993,74.91709440515507,100,69.79520866504328,100,96.72511242688245,NA,100,85.55158252756647,89.51729060537247,NA,100,91.85395042827832,95.53692118295676,99.20497536032718,NA,52.73434699987642,91.9504727405335,77.33609747186753,89.34137887376342,53.247343592993246,24.016016620327285,99.74271012609036,35.56540027450546,37.6641519958991,57.05567824495037,86.20883770240161,99.93754092868016,83.42439903725418,92.5767933752827,NA,31.536960978969276,99.88095134736264,NA,42.036992979901086,99.97177947568049,NA,97.34780064099394
2004,69.19562828531366,77.85766799250783,40.73336083663204,39.65918743509222,99.61450230195176,18.04352767389894,NA,89.74529009110725,58.84537289243305,75.13138983403151,NA,56.91335044375895,NA,62.227379060973284,98.83981466601644,96.75902452951401,74.15483662981642,92.09550858642247,33.11342602914937,100,100,64.91248730085651,54.545751407246435,5.694951086413291,NA,9.753557767963928,100,55.46121090449021,49.44117417549164,67.4960095530087,85.725378603374807,82.32374710040527,62.10237926562687,NA,47.43687952989654,75.66025120867032,13.796298489707958,100,50.978603169530025,100,90.27976275276279,98.51802007624086,NA,65.71910037166965,NA,72.80487608024082,70.19139719477792,100,51.18583709914428,92.64216342327066,77.06326438721518,49.31919517065963,8.415120418844403,50.00010709410905,100,56.229077461062325,98.31603673511393,96.91774993338205,NA,100,85.82702075765175,88.06242438391048,36.04557456531378,96.67777184298379,87.69295613388796,84.80249997857388,89.08137304064951,NA,45.69785246969262,77.58133881291663,58.01873011464863,61.61036432494298,46.40281946353673,15.584261507351894,98.72593682980693,23.731830039947333,21.492260670403617,62.528886230548586,75.49484392359327,100,60.7735569557076,81.89742162457803,96.72698890016645,28.524595816865748,100,NA,63.883137415368786,93.88158417463842,NA,99.84894951229857
2005,74.14542502219695,78.12289040579114,53.56372812177139,48.83966969201411,99.05759458919351,23.739622583589327,NA,93.46256961464456,75.57971954183411,87.02191176313111,NA,66.97236605000094,NA,67.54075234548418,98.62800055458203,92.33906185519348,89.33886529558563,88.86436811642568,47.31763729874845,100,98.4651114923589,79.22724633729997,41.070522441877365,8.316999788004232,NA,17.277876200125885,100,65.71990379255953,62.95996020788379,68.31564376625685,88.96962520301977,84.81461549283637,88.90562289999482,NA,50.01857572714628,89.02512426027388,16.65260463585245,95.79659802593788,58.40449297660224,98.781948012246,100,99.54122135327071,NA,78.73495143335184,100,93.40527838409912,85.16145877162596,100,58.668873085847295,98.28122958051682,70.17915762936134,65.26685613297062,13.485359690265408,47.835543912433984,100,54.579474229520066,100,100,NA,NA,84.72442845350118,95.27925829274784,38.89155593991623,95.99717700565515,95.51928846267421,76.7234771869782,98.7135283608054,NA,62.6705447497803,81.92060968911103,69.65520191775201,50.76296080664293,59.411173802585935,16.552839296687672,98.96330580219505,31.580609860176146,30.066102801051507,61.54463165657692,81.40485118807129,96.51050442383244,78.25720749411566,71.75794922532981,100,27.51587935027109,97.8125846851161,98.05159229242192,69.58433437389567,100,NA,99.36634634413842
2006,66.70543653102986,47.75965239220511,41.31155737816072,28.314132122174417,100,11.384921710206674,NA,85.20660422004703,52.80197986762403,85.78644390566076,NA,57.42462011248275,NA,45.79896568049266,98.07125704855905,96.23304506433463,87.37750367671453,78.09660608765199,31.017819928728397,99.35663281587077,95.75772390277244,76.32612959873362,21.103660162325323,4.813477345822459,NA,8.898542039023628,100,40.766367383913604,43.3173606133674,47.35611037816319,91.61745839787214,53.73001766384707,43.37378244738643,NA,27.347305428803992,81.13560498897323,11.097728883824088,100,46.62680483744186,97.36607944511921,99.26457901144038,100,NA,77.80568893979346,96.83941137092575,69.21386369003169,93.28331474773258,100,36.1579979961726,97.81863276737268,90.24994941160529,57.95723722989019,6.599871714066197,75.22407451658508,99.01005607498311,39.650761941246856,99.61792991409868,96.79632268020039,NA,100,90.64506207160542,66.06238486525214,42.62823399481325,100,88.29898253176728,38.96740878388428,95.41463307979832,NA,36.246405564398984,88.17059940348994,73.91434479168748,39.45688666074973,44.283452621990364,9.559798006678522,100,20.378642923380774,17.39113765364475,54.97790784426382,76.83067675904796,97.65072265699368,82.31838166421242,48.68044781337919,98.82911983957321,13.368738299458215,98.08659640947674,100,43.76400497923847,98.44476572915566,NA,100
2007,63.454767835820796,39.265378379272434,25.606868596762588,20.514122540702108,96.87205179506,15.881444629841146,NA,92.96000607793655,30.6986534119458,88.07691845435016,NA,36.13510357809935,99.4014033757545,52.96966212061469,94.85499770041596,95.99056260394822,78.57601641214625,56.07347650838228,23.85328976452493,97.64796599708905,86.22900231747441,74.29428511427798,21.487605934598598,5.5753495207072845,NA,14.720394953079829,96.24152853996993,34.01795285093908,33.10330863912143,41.91592262266774,51.350094048835025,60.627420623116826,33.39952822453978,NA,32.692122862750054,53.77353535427224,10.781635885464446,99.52422075060764,60.27719536288095,100,96.88201995296747,100,NA,83.06534670916243,97.89684811703624,34.77969005325867,85.15128903666307,98.95893486936865,29.435659922174118,98.2818656999239,98.13494719699865,60.140102699559414,7.912702058196497,39.033217112485175,98.65074145628347,28.521946611277315,100,97.65221919139934,NA,100,63.53682465247251,52.65373892883688,37.97318791631776,99.54936184204793,59.55033271362722,47.69574889383008,100,99.89444945338937,22.72709382070257,93.61751825856273,94.77582515665914,29.311353611310885,33.831095499581146,19.726123684600193,99.81940232046038,16.672624025501925,20.798295765819507,38.45554785406675,74.28674097304855,97.08729933052078,90.46521257051087,34.89525791669371,100,11.105306722965636,100,93.10516827732036,28.422500525528637,100,96.90316341984689,100
2008,53.57945841137111,39.82449179316403,23.361770568443507,18.61496024360978,78.89627739470009,18.16912672864406,NA,75.3076153952359,27.350645180803788,57.09990957889697,NA,32.549583596632495,75.88699408201978,38.668164051897016,81.38363043836446,79.76012838823013,39.70636909627898,40.6144639446699,13.31777756946131,96.80216063365629,71.63221794347363,47.75976098793655,13.585624810388829,3.545967918267323,NA,13.557596439485241,100,27.087710580115697,36.97236749466939,32.430486161035766,93.99614939780989,49.96063867216509,47.41038869939223,NA,34.00706817459345,61.913696897915514,6.5396855766232775,88.4133538900109,42.88811637751753,83.83726615806476,89.76992513090558,96.09180192843596,68.6936144215776,49.51322449257759,81.54706132964003,57.01228967002889,66.92041100711384,81.53281182352968,21.332673189503936,80.58831979165144,56.99812739242055,35.25116528026329,6.154284436538548,25.318771561618668,98.48573341157257,21.297366340099376,80.4446021202762,100,NA,100,44.581483918345874,43.02495641572981,15.540553313499894,71.29761890751196,36.68491701874119,35.31713011386175,83.05754057457622,73.87580455225383,22.08605957126818,71.57665397718596,37.31409892684885,27.447477103202257,37.082844346218145,9.50080324253162,79.73788386183472,10.25292401460991,15.199109139225852,47.29667879029555,48.43963375812537,99.6767707902997,70.74784040376436,40.881331023525924,97.76299877678825,10.074763528045217,84.38615321909761,73.54858531539355,30.128810020454022,98.71712602216735,86.61397275446969,89.01763496337313
