Year,Country,Div,TED,VIX,SENT,FEDFUNDS,GLOBAL SUPPLY CHAIN,INTERNET,GDP PER CAPITA,1992 - ERM,2009-10 - EUROZONE
1986,Saudi Arabia,NA,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Saudi Arabia,NA,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Saudi Arabia,NA,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Saudi Arabia,NA,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Saudi Arabia,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Saudi Arabia,NA,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Saudi Arabia,NA,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Saudi Arabia,NA,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Saudi Arabia,NA,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Saudi Arabia,NA,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Saudi Arabia,NA,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Saudi Arabia,NA,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Saudi Arabia,96.76321421403456,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Saudi Arabia,93.66711789790814,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Saudi Arabia,96.43118345102471,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Saudi Arabia,96.11990713566698,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Saudi Arabia,100,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Saudi Arabia,100,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Saudi Arabia,90.43317257741948,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Saudi Arabia,97.75931845049921,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Saudi Arabia,96.87419273136977,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Saudi Arabia,100,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Saudi Arabia,92.44638241769985,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Saudi Arabia,67.5199043139685,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Saudi Arabia,73.08814565585105,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Saudi Arabia,98.74948584238108,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Saudi Arabia,93.12654684222207,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Serbia,NA,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Serbia,NA,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Serbia,NA,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Serbia,NA,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Serbia,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Serbia,NA,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Serbia,NA,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Serbia,NA,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Serbia,NA,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Serbia,NA,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Serbia,NA,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Serbia,NA,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Serbia,NA,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Serbia,NA,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Serbia,NA,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Serbia,NA,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Serbia,NA,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Serbia,NA,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Serbia,NA,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Serbia,NA,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Serbia,NA,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Serbia,97.79026441009407,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Serbia,72.08104378340612,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Serbia,70.58093598743528,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Serbia,63.00219787185161,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Serbia,65.81522625130279,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Serbia,73.95280058747215,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Singapore,54.66061779010922,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Singapore,20.09546157380996,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Singapore,26.538937217356185,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Singapore,35.20461712387867,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Singapore,36.8770513225544,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Singapore,30.377975328800567,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Singapore,58.9571286597912,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Singapore,63.28746998897854,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Singapore,37.97154213581253,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Singapore,53.203271814118565,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Singapore,59.55136188146226,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Singapore,47.37950914738109,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Singapore,44.441341965055805,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Singapore,70.67153150458529,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Singapore,61.472561494918544,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Singapore,57.741904826472435,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Singapore,59.8334871412575,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Singapore,53.56789334826989,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Singapore,49.97276337173717,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Singapore,64.28261195564976,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Singapore,33.12142506913084,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Singapore,23.480014207116717,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Singapore,23.860207925316345,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Singapore,27.70817699171659,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Singapore,28.290596524106604,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Singapore,20.620112170454195,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Singapore,37.7703361541467,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Slovakia,NA,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Slovakia,NA,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Slovakia,NA,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Slovakia,NA,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Slovakia,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Slovakia,NA,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Slovakia,NA,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Slovakia,100,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Slovakia,89.3481967046242,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Slovakia,94.69394141000804,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Slovakia,98.85010779380411,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Slovakia,100,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Slovakia,100,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Slovakia,94.93259084646192,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Slovakia,89.84226640847342,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Slovakia,88.61162736323898,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Slovakia,93.00674030353187,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Slovakia,90.97316900054624,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Slovakia,77.96331160590056,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Slovakia,83.48607835516151,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Slovakia,87.51959401427905,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Slovakia,92.14967073246761,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Slovakia,70.58288880744907,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Slovakia,93.31218373706058,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Slovakia,87.36328632751153,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Slovakia,75.35513121519008,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Slovakia,89.07304374133454,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Slovenia,NA,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Slovenia,NA,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Slovenia,NA,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Slovenia,NA,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Slovenia,NA,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Slovenia,NA,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Slovenia,NA,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Slovenia,NA,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Slovenia,NA,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Slovenia,NA,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Slovenia,NA,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Slovenia,NA,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Slovenia,NA,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Slovenia,NA,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Slovenia,NA,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Slovenia,NA,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Slovenia,NA,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Slovenia,NA,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Slovenia,NA,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Slovenia,NA,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Slovenia,NA,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Slovenia,NA,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Slovenia,63.23677749886622,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Slovenia,73.10214828866994,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Slovenia,94.27975175745932,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Slovenia,85.0594103618087,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Slovenia,96.80451723516612,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,South Africa,93.8007941019649,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,South Africa,52.63497061498356,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,South Africa,88.86375356106588,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,South Africa,66.85058733467113,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,South Africa,90.0924137805522,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,South Africa,64.65908439197008,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,South Africa,65.19322782936663,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,South Africa,92.4358264517038,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,South Africa,92.67796420109975,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,South Africa,86.97665874215545,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,South Africa,85.36872250782905,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,South Africa,38.859496431233275,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,South Africa,50.42261012212238,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,South Africa,70.64074077542394,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,South Africa,57.685197776108744,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,South Africa,71.61793810661015,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,South Africa,79.42334288626998,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,South Africa,89.44108340086918,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,South Africa,62.35886093204629,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,South Africa,51.62448731919936,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,South Africa,39.83840767242126,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,South Africa,29.276897877885254,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,South Africa,28.324150904508905,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,South Africa,29.710029289411356,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,South Africa,27.712146198404987,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,South Africa,28.71853105646951,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,South Africa,37.983745397695465,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,South Korea,100,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,South Korea,91.91157511778655,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,South Korea,86.94858028728555,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,South Korea,89.30586261558314,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,South Korea,87.10296985111205,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,South Korea,80.24227752204844,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,South Korea,83.74682927201835,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,South Korea,88.99445106087694,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,South Korea,99.45799511730338,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,South Korea,100,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,South Korea,96.93707826914218,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,South Korea,88.2803256830341,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,South Korea,89.33467748483012,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,South Korea,90.139815937726,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,South Korea,67.85162103226061,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,South Korea,58.722883188989236,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,South Korea,55.60669316557245,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,South Korea,54.53840797420688,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,South Korea,36.95589934450532,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,South Korea,55.23612260890525,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,South Korea,45.401532440490065,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,South Korea,34.73047020410491,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,South Korea,38.51332258754772,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,South Korea,51.40087451786282,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,South Korea,29.008382086839557,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,South Korea,22.148820249644107,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,South Korea,34.76193481924664,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Spain,84.291016527117307,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Spain,66.96922424278696,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Spain,47.667612338569796,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Spain,42.42346282362702,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Spain,41.255137925644824,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Spain,23.0662239650545,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Spain,64.40166643017355,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Spain,60.03257692283292,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Spain,57.36990125744441,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Spain,54.990127092998776,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Spain,72.03388793262803,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Spain,45.173762363967505,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Spain,30.09225870402371,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Spain,40.69262253642363,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Spain,30.404038457496195,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Spain,23.82085968953297,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Spain,21.93655311204903,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Spain,24.14901540405814,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Spain,15.285785324648959,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Spain,16.481695951656693,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Spain,9.637373085868928,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Spain,19.87876585942726,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Spain,9.73963928929329,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Spain,9.642911355708595,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Spain,12.623869985534174,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Spain,7.657883891687767,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Spain,18.63524330477786,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Sri Lanka,NA,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Sri Lanka,NA,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Sri Lanka,NA,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Sri Lanka,NA,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Sri Lanka,90.89123428040871,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Sri Lanka,96.40922655597694,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Sri Lanka,99.10321310774839,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Sri Lanka,93.61956054841518,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Sri Lanka,100,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Sri Lanka,96.08264984358533,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Sri Lanka,94.21860353550761,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Sri Lanka,92.63715978580753,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
1998,Sri Lanka,96.94624810437357,0.79,25.6,-0.04,5.35,45.13,3.12073515478569,6369.29257105243,0,0
1999,Sri Lanka,100,0.77,24.37,0.38,4.97,45.56,4.59500129441564,6494.78475878248,0,0
2000,Sri Lanka,98.24167071786587,0.71,23.32,1.79,6.24,49.81,6.69090733369566,6682.76344153284,0,0
2001,Sri Lanka,100,0.38,25.75,0.85,3.89,48.6,8.0108140021014,6717.79772703242,0,0
2002,Sri Lanka,99.8449797634473,0.19,27.29,-0.58,1.67,47.95,10.4589434184407,6771.22163904373,0,0
2003,Sri Lanka,99.87525637192753,0.21,21.98,-0.56,1.13,48.61,12.1399683529482,6871.23594904106,0,0
2004,Sri Lanka,99.47038375353634,0.25,15.48,0.02,1.35,51.59,14.0327318252414,7067.2542820758,0,0
2005,Sri Lanka,98.39791656844416,0.41,12.81,-0.02,3.21,53.71,15.6291589559443,7230.56293045898,0,0
2006,Sri Lanka,100,0.47,12.81,0.11,4.96,56.35,17.411462466032,7433.81845310028,0,0
2007,Sri Lanka,100,0.94,17.54,0.03,5.02,57.2,20.3581214237469,7633.01341022813,0,0
2008,Sri Lanka,79.82465125984614,1.55,32.69,-0.21,1.93,59.25,23.0514567079442,7649.62263215115,0,0
2009,Sri Lanka,99.96673389653937,0.54,31.48,-0.02,0.16,51,25.5958603885016,7401.23797505688,0,1
2010,Sri Lanka,100,0.21,22.55,-0.12,0.18,55.88,29.0941327557255,7611.10733571686,0,1
2011,Sri Lanka,98.1858641495494,0.28,24.2,NA,0.1,59.5,31.7488501299365,7734.90212445132,0,0
2012,Sri Lanka,100,0.34,17.8,NA,0.14,59.74,35.2826985798825,7818.16630093263,0,0
1986,Sweden,91.4378587907391,0.86,NA,0.44,6.81,35.67,0,5411.27027157139,0,0
1987,Sweden,42.13400081603682,1.41,NA,0.06,6.66,36.14,0,5508.59818378918,0,0
1988,Sweden,60.31571323804845,1.31,NA,0.06,7.57,37.06,0,5667.18881968796,0,0
1989,Sweden,50.65440931122741,1.18,NA,-0.3,9.22,38.31,0,5782.29155212196,0,0
1990,Sweden,48.330999791449905,0.79,23.06,-0.59,8.1,38.71,0.049581852062188,5853.99140468668,0,0
1991,Sweden,35.0149600485726,0.61,18.37,-0.25,5.69,38.46,0.331622973584281,5839.98555941898,0,0
1992,Sweden,58.49977231982968,0.4,15.45,0.01,3.52,39.68,0.277904981759994,5861.15144217138,1,0
1993,Sweden,68.45563147642424,0.31,12.69,-0.12,3.02,38.61,0.253387458475413,5866.55447969755,0,0
1994,Sweden,60.807087484705725,0.5,13.93,-0.06,4.2,40.4,0.449635166367507,5959.44882588387,0,0
1995,Sweden,63.90239125784558,0.55,12.39,-0.01,5.84,42.76,0.782955692962226,6049.1334690679,0,0
1996,Sweden,56.18448524902121,0.51,16.44,0.45,5.3,43.04,1.33158612802636,6159.46067792603,0,0
1997,Sweden,33.65909589179801,0.68,22.36,0.2,5.46,44.8,2.03613460163745,6297.33253861861,0,0
