Date,Australia,Belgium,Bulgaria,Canada,France,Germany,Greece,Hong Kong,Ireland,Italy,Japan,Malaysia,Mexico,Netherlands,New Zealand,Portugal,Singapore,South Africa,Spain,Turkey,UK,US
15/09/1999,735.33,128.75,NA,94.01,237.77,82.18,NA,NA,NA,NA,NA,NA,NA,137.19,NA,NA,NA,13.9,NA,NA,4463.37,732.29
16/09/1999,731.3,129.45,NA,92.51,237.92,82.23,NA,NA,NA,NA,NA,NA,NA,137.59,NA,NA,NA,13.86,NA,NA,4434.18,729.46
17/09/1999,728.35,129.17,NA,93.78,237.97,82.25,NA,NA,NA,NA,NA,NA,NA,138.21,NA,NA,NA,13.6,NA,NA,4455.17,729.28
20/09/1999,718.24,129.87,NA,93.9,237.71,82.29,NA,NA,NA,NA,NA,NA,NA,137.57,NA,NA,NA,13.63,NA,NA,4419.36,726.53
21/09/1999,735.03,130.3,NA,94.66,236.18,82.81,NA,NA,NA,NA,NA,NA,NA,136.39,NA,NA,NA,13.04,NA,NA,4380.55,719.14
22/09/1999,739.06,128.16,NA,94.54,236.78,83.02,NA,NA,NA,NA,NA,NA,NA,136.44,NA,NA,NA,13.07,NA,NA,4355.75,717.42
23/09/1999,743.67,128.03,NA,93.35,235.18,82.46,NA,NA,NA,NA,NA,NA,NA,135.29,NA,NA,NA,13.13,NA,NA,4383.56,713.77
24/09/1999,732.8,127.28,NA,94.21,235.97,82.74,NA,NA,NA,NA,NA,NA,NA,135.77,NA,NA,NA,13.14,NA,NA,4351.38,708.82
27/09/1999,731.06,127.44,NA,94.82,238.46,82.56,NA,NA,NA,NA,NA,NA,NA,133.71,NA,NA,NA,13.19,NA,NA,4363.87,707.2
28/09/1999,732.87,128.04,NA,94.99,234.68,83,NA,NA,NA,NA,NA,NA,NA,134.61,NA,NA,NA,13.28,NA,NA,4385.77,703.05
29/09/1999,726.69,130.4,NA,95.71,237.11,83.86,NA,NA,NA,NA,NA,NA,NA,133.83,NA,NA,NA,13.22,NA,NA,4381.34,703.8
30/09/1999,722.96,130.18,NA,94.51,234.13,84.18,NA,NA,NA,NA,NA,NA,NA,134.33,NA,NA,NA,13.5,NA,NA,4365.56,712.58
01/10/1999,735.75,131.68,NA,95.3,239.31,84.56,NA,NA,NA,NA,NA,NA,NA,134.29,NA,NA,NA,13.47,NA,NA,4391.78,705.79
04/10/1999,732.23,131.48,NA,95.54,239.58,84.59,NA,NA,NA,NA,NA,NA,NA,134.12,NA,NA,NA,14.16,NA,NA,4408.77,708.51
05/10/1999,734.4,129.78,NA,96.18,234.85,84.44,NA,NA,NA,NA,NA,NA,NA,135.79,NA,NA,NA,14.18,NA,NA,4411.54,711.02
06/10/1999,726.38,130.74,NA,95.8,235.58,84.63,NA,NA,NA,NA,NA,NA,NA,137.13,NA,NA,NA,14.04,NA,NA,4432.02,712.35
07/10/1999,732.51,134.38,NA,95.92,239.9,84.85,NA,NA,NA,NA,NA,NA,NA,137.88,NA,NA,NA,13.78,NA,NA,4428.12,704.99
08/10/1999,725.57,132.24,NA,96.1,237.52,84,NA,NA,NA,NA,NA,NA,NA,136.17,NA,NA,NA,13.8,NA,NA,4408.56,703.35
11/10/1999,726.55,131.13,NA,96.16,237.82,84.11,NA,NA,NA,NA,NA,NA,NA,136.37,NA,NA,NA,13.67,NA,NA,4371.34,705.52
12/10/1999,724.04,131.98,NA,95.36,239.58,84.81,NA,NA,NA,NA,NA,NA,NA,137.83,NA,NA,NA,13.64,NA,NA,4338.5,702.4
13/10/1999,717.7,132.36,NA,93.8,240.54,85.07,NA,NA,NA,NA,NA,NA,NA,137.43,NA,NA,NA,13.57,NA,NA,4259.68,697.04
14/10/1999,712.03,134.17,NA,94.91,240.99,85.23,NA,NA,NA,NA,NA,NA,NA,136.65,NA,NA,NA,13.65,NA,NA,4233.68,694.58
15/10/1999,702.54,135.58,NA,94.05,243.48,86.04,NA,NA,NA,NA,NA,NA,NA,137.49,NA,NA,NA,13.58,NA,NA,4152.61,688.36
18/10/1999,691.11,135.34,NA,93.41,243.09,85.75,NA,NA,NA,NA,NA,NA,NA,136.55,NA,NA,NA,13.54,NA,NA,4164.19,685.96
19/10/1999,693.77,134.36,NA,94.49,241.51,85.34,NA,NA,NA,NA,NA,NA,NA,135.3,NA,NA,NA,13.58,NA,NA,4169.8,685.03
20/10/1999,700,134.04,NA,93.82,241.5,85.19,NA,NA,NA,NA,NA,NA,NA,134.95,NA,NA,NA,13.61,NA,NA,4195.63,683.84
21/10/1999,702.14,134.4,NA,94.01,244.1,85.45,NA,NA,NA,NA,NA,NA,NA,135.17,NA,NA,NA,13.57,NA,NA,4184.95,677.1
22/10/1999,708.36,131.77,NA,94.99,241.23,84.51,NA,NA,NA,NA,NA,NA,NA,133.59,NA,NA,NA,13.6,NA,NA,4123.31,678.35
25/10/1999,711.89,129.08,NA,94.39,239.03,84.39,NA,NA,NA,NA,NA,NA,NA,134.27,NA,NA,NA,13.85,NA,NA,4107.16,677
26/10/1999,711.55,130.19,NA,95.51,237.27,83.7,NA,NA,NA,NA,NA,NA,NA,132.78,NA,NA,NA,13.8,NA,NA,4060.08,673.56
27/10/1999,704.41,129.97,NA,95.44,239.99,83.23,NA,NA,NA,NA,NA,NA,NA,132.66,NA,NA,NA,13.61,NA,NA,4062.97,673.63
28/10/1999,713.24,130.08,NA,95.1,236.63,83.12,NA,NA,NA,NA,NA,NA,NA,130.8,NA,NA,NA,14.14,NA,NA,4077.14,676.91
29/10/1999,707.82,129.86,NA,94.72,237.16,83.09,NA,NA,NA,NA,NA,NA,NA,130.39,NA,NA,NA,14.14,NA,NA,4127.33,687.96
01/11/1999,712.6,129.64,NA,95.44,236.76,82.95,NA,NA,NA,104.94,NA,NA,NA,129.57,NA,NA,NA,14.12,NA,NA,4176.88,691.16
02/11/1999,712,128.97,NA,95.24,246.84,82.93,NA,NA,NA,94.84,NA,NA,NA,128.41,NA,NA,NA,14.13,NA,NA,4242.87,698.77
03/11/1999,711.5,128.38,NA,95.27,250.21,82.84,NA,NA,NA,94.74,NA,NA,NA,132.12,NA,NA,NA,14.2,NA,NA,4233.15,699.27
04/11/1999,703.15,128.17,NA,95.43,235.65,82.56,NA,NA,NA,97.66,NA,NA,NA,131.31,NA,NA,NA,14.19,NA,NA,4185.42,697.33
05/11/1999,701.45,127.25,NA,95.26,234.93,82.3,NA,NA,NA,94.93,NA,NA,NA,130.88,NA,NA,NA,14.3,NA,NA,4145.3,694.21
08/11/1999,700.75,126.1,NA,93.91,233.98,75.33,NA,NA,NA,92.12,NA,NA,NA,130.53,NA,NA,NA,14.26,NA,NA,4087.46,694.25
09/11/1999,702.17,127.23,NA,93.99,234.93,75.57,NA,NA,NA,90.8,NA,NA,NA,130.72,NA,NA,NA,14.26,NA,NA,4053.61,692.58
10/11/1999,713.23,129.43,NA,94.04,235.84,75.8,NA,NA,NA,89.99,NA,NA,NA,131.61,NA,NA,NA,14.22,NA,NA,4028.81,689.64
11/11/1999,723.94,129.05,NA,94.61,235.16,75.58,NA,NA,NA,95.94,NA,NA,NA,130.54,NA,NA,NA,14.23,NA,NA,4031.78,687.65
12/11/1999,729.13,128.04,NA,93.79,238.81,99.21,NA,NA,NA,91.67,NA,NA,NA,129.03,NA,NA,NA,14.26,NA,NA,4038.91,685.6
15/11/1999,725.28,129.54,NA,94.68,238.5,99.08,NA,NA,NA,88.61,NA,NA,NA,129.37,NA,NA,NA,14.21,NA,NA,4127,681.85
16/11/1999,717.47,129.97,NA,94.07,238.55,99.1,NA,NA,NA,88.63,NA,NA,NA,130.21,NA,NA,NA,14.51,NA,NA,4116.07,682.69
17/11/1999,726.35,130.88,NA,94.98,240.5,99.91,NA,NA,NA,88.54,NA,NA,NA,130.08,NA,NA,NA,14.52,NA,NA,4175.78,681.21
18/11/1999,716.54,129.56,NA,94.58,238.54,99.18,NA,NA,NA,88.16,NA,NA,NA,128.58,NA,NA,NA,14.79,NA,NA,4139.36,679.69
19/11/1999,716.53,128.32,NA,94.27,238,92.36,NA,NA,NA,86.63,NA,NA,NA,128.9,NA,NA,NA,14.48,NA,NA,4120.98,681.92
22/11/1999,714.1,128.17,NA,93.63,234.04,95.99,NA,NA,NA,83.44,NA,NA,NA,127.62,NA,NA,NA,14.67,NA,NA,4104,678.03
23/11/1999,712.89,127.93,NA,92.35,233.42,95.65,NA,NA,NA,84.21,NA,NA,NA,127.21,NA,NA,NA,14.68,NA,NA,4116.86,674.19
24/11/1999,709.8,127.1,NA,91.95,231.25,94.76,NA,NA,NA,84.75,NA,NA,NA,126.36,NA,NA,NA,14.69,NA,NA,4090.57,673.04
25/11/1999,706.55,129.2,NA,91.47,231.23,94.76,NA,NA,NA,84.75,NA,NA,NA,126.89,NA,NA,NA,14.69,NA,NA,4087.91,673.04
26/11/1999,705.13,125.38,NA,91.41,239.56,94.01,NA,NA,NA,87.5,NA,NA,NA,125.75,NA,NA,NA,14.67,NA,NA,4050.41,671.27
29/11/1999,707.97,126.12,NA,90.36,237.59,93.54,NA,NA,NA,90.46,NA,NA,NA,124.49,NA,NA,NA,14.38,NA,NA,4008.64,668.86
30/11/1999,711.71,125.83,NA,91.18,237.66,93.57,NA,NA,NA,91.27,NA,NA,NA,124.81,NA,NA,NA,14.39,NA,NA,3958.04,672.29
01/12/1999,715.68,126.01,NA,90.41,237.13,93.67,NA,NA,NA,92.94,NA,NA,NA,124.39,NA,NA,NA,14.47,NA,NA,3924.43,675.5
02/12/1999,717.68,126.49,NA,89.54,234.17,93.26,NA,NA,NA,92.28,NA,NA,NA,123.8,NA,NA,NA,14.44,NA,NA,3871.91,669.29
03/12/1999,714.05,126.86,NA,90.5,235.59,93.06,NA,NA,NA,90.77,NA,NA,NA,123.26,NA,NA,NA,14.43,NA,NA,3909.19,672.1
06/12/1999,714.24,129.37,NA,89.71,240.58,95.03,NA,NA,NA,89.51,NA,NA,NA,126.34,NA,NA,NA,14.44,NA,NA,3932.27,669.3
07/12/1999,720.74,130.33,NA,89.58,241.6,95.05,NA,NA,NA,88.46,NA,NA,NA,125.75,NA,NA,NA,14.57,NA,NA,3911.17,667.59
08/12/1999,722.55,129.23,NA,89.21,242.06,95.23,NA,NA,NA,87.3,NA,NA,NA,125.64,NA,NA,NA,14.76,NA,NA,3870.66,661.7
09/12/1999,727.81,127.94,NA,87.32,239.47,94.59,NA,NA,NA,85.4,NA,NA,NA,124.78,NA,NA,NA,14.46,NA,NA,3866.95,660.85
10/12/1999,720.43,125.08,NA,87.61,240.5,96.63,NA,NA,NA,86.59,NA,NA,NA,124.71,NA,NA,NA,14.52,NA,NA,3849.11,652.56
13/12/1999,714.03,127.13,NA,86.31,238,94.01,NA,NA,NA,88.29,NA,NA,NA,124,NA,NA,NA,14.51,NA,NA,3822.91,644.36
14/12/1999,712.53,126.48,NA,84.65,234.62,93.44,NA,NA,NA,87.49,NA,NA,NA,125.01,NA,NA,NA,14.83,NA,NA,3823.23,635.51
15/12/1999,711.12,126.2,NA,84.61,237.06,93.26,NA,NA,NA,88.1,NA,NA,NA,126.87,NA,NA,NA,14.78,NA,NA,3781.01,635.72
16/12/1999,715.53,127.39,NA,86.51,240.5,94.61,NA,NA,NA,92.82,NA,NA,NA,128.51,NA,NA,NA,14.79,NA,NA,3777.92,633.72
17/12/1999,718.77,125.58,NA,87.82,245.29,93.81,NA,NA,NA,92.56,NA,NA,NA,126.65,NA,NA,NA,14.8,NA,NA,3752.07,663.18
20/12/1999,709.65,124.7,NA,88.32,239.19,91.56,NA,NA,NA,92.73,NA,NA,NA,127.1,NA,NA,NA,14.8,NA,NA,3757.86,671.55
21/12/1999,713.18,122.83,NA,87.95,245.14,91.6,NA,NA,NA,91.19,NA,NA,NA,129.07,NA,NA,NA,14.77,NA,NA,3836.55,671.75
22/12/1999,707.41,122.73,NA,86.72,239.1,91.53,NA,NA,NA,91.64,NA,NA,NA,129.05,NA,NA,NA,14.77,NA,NA,3823.34,670.31
23/12/1999,705.79,123.11,NA,87.88,241.04,92.19,NA,NA,NA,92.05,NA,NA,NA,129.68,NA,NA,NA,14.78,NA,NA,3873.9,673.79
24/12/1999,705.65,121.53,NA,88.23,240.85,92.19,NA,NA,NA,92.05,NA,NA,NA,130.84,NA,NA,NA,14.78,NA,NA,3886.05,673.79
27/12/1999,705.05,119.59,NA,88.93,230.29,91.89,NA,NA,NA,89.64,NA,NA,NA,129.7,NA,NA,NA,14.77,NA,NA,3889.9,673.72
28/12/1999,705.8,115.69,NA,89.55,229.43,91.47,NA,NA,NA,89.49,NA,NA,NA,130.38,NA,NA,NA,14.77,NA,NA,3883.16,683.39
29/12/1999,712.7,119.43,NA,88.33,238.3,91.22,NA,NA,NA,90.29,NA,NA,NA,132.08,NA,NA,NA,14.75,NA,NA,3847.32,688.66
30/12/1999,723.66,123.39,NA,88.48,243.57,91.02,NA,NA,NA,91.13,NA,NA,NA,130.55,NA,NA,NA,14.75,NA,NA,3855.08,688.45
31/12/1999,723.66,123.39,NA,88.17,243.57,91.02,NA,NA,NA,91.13,NA,NA,NA,130.55,NA,NA,NA,14.75,NA,NA,3855.08,691.52
03/01/2000,729.91,124.14,NA,88.62,240.82,92.18,NA,NA,NA,89.66,NA,NA,NA,132.67,NA,NA,NA,14.84,NA,NA,3883.78,685.93
04/01/2000,710.95,126.06,NA,89.09,256.47,93.54,NA,NA,NA,92.05,NA,NA,NA,135.12,NA,NA,NA,15.5,NA,NA,3873.37,677.67
05/01/2000,699.53,124.94,NA,87.96,257.14,93.85,NA,NA,NA,90.48,NA,NA,NA,134.88,NA,NA,NA,15.61,NA,NA,3904.7,682.83
06/01/2000,689.57,125.02,NA,86.9,257.46,93.97,NA,NA,NA,89.52,NA,NA,NA,135.53,NA,NA,NA,15.61,NA,NA,3943.24,695.87
07/01/2000,696.53,123.02,NA,86.36,255.97,93.43,NA,NA,NA,90.34,NA,NA,NA,134.21,NA,NA,NA,15.66,NA,NA,3952.1,710.02
10/01/2000,709.13,123.33,NA,86.15,255.35,93.2,NA,NA,NA,89.05,NA,NA,NA,134.78,NA,NA,NA,15.59,NA,NA,3903.57,717.18
11/01/2000,699.98,122.98,NA,84.09,256.38,93.5,NA,NA,NA,90.95,NA,NA,NA,134.85,NA,NA,NA,15.58,NA,NA,3903.97,713.51
12/01/2000,701.93,125.45,NA,85.81,247.65,93.28,NA,NA,NA,90.73,NA,NA,NA,134.99,NA,NA,NA,15.63,NA,NA,3910.94,710.85
13/01/2000,698.11,124.27,NA,87.1,247.61,93.27,NA,NA,NA,93.38,NA,NA,NA,135.86,NA,NA,NA,15.65,NA,NA,3875.97,708.71
14/01/2000,701.03,121.67,NA,86.64,244.05,91.93,NA,NA,NA,92.31,NA,NA,NA,132.68,NA,NA,NA,15.61,NA,NA,3805.49,705.73
17/01/2000,693.45,120.24,NA,86.15,239.16,91.55,NA,NA,NA,90.09,NA,NA,NA,132.49,NA,NA,NA,15.71,NA,NA,3732.06,705.73
18/01/2000,692.74,119.91,NA,86.63,239.77,91.78,NA,NA,NA,91.37,NA,NA,NA,132.06,NA,NA,NA,15.7,NA,NA,3737.87,705.68
19/01/2000,686.8,119.19,NA,87.27,239.55,91.7,NA,NA,NA,88.93,NA,NA,NA,132,NA,NA,NA,16.49,NA,NA,3741.98,709.28
20/01/2000,700.89,118.39,NA,87.21,241.4,91.66,NA,NA,NA,87.58,NA,NA,NA,131.98,NA,NA,NA,16.51,NA,NA,3703.24,707.72
21/01/2000,699.06,116.29,NA,85.92,244.7,91.44,NA,NA,NA,86.32,NA,NA,NA,130.95,NA,NA,NA,15.85,NA,NA,3642.43,708.74
24/01/2000,695.19,114.24,NA,85.86,236.78,91.01,NA,NA,NA,85.66,NA,NA,NA,130.65,NA,NA,NA,16.35,NA,NA,3586.01,702.09
25/01/2000,694.19,113.73,NA,84.91,244.56,91.39,NA,NA,NA,84.44,NA,NA,NA,129.82,NA,NA,NA,16.36,NA,NA,3577.61,699.51
26/01/2000,690.15,110.19,NA,87.12,243.07,98.49,NA,NA,NA,84,NA,NA,NA,128.99,NA,NA,NA,16.33,NA,NA,3593.63,699.38
27/01/2000,694.42,111.9,NA,86.06,239.97,97.24,NA,NA,NA,89.86,NA,NA,NA,128.11,NA,NA,NA,15.96,NA,NA,3610.12,698.05
28/01/2000,682.41,111.9,NA,86.35,237.91,96.41,NA,NA,NA,97.23,NA,NA,NA,127.09,NA,NA,NA,15.54,NA,NA,3614.72,695.51
31/01/2000,676.88,112.8,NA,85.43,237.75,96.26,NA,NA,NA,95.56,NA,NA,NA,126.11,NA,NA,NA,15.96,NA,NA,3632.6,691.45
01/02/2000,667.76,113.86,NA,85.49,236.37,95.71,NA,NA,NA,91.72,NA,NA,NA,125.54,NA,NA,NA,16.34,NA,NA,3607.34,695.64
02/02/2000,674.84,111.04,NA,85.28,236.01,95.63,NA,NA,NA,91.15,NA,NA,NA,125.65,NA,NA,NA,16.33,NA,NA,3551.42,694.38
03/02/2000,670.99,111.8,NA,85.52,238.94,96.82,NA,NA,NA,92.54,NA,NA,NA,127.97,NA,NA,NA,16.42,NA,NA,3535.53,696.22
04/02/2000,667.22,112.04,NA,83.52,243.93,96.39,NA,NA,NA,91.62,NA,NA,NA,127.08,NA,NA,NA,16.02,NA,NA,3451.41,693.41
07/02/2000,665.86,113.17,NA,83.53,243.34,96.24,NA,NA,NA,94.77,NA,NA,NA,126.2,NA,NA,NA,16.01,NA,NA,3408.3,690.97
08/02/2000,664.97,113.95,NA,81.86,245.17,97.03,NA,NA,NA,92.74,NA,NA,NA,126.44,NA,NA,NA,16.02,NA,NA,3406.94,692.66
09/02/2000,664.1,112.83,NA,82.31,246.06,97.39,NA,NA,NA,92.56,NA,NA,NA,127.94,NA,NA,NA,15.96,NA,NA,3348.01,690.53
10/02/2000,657.73,111.19,NA,82.61,237.73,96.95,NA,NA,NA,91.63,NA,NA,NA,125.45,NA,NA,NA,15.9,NA,NA,3327.9,687.14
11/02/2000,651.7,109.47,NA,82.8,237.73,96.95,NA,NA,NA,91.63,NA,NA,NA,126.37,NA,NA,NA,15.52,NA,NA,3280.39,677.39
14/02/2000,645.13,112.46,NA,82.68,236.46,96.43,NA,NA,NA,91.65,NA,NA,NA,125.89,NA,NA,NA,14.91,NA,NA,3246.19,673.24
15/02/2000,649.67,114.35,NA,81.37,237.08,96.76,NA,NA,NA,93.76,NA,NA,NA,125.4,NA,NA,NA,14.92,NA,NA,3208.63,674.19
16/02/2000,651.03,112.67,NA,82.81,237.12,96.77,NA,NA,NA,97.09,NA,NA,NA,125.62,NA,NA,NA,14.94,NA,NA,3225.32,671.38
17/02/2000,659.68,112.89,NA,82.24,237.66,97,NA,NA,NA,95.78,NA,NA,NA,126.27,NA,NA,NA,15.63,NA,NA,3238.59,676.69
18/02/2000,659.24,113.97,NA,81.3,233.09,96.91,NA,NA,NA,96.72,NA,NA,NA,126.08,NA,NA,NA,15.62,NA,NA,3260.32,670.13
21/02/2000,663.86,113.53,NA,79.99,233.56,100.17,NA,NA,NA,95.38,NA,NA,NA,125.08,NA,NA,NA,15.67,NA,NA,3330.05,670.13
22/02/2000,671.7,115.9,NA,79.39,242.93,102.19,NA,NA,NA,94.16,NA,NA,NA,127.43,NA,NA,NA,14.39,NA,NA,3374.34,667.85
23/02/2000,676.04,113.2,NA,78.2,242.14,101.85,NA,NA,NA,96.72,NA,NA,NA,126.33,NA,NA,NA,14.39,NA,NA,3359.38,667.66
24/02/2000,667.28,110.09,NA,79.54,240.29,101.08,NA,NA,NA,93.91,NA,NA,NA,125.43,NA,NA,NA,14.37,NA,NA,3342.39,665.36
25/02/2000,668.13,109.21,NA,79,236.13,99.33,NA,NA,NA,107.03,NA,NA,NA,123.23,NA,NA,NA,14.4,NA,NA,3345.29,664.98
28/02/2000,657.74,106.2,NA,78.69,233.24,98.11,NA,NA,NA,121.8,NA,NA,NA,121.04,NA,NA,NA,14.27,NA,NA,3341.49,662.31
29/02/2000,670.6,106.19,NA,79.19,227.81,97.7,NA,NA,NA,139.79,NA,NA,NA,120.05,NA,NA,NA,14.32,NA,NA,3356.34,668.33
01/03/2000,670.24,106.18,NA,77.48,224.21,98.24,NA,NA,NA,117.93,NA,NA,NA,120.64,NA,NA,NA,13.66,NA,NA,3452.98,666.01
02/03/2000,671.42,105.78,NA,77.32,224.55,98.06,NA,NA,NA,127.76,NA,NA,NA,120.15,NA,NA,NA,13.65,NA,NA,3455.63,666.42
03/03/2000,655.59,104.59,NA,77.85,223.51,97.61,NA,NA,NA,130.67,NA,NA,NA,119.76,NA,NA,NA,13.42,NA,NA,3463.84,668.76
06/03/2000,652.13,104.56,NA,77.7,246.18,97.55,NA,NA,NA,134.83,NA,NA,NA,118.66,NA,NA,NA,14.62,NA,NA,3475.21,668.6
07/03/2000,655.16,102.35,NA,78.06,245.03,97.17,NA,NA,NA,127.84,NA,NA,NA,118.22,NA,NA,NA,14.56,NA,NA,3517.21,664.28
08/03/2000,659.71,103.65,NA,78.38,244.91,97.12,NA,NA,NA,125.54,NA,NA,NA,117.61,NA,NA,NA,14.62,NA,NA,3555.85,662.97
09/03/2000,673.92,106.2,NA,79.2,247.99,98.34,NA,NA,NA,130.64,NA,NA,NA,120.73,NA,NA,NA,14.82,NA,NA,3597.01,662.93
10/03/2000,679,107.96,NA,80.16,241.6,97.87,NA,NA,NA,131.52,NA,NA,NA,119.61,NA,NA,NA,14.24,NA,NA,3577.07,663.66
13/03/2000,689.68,105.52,NA,80.92,242.38,98.11,NA,NA,NA,126.07,NA,NA,NA,119.58,NA,NA,NA,14.1,NA,NA,3546.52,660.58
14/03/2000,687.76,105.44,NA,81.89,241.37,97.7,NA,NA,NA,125.79,NA,NA,NA,118.98,NA,NA,NA,14.14,NA,NA,3515.41,659.78
15/03/2000,679.72,106.38,NA,83.37,242.89,98.32,NA,NA,NA,118.78,NA,NA,NA,118.12,NA,NA,NA,14.04,NA,NA,3485.06,669.67
16/03/2000,681.92,107.67,NA,83.95,243.97,98.75,NA,NA,NA,120.83,NA,NA,NA,117.55,NA,NA,NA,14.09,NA,NA,3499.42,681.08
17/03/2000,674.12,106.14,NA,84.42,242.8,98.28,NA,NA,NA,117.98,NA,NA,NA,116.35,NA,NA,NA,14.04,NA,NA,3544.14,682.47
20/03/2000,670.99,105.98,NA,83.71,229.95,98.38,NA,NA,NA,110.29,NA,NA,NA,117.36,NA,NA,NA,13.98,NA,NA,3554.58,683.55
21/03/2000,676.75,107.32,NA,84.42,230.39,98.57,NA,NA,NA,111.76,NA,NA,NA,116.57,NA,NA,NA,14,NA,NA,3561.61,685.32
22/03/2000,669.55,106.27,NA,83.82,228.05,97.57,NA,NA,NA,106.14,NA,NA,NA,114.68,NA,NA,NA,14.02,NA,NA,3580.58,687.19
23/03/2000,673.51,107.06,NA,83.89,230.14,98.46,NA,NA,NA,112.91,NA,NA,NA,114.42,NA,NA,NA,13.98,NA,NA,3661.32,689.57
24/03/2000,676.29,106.96,NA,84.16,236.08,98.6,NA,NA,NA,123.16,NA,NA,NA,113.21,NA,NA,NA,13.95,NA,NA,3865.01,686.81
27/03/2000,675.77,106.04,NA,84.88,235.65,98.49,NA,NA,NA,120,NA,NA,NA,113.51,NA,NA,NA,13.44,NA,NA,3902.49,685.44
28/03/2000,684.83,104.58,NA,84.21,234.8,98.14,NA,NA,NA,121.33,NA,NA,NA,112.72,NA,NA,NA,13.55,NA,NA,3915.89,686.75
29/03/2000,682.77,102.25,NA,84.56,231.45,96.74,NA,NA,NA,113.9,NA,NA,NA,110.55,NA,NA,NA,13.43,NA,NA,3910.25,689.32
30/03/2000,673.1,99.52,NA,83.9,231.98,96.96,NA,NA,NA,111.68,NA,NA,NA,110.67,NA,NA,NA,13.81,NA,NA,3854.25,691.85
31/03/2000,669.71,101.34,NA,84.26,232.34,97.11,NA,NA,NA,111.86,NA,NA,NA,112.27,NA,NA,NA,13.88,NA,NA,3843.62,694.8
03/04/2000,677.36,103.09,NA,84.31,232.21,97.06,NA,NA,NA,112.54,NA,NA,NA,111.79,NA,NA,NA,13.84,NA,NA,3738.56,695.62
04/04/2000,671.73,102.19,NA,84.45,231.8,96.88,NA,NA,NA,109.36,NA,NA,NA,111.18,NA,NA,NA,13.87,NA,NA,3736.03,695.66
05/04/2000,682.24,101.85,NA,83.97,234.45,97.99,NA,NA,NA,112.12,NA,NA,NA,112.71,NA,NA,NA,13.79,NA,NA,3720.79,699.59
06/04/2000,669.75,104.39,NA,84.3,232.84,97.32,NA,NA,NA,109.61,NA,NA,NA,112.28,NA,NA,NA,13.59,NA,NA,3762.46,706.14
07/04/2000,671.57,102.97,NA,84.17,244.21,97.28,NA,NA,NA,108.07,NA,NA,NA,111.78,NA,NA,NA,13.6,NA,NA,3724.72,712.71
10/04/2000,671.85,105.68,NA,84.25,244.46,96.36,NA,NA,NA,112.17,NA,NA,NA,112.08,NA,NA,NA,13.63,NA,NA,3741.15,718.37
11/04/2000,673.55,105.82,NA,85.49,245.1,96.68,NA,NA,NA,110.79,NA,NA,NA,113.2,NA,NA,NA,13.54,NA,NA,3775.11,722.45
12/04/2000,673.96,105.96,NA,86.17,243.83,96.18,NA,NA,NA,111.96,NA,NA,NA,113.01,NA,NA,NA,13.58,NA,NA,3776.59,728.36
13/04/2000,672.61,104.62,NA,86.19,243.21,95.94,NA,NA,NA,109.69,NA,NA,NA,112.85,NA,NA,NA,13.83,NA,NA,3780.54,730.05
14/04/2000,673.69,104.78,NA,84.82,227.71,96.01,NA,NA,NA,110.76,NA,NA,NA,113.23,NA,NA,NA,13.82,NA,NA,3802.57,724.77
17/04/2000,652.58,104.24,NA,84.16,228.34,95.88,NA,NA,NA,110.37,NA,NA,NA,112.67,NA,NA,NA,12.52,NA,NA,3745.14,722.3
18/04/2000,661.76,103.95,NA,84.55,227.16,95.31,NA,NA,NA,109.96,NA,NA,NA,113.48,NA,NA,NA,12.52,NA,NA,3767.17,725.8
19/04/2000,672.36,103.7,NA,84.29,225.08,94.44,NA,NA,NA,109.44,NA,NA,NA,114.59,NA,NA,NA,12.52,NA,NA,3788.42,725.87
20/04/2000,669.65,102.6,NA,84.4,224.85,94.34,NA,NA,NA,120.8,NA,NA,NA,116.3,NA,NA,NA,12.38,NA,NA,3820.97,725.09
21/04/2000,669.65,102.6,NA,84.4,224.85,94.34,NA,NA,NA,120.8,NA,NA,NA,116.3,NA,NA,NA,12.38,NA,NA,3820.97,725.09
24/04/2000,670.89,102.62,NA,84.55,224.88,94.35,NA,NA,NA,120.82,NA,NA,NA,116.32,NA,NA,NA,12.3,NA,NA,3820.24,727.21
25/04/2000,672.08,100.57,NA,85.08,223.72,93.11,NA,NA,NA,134.89,NA,NA,NA,113.5,NA,NA,NA,12.34,NA,NA,3856.51,731.27
26/04/2000,665.37,100.16,NA,84.64,222.79,92.73,NA,NA,NA,123.29,NA,NA,NA,114.26,NA,NA,NA,12.22,NA,NA,3867.8,737
27/04/2000,658.2,97.58,NA,84.36,219.76,91.54,NA,NA,NA,132.61,NA,NA,NA,111.75,NA,NA,NA,12.1,NA,NA,3909.5,738.05
28/04/2000,659.18,98.09,NA,83.76,238.99,91.5,NA,NA,NA,129,NA,NA,NA,112.25,NA,NA,NA,12.24,NA,NA,3904.58,740.06
01/05/2000,653.49,97.78,NA,84.45,238.23,91.21,NA,NA,NA,128.59,NA,NA,NA,111.96,NA,NA,NA,12.22,NA,NA,3876.13,753.3
02/05/2000,657.86,96.85,NA,83.88,227.41,91.16,NA,NA,NA,123.79,NA,NA,NA,110.96,NA,NA,NA,13.11,NA,NA,3921,762.23
03/05/2000,657.55,94.79,NA,83.32,223.54,89.53,NA,NA,NA,117.65,NA,NA,NA,109.25,NA,NA,NA,12.99,NA,NA,3912.49,758.97
