Country,Year,LHS_div_eq,TED,VIX,SENT,FEDFUNDS,INTERNET,ERM,Euro,US_bond_spread,Credit_to_GDP,Market_cap_to_GDP,Num_public_firms,Trade_to_GDP,Turnover_Domest_Total,Agg_Fin_Risk,Agg_Econ_Risk,Agg_Pol_Risk,Equity_Liq,Dev_PC1
Australia,1987,73.5759577137,1.41,NA,0.0861263,6.66,NA,0,0,1.36,42.8009853766,81.5051358359,1427,32.5670457921,37.2517770518,33.63,27.79,77.58,0.2498440702,-1.66030487740997
Australia,1988,72.0293889051,1.31,NA,-0.246703,7.57,NA,0,0,1.19,46.7186368608,58.290169664,1393,32.6044154123,29.7609542418,34.83,27.88,79.66,0.2561089825,-1.27104934733451
Australia,1989,96.0040022697,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,59.2415530544,46.793661263,1258,32.1054517616,31.0280359848,35.96,24.8,78.59,0.2796211251,-1.40120477545221
Australia,1990,99.8783364496,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,60.5565137461,34.6586326137,1089,32.2151332599,37.2314252607,37.46,21.33,76.25,0.3049051606,-1.13366238892293
Australia,1991,97.4583218438,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,60.0984009879,44.4147646037,968,32.2450197861,31.5359964536,39.09,24.11,75.42,0.2746157042,-1.15309646549452
Australia,1992,76.6824857538,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,61.8283000156,41.4971749477,1038,33.0967324521,31.1167697102,38.93,25.77,78.66,0.2938043671,-1.06226517379272
Australia,1993,96.4986950831,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,63.2317296078,65.4547245229,1070,35.428021297,32.6318331694,36.3,25.71,80.58,0.2460717207,-0.936870919693205
Australia,1994,99.8072832834,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,66.6842696004,67.7146533989,1144,36.4305130455,45.5021787613,35.34,27.75,81.34,0.2343724696,-0.866147504333573
Australia,1995,98.8163148571,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,69.7309969566,66.5645564535,1129,37.685578958,40.0448653247,34.87,30.08,82.49,0.2663219134,-0.810874918890657
Australia,1996,99.751989069,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,71.4118527449,77.7656110748,1135,38.1723495935,46.39184545,35.47,28.83,84.58,0.248346056,-0.606917241669693
Australia,1997,43.8993491969,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,75.2402010602,67.8208987316,1159,37.9046238107,50.7874361441,36.46,35.2,88.24,0.2333550206,-1.00444607195417
Australia,1998,75.0813057791,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,79.089996437,82.2776034476,1162,39.9237182598,47.2849325787,34.63,41.42,83.33,0.2282776236,-0.375482015243296
Australia,1999,77.6453950852,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,84.1637095652,109.9419754409,1217,38.9587761675,46.4684358955,34.51,39.19,86.92,0.2755751346,-0.729066191190521
Australia,2.00E+03,77.1846083019,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,87.6885437216,89.733482008,1333,40.855914076,57.195960722,34.05,41.75,88.84,0.2915815748,-0.508590961640543
Australia,2001,76.5523949991,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,88.5292787115,99.0052594727,1334,44.0666419278,64.1297026032,34.21,39.67,87.34,0.3693634532,0.327493803544242
Australia,2002,79.1746432299,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,91.4859522996,96.3133527793,1355,41.2807533001,76.5472115595,36.17,40.88,88.04,0.3782912804,1.12866971243429
Australia,2003,92.1280588903,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,99.3228172393,125.4205067859,1405,39.9246744271,72.015080909,35.83,41,85.92,0.3770839805,0.442089675124108
Australia,2004,55.9190046388,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,102.8340919955,126.5881406009,1514,36.6897505158,70.1855207212,35.34,41.5,87.67,0.3270298404,2.03592640046581
Australia,2005,59.6806788962,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,108.7382223373,115.891673419,1643,38.8264551469,76.2012819614,36.17,40.25,88.34,0.3145833333,2.19550114460199
Australia,2006,59.8260665351,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,113.7297363584,146.5888291121,1751,40.9792900653,78.3809354271,35.92,41.63,86.97,0.2988256841,2.30486121414367
Australia,2007,47.4152257126,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,120.6872337335,152.0694352284,1913,41.36807548,105.7724510378,35.54,41.59,86.5,0.2545234084,1.57424076913519
Australia,2008,41.9852703581,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,121.7980862554,64.8013827957,1924,42.0872253266,122.7911773375,33.37,40.41,87.17,0.3139335116,1.62272261511741
Australia,2009,48.0746347329,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,122.717685499,136.1035882082,1882,44.9176513563,66.683166003,30.97,36.88,87.8,0.3693752353,2.52073737853697
Australia,2010,42.1287004574,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,125.8538143772,127.2657389489,1913,39.8385212268,77.7823777847,32.96,38.01,86.09,0.3407732995,3.09204230118688
Australia,2011,44.8120330012,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,122.870864411,86.1660025696,1983,41.2245948433,94.1825035534,33.58,38,82.13,0.3241833182,1.76430954023503
Australia,2012,55.9447467404,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,121.9111427685,90.162458926,1959,42.6449363529,65.3026710517,34.13,39.62,81.92,0.3760341052,2.36895515478271
Australia,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
Australia,2014,,0.20,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
Australia,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
Australia,2016,,0.43,15.83,-0.2060358,0.40,45.6732900276397,0,0,,,,,,,,,,,
Australia,2017,,0.33,11.09,-0.0388482,1.00,48.565130757136,0,0,,,,,,,,,,,
Australia,2018,,0.37,16.64,-0.2820873,1.83,,0,0,,,,,,,,,,,
Austria,1986,69.4672093513,0.86,NA,1.20774,6.81,NA,0,0,1.39,76.3311920825,6.7373811207,74,64.1420867949,17.9617419104,39.47,39,84.58,0.3545534925,-2.30679124043618
Austria,1987,93.804467009,1.41,NA,0.0861263,6.66,NA,0,0,1.36,78.6410448545,6.408915388,75,62.978890927,17.4302276953,38.88,39,86.75,0.3427991886,-2.33959517945304
Austria,1988,91.6426237771,1.31,NA,-0.246703,7.57,NA,0,0,1.19,82.2876480121,7.5405630953,80,66.6949448621,19.8363561681,39.17,37.54,85.87,0.4139755519,-2.06026530716176
Austria,1989,77.3269502196,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,85.7092882566,18.2720350932,87,70.6786350073,108.0247541994,39.42,38.17,86.75,0.3030448718,-1.65945039665839
Austria,1990,100,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,89.1436805632,15.8493154902,99,71.630713173,219.118152718,39.84,37.61,86.16,0.2049098907,-3.07146584149634
Austria,1991,96.9383755423,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,89.9406676574,13.9765415942,103,70.1875540977,31.7179420516,40.29,37.5,87.5,0.2284918147,-2.74514448243883
Austria,1992,60.0323351355,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,90.4524422647,10.1484426939,112,67.7643079678,24.0892773055,40.5,38.5,89.75,0.3804415102,-2.56713492152827
Austria,1993,91.9839339707,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,91.3758444324,13.8152845906,111,63.3909126856,25.1014363061,40.22,36.57,88.01,0.3737968414,-1.94688274917913
Austria,1994,96.4715080633,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,89.9528769134,14.1937897407,111,66.1178130684,30.4407356478,40.62,29.81,82.84,0.3780487805,-1.7455178938346
Austria,1995,100,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,91.9333731556,12.7329463224,109,68.3920439678,42.4622452506,39.41,29,80.08,0.3742735043,-1.27974777651688
Austria,1996,100,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,94.8423823391,13.4819757787,106,70.2065828359,32.3939513577,40.12,33.55,84.58,0.4119505133,-0.964285050721257
Austria,1997,54.0110318857,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,100.182861783,17.3414936577,101,74.9929690285,32.7853349506,41.29,37.81,86.71,0.4478990013,-0.288367684736764
Austria,1998,73.5928158293,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,NA,1.1944766114,96,77.0878033444,694.4284626449,43.12,40.5,86.75,0.4692616911,-0.036091184995556
Austria,1999,87.6337812622,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,NA,15.2372408475,97,78.3792689676,35.7726066266,42.09,39.5,85.58,0.5206183687,0.471442726157364
Austria,2.00E+03,91.283881545,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,NA,15.2402810089,97,85.4737834816,32.2889225468,41.3,40.5,82.59,0.4538683935,1.02000433816316
Austria,2001,84.3396673002,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,89.8883899293,12.7970985732,99,87.6386079,29.0175703797,42.8,40.3,88.71,0.4239227418,1.27445073801775
Austria,2002,84.1550550079,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,88.6907315295,15.7665502096,109,86.9599494306,19.3795485335,43.17,39.54,89.46,0.4286575889,1.19475273280452
Austria,2003,95.1246260775,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,88.1344929158,21.6792457274,104,86.4920631987,21.2938752655,42.09,39.84,90.38,0.4429429429,1.32431553968148
Austria,2004,44.9775876595,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,88.0722893462,29.2726866953,100,90.9343499361,29.5383820707,42.62,40.71,88.59,0.3537767035,1.12106749059355
Austria,2005,47.7106558149,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,94.7214380502,40.1245436785,92,94.1620079108,34.3189192173,42.29,41,85.92,0.2356043956,1.65580590259918
Austria,2006,29.4315408114,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,94.9147772049,57.6622513307,96,98.2302554057,43.0409641402,41.29,41.34,85.38,0.2117435897,2.82908264177941
Austria,2007,21.4690162958,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,93.4566629399,61.1833130152,102,100.8188331156,54.6145524611,36.09,43.34,86.75,0.1531165312,3.00747152680903
Austria,2008,25.3044837468,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,96.4140800826,17.8406556063,101,102.1250511124,128.6392873388,36.55,43.17,87.34,0.1878617566,2.58428761144299
Austria,2009,26.3414620064,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,98.3733230799,28.6915775282,97,86.8070420474,45.1538696941,37.47,37.77,89.5399999999999,0.2268715829,2.56826906123688
Austria,2010,11.8568633717,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,98.9527454158,32.2983411893,89,98.68308627,38.7509723724,37.92,36.99,88.88,0.2001915709,3.87593056271709
Austria,2011,12.8279435047,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,96.5274696961,19.8746141126,88,104.8239012711,45.4885520641,38.37,39.08,87.5,0.17861844,4.05939994061195
Austria,2012,11.4642744154,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,94.6802088416,26.0243877806,84,105.0000069375,22.2937267616,36.39,36.88,83.3,0.2114041019,2.46745273200102
Austria,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
Austria,2014,,0.20,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
Austria,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
Austria,2016,,0.43,15.83,-0.2060358,0.40,45.6732900276397,0,0,,,,,,,,,,,
Austria,2017,,0.33,11.09,-0.0388482,1.00,48.565130757136,0,0,,,,,,,,,,,
Austria,2018,,0.37,16.64,-0.2820873,1.83,,0,0,,,,,,,,,,,
Bahrain,1986,NA,0.86,NA,1.20774,6.81,NA,0,0,1.39,49.3238651215,NA,NA,183.5235688769,NA,26.91,29,50,NA,-1.43956348270098
Bahrain,1987,NA,1.41,NA,0.0861263,6.66,NA,0,0,1.36,39.0477527872,NA,NA,189.767930827,NA,27.34,29.92,50,NA,-1.36280231977722
Bahrain,1988,NA,1.31,NA,-0.246703,7.57,NA,0,0,1.19,35.3160692479,NA,NA,172.8324114647,NA,26.67,28.05,50.18,NA,-1.23029011103406
Bahrain,1989,NA,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,33.205066428,NA,NA,186.2738211606,NA,25.21,26.67,51,NA,-1.01293816265103
Bahrain,1990,NA,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,29.8424295775,NA,NA,210.1609657948,NA,25,26.11,50.17,NA,-1.81800019309861
Bahrain,1991,NA,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,35.2653108256,NA,NA,180.6418102207,NA,26.29,25.9,52.99,NA,-1.49870626883187
Bahrain,1992,NA,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,37.8638602777,NA,NA,181.1240371697,NA,30.37,29.5,66.5,NA,-1.31127238632461
Bahrain,1993,NA,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,41.8605840536,NA,NA,164.6038971002,NA,30.79,29.21,73.25,NA,-0.926049334567673
Bahrain,1994,NA,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,43.7087969949,NA,NA,155.1781716262,NA,30.13,29.13,74,NA,-0.720668170996469
Bahrain,1995,NA,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,43.0935729332,NA,35,152.4643153798,NA,29.91,29,70.33,NA,-0.725834697886148
Bahrain,1996,NA,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,41.6118224126,77.21397887,35,164.1154192614,3.7504059225,38.47,29,64.91,NA,-0.602789705074685
Bahrain,1997,NA,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,45.0006264399,123.372976862,38,148.5820781392,6.1213807895,40.3,34.01,63.75,NA,-0.370968916161757
Bahrain,1998,NA,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,50.0709646897,109.4675704271,38,128.489101544,8.5148532403,43.42,41.08,63,NA,-0.281934652199176
Bahrain,1999,NA,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,52.3197450219,108.1230748392,37,141.8316988083,6.221538685,42.67,35.84,62.58,NA,-0.139071935811712
Bahrain,2.00E+03,100,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,40.5117539843,73.0929939169,36,135.8090157654,3.705118238,42.5,37,64,NA,0.153447388530969
Bahrain,2001,100,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,41.8156260073,73.5221399858,36,127.0261119666,2.9017349799,43.83,37.5,71.5,NA,0.503017498826543
Bahrain,2002,100,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,44.3596184908,NA,11,130.607523233,NA,44,38.21,77.38,NA,0.845209999781598
Bahrain,2003,99.7652636341,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,42.1254546354,86.9250082328,38,128.0914867971,2.7707055,44,38.5,77.67,NA,1.03877090809284
Bahrain,2004,100,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,43.9428956356,102.9709375702,38,140.7372331881,2.3014803354,44,38.5,76.46,0.8735005453,1.14107272412952
Bahrain,2005,100,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,43.6843414467,108.7426702854,40,148.313492997,4.0443264025,43.5,42,74.55,0.7636752137,1.12341334192505
Bahrain,2006,100,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,44.8770462352,114.1439031892,43,147.1018554449,6.5386540065,43.5,46.51,73.87,0.8451282051,1.20657894068782
Bahrain,2007,100,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,53.1180542636,124.658766682,44,137.7850505723,3.8567133103,43.5,48,73.42,0.8380587484,1.54647217518861
Bahrain,2008,100,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,64.2134455468,77.5833103176,45,145.882662049,10.4455980368,42.25,49.25,72.75,0.7916030534,1.95082913285442
Bahrain,2009,100,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,71.4372673126,70.8975297892,44,117.9637254095,2.8671869187,41.72,42.67,72,0.8790708812,1.8858808235714
Bahrain,2010,100,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,67.6972628796,78.0131387571,44,120.4723945227,1.4335187961,41.71,43,72.21,0.9042145594,2.16589106220552
Bahrain,2011,100,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,68.6441914769,56.8978145067,44,171.8841214244,0.9411119383,40.5,43.5,69.13,0.928959276,2.26033577358654
Bahrain,2012,96.6885028751,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,69.1435718153,NA,43,185.8889751889,NA,38.63,40.13,66.96,0.9321613703,2.57981825803405
Bahrain,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
Bahrain,2014,,0.20,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
Bahrain,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
Bahrain,2016,,0.43,15.83,-0.2060358,0.40,45.6732900276397,0,0,,,,,,,,,,,
Bahrain,2017,,0.33,11.09,-0.0388482,1.00,48.565130757136,0,0,,,,,,,,,,,
Bahrain,2018,,0.37,16.64,-0.2820873,1.83,,0,0,,,,,,,,,,,
Bangladesh,1986,NA,0.86,NA,1.20774,6.81,NA,0,0,1.39,12.7433135187,NA,NA,17.0187425083,NA,26.26,23.67,35.33,NA,-1.57618347662277
Bangladesh,1987,NA,1.41,NA,0.0861263,6.66,NA,0,0,1.36,13.2145308461,NA,NA,16.6877976313,NA,23.67,23.67,34.5,NA,-1.53544444244215
Bangladesh,1988,NA,1.31,NA,-0.246703,7.57,NA,0,0,1.19,14.4149337064,NA,NA,17.67806431,NA,21.34,20.03,31.16,NA,-1.45410980917618
Bangladesh,1989,NA,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,15.9700311616,NA,NA,18.3251740191,NA,22.88,16.56,28.59,NA,-1.37365708759884
Bangladesh,1990,98.6672389625,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,16.074099153,NA,NA,18.9665020125,NA,22.87,17.12,29.25,NA,-2.30179085557329
Bangladesh,1991,98.7772652761,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,15.9199092839,NA,NA,18.8898268851,NA,23.42,19.12,32.75,NA,-1.36371108005751
Bangladesh,1992,88.3066286573,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,14.545543403,NA,NA,19.9340055025,NA,27.38,25.01,40.16,NA,-1.20943570678308
Bangladesh,1993,100,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,15.2943169244,1.3993026667,143,23.1215830699,3.1889678949,29.26,24.59,54.16,NA,-1.04721121757738
Bangladesh,1994,99.2230749632,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,16.2711918311,3.0202558657,157,22.8658645546,10.5598588097,32.25,24.17,57.84,NA,-0.901467492157692
Bangladesh,1995,100,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,20.8817607373,5.0770500568,231,28.2094960764,7.7903873908,32.66,24.75,54.33,NA,-0.754256521236852
Bangladesh,1996,100,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,18.9119975739,15.895243822,302,26.0760877234,11.555088322,30.76,25.09,56.84,NA,-0.60227290288308
Bangladesh,1997,97.5744495298,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,19.9866312756,5.7422525041,341,26.3255133901,20.5446321892,32.63,30.17,63.18,NA,-0.456020931489331
Bangladesh,1998,97.9513144094,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,20.4966379485,4.060333874,355,27.8800634028,49.7058446742,36.63,31.04,61.67,NA,-0.456581550274754
Bangladesh,1999,99.9782627135,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,20.9872341323,3.0457824119,348,28.3879405571,62.0130764157,37.43,33.63,57.5,NA,-0.23388012825175
Bangladesh,2.00E+03,100,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,21.7793890133,4.1075299531,364,29.3217143619,42.6757839229,35.88,33.5,54.99,NA,-0.037872288595769
Bangladesh,2001,99.1618273327,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,24.1795927054,1.8119589342,163,32.098017073,26.689154656,35.67,33.71,54.38,NA,0.172487595487268
Bangladesh,2002,100,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,26.2081249737,27.2129921497,NA,28.9673807212,0,35.21,34.37,51.6,NA,0.352175360434403
