Country,Year,LHS_div_eq,TED,VIX,SENT,FEDFUNDS,INTERNET,ERM,Euro,US_bond_spread,Credit_to_GDP,Market_cap_to_GDP,Num_public_firms,Trade_to_GDP,Turnover_Domest_Total,Agg_Fin_Risk,Agg_Econ_Risk,Agg_Pol_Risk,Life_Exp,Internet_Usage,Equity_Liq,Dev_PC1
Greece,2002,74.302470573,0.19,27.29,-0.58,1.67,10.4589434184,0,0,1.32,53.341596441,43.5942580479,313,50.3489962576,30.4928643069,33.46,38.96,76.63,78.64146341,14.67,0.3183395142,NA
Greece,2003,80.0034794106,0.21,21.98,-0.56,1.13,12.1399683529,0,0,1.18,57.1532685799,52.8136958638,339,48.1900537176,31.7670425258,35.55,37.72,77.95,78.84146341,17.8,0.4130058114,NA
Greece,2004,63.7196157102,0.25,15.48,0.02,1.35,14.0327318252,0,0,0.9,62.2912458866,52.0709185896,319,49.8984415954,31.8523082141,35.5,37.29,76.96,79.03902439,21.42,0.336939673,NA
Greece,2005,68.9817201292,0.41,12.81,-0.02,3.21,15.6291589559,0,0,0.66,72.0052877845,58.5676736933,302,50.9008641206,33.8764190425,34.34,36.29,77.25,79.23902439,24,0.3090126292,NA
Greece,2006,41.1203551132,0.47,12.81,0.11,4.96,17.411462466,0,0,0.95,76.2773358206,73.4295703486,288,52.8502386407,43.1226047111,34.79,36.59,76.96,79.43902439,32.25,0.2994554656,NA
Greece,2007,32.1678820408,0.94,17.54,0.03,5.02,20.3581214237,0,0,0.94,84.5404260225,83.1907492331,289,57.5243742224,45.8647810646,33.71,36.46,76.8,79.43902439,35.88,0.2939750268,NA
Greece,2008,34.0200310909,1.55,32.69,-0.21,1.93,23.0514567079,0,0,1.21,89.289909442,25.4471014429,289,59.3297157211,90.6889356984,32.67,35.71,74.59,79.93902439,38.2,0.3103053435,NA
Greece,2009,49.4684700992,0.54,31.48,-0.02,0.16,25.5958603885,0,1,3.09,88.0180690963,34.1310042235,285,47.7438465419,52.6608063044,33.43,31.13,73,80.18780488,42.4,0.3127157543,NA
Greece,2010,49.5676149648,0.21,22.55,-0.12,0.18,29.0941327557,0,1,0.99,111.5959761903,22.5768519718,277,52.8290979327,60.1348318198,30.08,27.16,69.67,80.38780488,44.4,0.3582007818,NA
Greece,2011,62.0256537868,0.28,24.2,NA,0.1,31.7488501299,0,0,1.05,117.1551551196,11.7370207163,269,57.8446200447,68.0275758025,29.79,26.5,67.45,80.73170732,51.64999517,0.3975740107,NA
Greece,2012,74.9089721307,0.34,17.8,NA,0.14,35.2826985799,0,0,1.38,116.8145580564,18.2669549499,262,61.8177666441,33.5976807486,30.13,26.92,66.78999999999999,80.63414634,55.06999344,0.3828623629,NA
Hong Kong,1986,99.6995462837,0.86,NA,0.44,6.81,0,0,0,1.39,NA,131.0846550007,248,200.3073083223,28.4463736473,14,34.01,71.75,76.68536585,NA,0.3103448276,-1.7699788307292057
Hong Kong,1987,88.9903208508,1.41,NA,0.06,6.66,0,0,0,1.36,NA,106.8174103088,264,215.1272893077,83.9744519149,14,34.86,73.91,76.88292683,NA,0.2391044061,-1.742342662018142
Hong Kong,1988,66.3470953675,1.31,NA,0.06,7.57,0,0,0,1.19,NA,124.6201213193,282,231.3403822553,31.4789891979,14.42,30.83,71.09,77.08292683,NA,0.2916384945,-1.5538638097730662
Hong Kong,1989,94.9842270677,1.18,NA,-0.3,9.22,0,0,0,1.03,NA,112.7562491764,284,225.1955986119,44.5847145327,15.54,27.04,65.5,77.02926829,NA,0.2640468227,-0.7774120573979811
Hong Kong,1990,99.6665213752,0.79,23.06,-0.59,8.1,0.0495818521,0,0,0.95,160.5382340769,108.3942839331,284,226.000240298,41.4743768938,16,15.54,54.17,77.3804878,0,0.3002298851,-1.3972170307031992
Hong Kong,1991,97.7133854675,0.61,18.37,-0.25,5.69,0.3316229736,0,0,1.41,137.2553784555,137.0069924015,333,231.8651339533,31.6091036413,16.5,22.16,56.24,77.88292683,0.120955444,0.3461871215,-1.2866973883867012
Hong Kong,1992,91.5651852767,0.4,15.45,0.01,3.52,0.2779049818,1,0,0.93,129.5210189189,164.936934583,386,240.132816275,45.6163818041,17.71,29.79,66.42,77.67804878,0.849527883,0.3017330307,-1.3130008322409352
Hong Kong,1993,98.5334981451,0.31,12.69,-0.12,3.02,0.2533874585,0,0,0.76,134.9088624182,319.925309024,450,233.9691302994,34.3115416226,17.5,30.25,66.99,78.03170732,1.334568031,0.2856147684,-1.227511442022787
Hong Kong,1994,98.1038243884,0.5,13.93,-0.06,4.2,0.4496351664,0,0,0.73,143.5186402569,198.4417367758,502,237.4279970656,46.6575312487,17.5,30.71,71,78.52926829,2.784198266,0.2603550296,-1.083456308025885
Hong Kong,1995,100,0.55,12.39,-0.01,5.84,0.782955693,0,0,0.62,149.4122462257,209.9544868414,518,256.8982650674,31.4742305435,39.94,28.33,72.5,78.68292683,3.218635643,0.2934950955,-1.011961040661823
Hong Kong,1996,99.348454654,0.51,16.44,0.45,5.3,1.331586128,0,0,0.66,156.6678890408,281.2587970714,561,244.8537643862,37.0073360915,41,30.23,77.76,79.62682927,4.748838672,0.2861804374,-1.217134983708151
Hong Kong,1997,63.2852759703,0.68,22.36,0.2,5.46,2.0361346016,0,0,0.67,169.2800071081,233.0510789674,638,233.440294578,109.6079773817,41.46,35.97,79.79,80.12682927,10.51875705,0.2510028241,-0.4633833076907692
Hong Kong,1998,70.2372934451,0.79,25.6,-0.04,5.35,3.1207351548,0,0,0.58,166.8047067674,203.4308337914,665,221.1332845084,59.9435020635,43.54,37.96,75.25,80.13170732,14.54597958,0.2834567901,-0.31182962946021164
Hong Kong,1999,75.9005239314,0.77,24.37,0.38,4.97,4.5950012944,0,0,1.05,152.7926522576,366.8736065064,688,220.2723131453,37.4357452575,44,37.44,70,80.38292683,21.23068197,0.2899544505,-0.05855291442305108
Hong Kong,2000,67.4655842096,0.71,23.32,1.79,6.24,6.6909073337,0,0,0.55,150.3513642233,363.1411469515,779,247.6540204456,59.8327578153,44,44.01,70.5,80.87804878,27.82776068,0.254840211,0.248995398177493
Hong Kong,2001,68.6886145131,0.38,25.75,0.85,3.89,8.0108140021,0,0,0.78,148.9766312781,298.7386282849,857,240.8489776269,47.0665986238,44.54,45.29,76.96000000000001,81.42439024,38.67140323,0.353590935,0.7106141426430603
Hong Kong,2002,87.1686281313,0.19,27.29,-0.58,1.67,10.4589434184,0,0,1.32,145.707823001,278.3631300936,968,255.9964573693,38.6428611967,44.5,44.88,79.55,81.47804878,43.08238303,0.3659929295,1.0009359220321112
Hong Kong,2003,89.5733933201,0.21,21.98,-0.56,1.13,12.1399683529,0,0,1.18,146.2314643713,442.7917180769,1027,292.4546559197,38.1823357015,44.25,44.09,76.63,81.32926829,52.20004335,0.371588694,1.0760761304235866
Hong Kong,2004,71.4606784667,0.25,15.48,0.02,1.35,14.0327318252,0,0,0.9,144.7619641307,509.4406253363,1086,326.8410545891,46.8653845252,43.88,45.01,78.26,81.7804878,56.39988039,0.3603790221,1.2085794501108544
Hong Kong,2005,83.2289130501,0.41,12.81,-0.02,3.21,15.6291589559,0,0,0.66,143.1276998141,581.0424864255,1126,342.6892095247,39.9236845006,42.76,45.55,79.96,81.5804878,56.9,0.3649302836,1.1009968376588843
Hong Kong,2006,71.7507543731,0.47,12.81,0.11,4.96,17.411462466,0,0,0.95,136.8003204175,886.1146768353,1165,359.2086611842,44.0563175702,42,46.84,81.54,82.37560976,60.8,0.3115384615,1.3922897701682033
Hong Kong,2007,60.8206751074,0.94,17.54,0.03,5.02,20.3581214237,0,0,0.94,136.6797428572,1254.4653147094,1232,362.1494636397,75.9421015559,41.29,47.59,82.21000000000001,82.32682927,64.8,0.2307788107,1.614132181949186
Hong Kong,2008,63.239418695,1.55,32.69,-0.21,1.93,23.0514567079,0,0,1.21,140.285752688,605.9697275702,1251,376.6568061719,118.0200189428,40.79,45.88,83.09,82.37560976,66.7,0.2709280553,1.759494673371088
Hong Kong,2009,65.7609454193,0.54,31.48,-0.02,0.16,25.5958603885,0,1,3.09,155.4261611154,1076.935957894,1308,348.3975543093,61.3094626445,41.04,38.05,81.63,82.77560976,69.4,0.2090989177,1.9603570047067445
Hong Kong,2010,69.2714911938,0.21,22.55,-0.12,0.18,29.0941327557,0,1,0.99,185.5819126717,1185.8570081647,1396,404.7705609087,54.86610643,41.58,40.93,81.67,82.97804878,72,0.195471909,2.188799914408041
Hong Kong,2011,78.5181671455,0.28,24.2,NA,0.1,31.7488501299,0,0,1.05,202.2927455116,908.616284735,1472,421.8547065544,63.637365352,42,47.41,80.37,83.42195122,72.2,0.1987707515,2.3919681465544542
Hong Kong,2012,78.6088409655,0.34,17.8,NA,0.14,35.2826985799,0,0,1.38,198.5315050767,1078.3047947312,1459,430.5685304157,38.0207681654,41.67,43.16,78.93,83.4804878,72.9,0.2536482542,2.5173290658297134
Hungary,1986,NA,0.86,NA,0.44,6.81,0,0,0,1.39,NA,NA,NA,NA,NA,30.33,28.5,74.91,69.17341463,NA,NA,NA
Hungary,1987,NA,1.41,NA,0.06,6.66,0,0,0,1.36,NA,NA,NA,NA,NA,27,27.77,72.25,69.65121951,NA,NA,NA
Hungary,1988,NA,1.31,NA,0.06,7.57,0,0,0,1.19,NA,NA,NA,NA,NA,26.62,25.01,71.34,70.02341463,NA,NA,NA
Hungary,1989,NA,1.18,NA,-0.3,9.22,0,0,0,1.03,NA,NA,NA,NA,NA,26.62,27.78,72.75,69.46170732,NA,NA,NA
Hungary,1990,NA,0.79,23.06,-0.59,8.1,0.0495818521,0,0,0.95,NA,NA,6,NA,NA,27.25,23.88,72,69.31560976,0,NA,NA
Hungary,1991,99.8762766235,0.61,18.37,-0.25,5.69,0.3316229736,0,0,1.41,37.7888511734,NA,20,58.4353881254,NA,27.55,18.35,70.01,69.37707317,0.00338263,NA,NA
Hungary,1992,87.0275375412,0.4,15.45,0.01,3.52,0.2779049818,1,0,0.93,32.2409070384,NA,23,55.5120461338,NA,30.21,19.78,72.16,69.11707317,0.048353421,0.5852417303,NA
Hungary,1993,98.1650603599,0.31,12.69,-0.12,3.02,0.2533874585,0,0,0.76,27.4118516757,NA,28,53.625718746,NA,32.83,23.09,73.83,69.10121951,0.193414395,0.4923371648,NA
Hungary,1994,96.1301517273,0.5,13.93,-0.06,4.2,0.4496351664,0,0,0.73,25.5780642561,NA,40,56.5293692502,NA,31.21,21.75,75.42,69.4697561,0.483580975,0.3146153846,NA
Hungary,1995,98.7744266373,0.55,12.39,-0.01,5.84,0.782955693,0,0,0.62,21.7710927287,NA,42,78.4848006288,NA,29.92,22.99,77.96,69.79170732,0.677486054,0.4495192308,NA
Hungary,1996,100,0.51,16.44,0.45,5.3,1.331586128,0,0,0.66,21.4158058013,NA,44,83.4040409927,NA,35.09,27.91,80.25,70.32878049,0.969239536,0.2524173028,NA
Hungary,1997,66.1761379075,0.68,22.36,0.2,5.46,2.0361346016,0,0,0.67,23.5756241272,NA,47,94.9757647929,NA,34.42,30.22,83.21,70.70243902,1.942449872,0.2580376478,NA
Hungary,1998,66.1500172806,0.79,25.6,-0.04,5.35,3.1207351548,0,0,0.58,23.3985556032,NA,53,107.4496910998,NA,35.71,32.84,86.17,70.55780488,3.894643278,0.2327231446,NA
Hungary,1999,75.4388776567,0.77,24.37,0.38,4.97,4.5950012944,0,0,1.05,25.5095071132,NA,64,113.9480050679,NA,35.71,32.9,83.17,70.67707317,5.857840749,0.256585249,NA
Hungary,2000,68.2773525885,0.71,23.32,1.79,6.24,6.6909073337,0,0,0.55,31.8907581833,NA,58,137.2838902676,NA,34.42,34.96,78.68,71.24634146,6.999676351,0.22099792100000001,NA
Hungary,2001,59.6670958507,0.38,25.75,0.85,3.89,8.0108140021,0,0,0.78,32.6753257927,NA,55,131.0011374568,NA,37.33,35.79,77.68,72.24878049,14.5285543,0.3663209046,NA
Hungary,2002,83.1182893405,0.19,27.29,-0.58,1.67,10.4589434184,0,0,1.32,34.3825296287,19.2253299019,48,118.2230413597,51.1377424381,37.92,35.75,80.03999999999999,72.34878049,16.67,0.3547499754,NA
Hungary,2003,98.3412787482,0.21,21.98,-0.56,1.13,12.1399683529,0,0,1.18,36.5701929413,19.5918340143,50,116.8041438464,53.1875284689,35.12,35.01,83.58,72.3,21.63,0.3710727969,NA
Hungary,2004,71.2206408612,0.25,15.48,0.02,1.35,14.0327318252,0,0,0.9,39.0696068032,27.5789384446,47,123.4241422628,49.8974223587,35.88,34.59,81.05,72.64878049,27.74,0.3445610687,NA
Hungary,2005,78.6593310358,0.41,12.81,-0.02,3.21,15.6291589559,0,0,0.66,43.4501558066,28.9332515047,44,127.8585294819,68.0387540763,35.12,34.76,80,72.64878049,38.97,0.3060897436,NA
Hungary,2006,52.4522450838,0.47,12.81,0.11,4.96,17.411462466,0,0,0.95,47.6098508087,36.5279233013,41,149.6942287387,73.8928504913,35.08,35.17,79.33,73.09756098,47.06,0.3093555094,NA
Hungary,2007,44.3270654871,0.94,17.54,0.03,5.02,20.3581214237,0,0,0.94,53.55158464,33.1869460284,39,155.9277053002,102.3611973687,34.87,33.68,77.5,73.15121951,53.3,0.2770327799,NA
Hungary,2008,40.9257128622,1.55,32.69,-0.21,1.93,23.0514567079,0,0,1.21,59.7140130485,11.7396503668,40,158.9195396491,149.2724504899,34.08,34.67,75.64,73.70243902,61,0.3119168787,NA
Hungary,2009,48.2221781318,0.54,31.48,-0.02,0.16,25.5958603885,0,1,3.09,60.2909665027,23.1112581591,42,145.4816504377,90.5757403544,30.67,31.25,74.79,73.90487805,62,0.3394837669,NA
Hungary,2010,28.8293176905,0.21,22.55,-0.12,0.18,29.0941327557,0,1,0.99,61.0818311372,21.2723307223,48,159.1635758827,95.517786838,32.21,31.67,76.05,74.20731707,65,0.3440799925,NA
Hungary,2011,32.5384211102,0.28,24.2,NA,0.1,31.7488501299,0,0,1.05,59.1233846059,13.4004973116,52,168.2130531669,83.3747137507,33.08,35.92,76.33,74.85853659,68.01998789,0.3773855311,NA
Hungary,2012,35.0082019558,0.34,17.8,NA,0.14,35.2826985799,0,0,1.38,50.871697783,16.3053683075,51,166.82458077,52.8095613815,30.3,35.16,72.17,75.06341463,70.57999815,0.3991354104,NA
Iceland,1986,NA,0.86,NA,0.44,6.81,0,0,0,1.39,32.7701490194,NA,NA,71.6993841268,NA,33.12,26.83,88.92,77.99073171,NA,NA,-1.8898554741870885
Iceland,1987,NA,1.41,NA,0.06,6.66,0,0,0,1.36,35.1879296267,NA,NA,68.063516335,NA,35.92,29.58,88.5,77.33902439,NA,NA,-1.3139106624433379
Iceland,1988,NA,1.31,NA,0.06,7.57,0,0,0,1.19,39.2357920623,NA,NA,62.992677088,NA,35.26,27.83,87.33,77.08292683,NA,NA,-1.7696961997264284
Iceland,1989,NA,1.18,NA,-0.3,9.22,0,0,0,1.03,45.4640653306,NA,NA,63.3760555971,NA,33.67,25.37,83.25,78.14097561,NA,NA,-1.4587654583161553
Iceland,1990,NA,0.79,23.06,-0.59,8.1,0.0495818521,0,0,0.95,41.5139611009,NA,NA,64.5288840317,NA,34.04,24.3,82.33,78.03634146,0,NA,-2.5553160570971265
Iceland,1991,NA,0.61,18.37,-0.25,5.69,0.3316229736,0,0,1.41,42.719450734,NA,NA,62.432538477,NA,33.67,24.67,81.67,77.99195122,0.505129002,NA,-2.4361571877872623
Iceland,1992,NA,0.4,15.45,0.01,3.52,0.2779049818,1,0,0.93,45.776912599,NA,NA,59.3429764292,NA,33.5,24.67,81,78.7602439,1.53916008,NA,-1.987056236491
Iceland,1993,97.5866790324,0.31,12.69,-0.12,3.02,0.2533874585,0,0,0.76,45.7670041773,NA,17,61.0097846564,NA,33.67,23.47,79.92,78.93463415,2.667825265,NA,-1.8158409555551693
Iceland,1994,99.1672394183,0.5,13.93,-0.06,4.2,0.4496351664,0,0,0.73,43.6505352351,NA,24,64.9190591865,NA,34.75,22.33,79.17,79.24707317,6.794811784,NA,-1.7209706286473048
Iceland,1995,98.3440749875,0.55,12.39,-0.01,5.84,0.782955693,0,0,0.62,45.0698188952,NA,27,65.9555627125,NA,34.88,26,79.91,77.98439024,11.2158757,NA,-2.049500668831679
Iceland,1996,100,0.51,16.44,0.45,5.3,1.331586128,0,0,0.66,47.5480237472,NA,26,70.3784032053,NA,34.21,31.81,84.84,78.77780488,14.80647932,NA,-1.6897890183535051
Iceland,1997,100,0.68,22.36,0.2,5.46,2.0361346016,0,0,0.67,64.8024389248,NA,41,70.3623110372,NA,35.17,36.43,87.84,78.88536585,27.47886875,NA,-0.6154292725365277
Iceland,1998,100,0.79,25.6,-0.04,5.35,3.1207351548,0,0,0.58,62.6341747948,NA,67,72.1868400513,NA,37.67,42.58,89,79.60243902,36.2642065,NA,-0.10239147437303484
Iceland,1999,98.126961037,0.77,24.37,0.38,4.97,4.5950012944,0,0,1.05,71.3703051982,NA,64,69.825540629,NA,36.01,41.55,87.83,79.35121951,41.29456671,NA,0.5501273578919409
Iceland,2000,95.3119525926,0.71,23.32,1.79,6.24,6.6909073337,0,0,0.55,94.3616972311,NA,64,71.7744079738,NA,34.33,37.58,88.33,79.65365854,44.47053382,NA,0.9529780135398177
Iceland,2001,99.7200659233,0.38,25.75,0.85,3.89,8.0108140021,0,0,0.78,96.1370867711,NA,62,75.5299712208,NA,29.8,35.71,91.5,80.6902439,49.39299537,NA,1.317583548179641
Iceland,2002,99.6015797291,0.19,27.29,-0.58,1.67,10.4589434184,0,0,1.32,101.8536694713,NA,64,70.2636806186,NA,30.79,35.71,91.5,80.50243902,79.12,0.2969348659,1.6369903256620066
Iceland,2003,100,0.21,21.98,-0.56,1.13,12.1399683529,0,0,1.18,126.5317181952,NA,48,68.9510739513,NA,30.96,37.75,90.58,80.96341463,83.14,0.3095785441,1.9512661928261243
Iceland,2004,91.6239044554,0.25,15.48,0.02,1.35,14.0327318252,0,0,0.9,159.2024866223,NA,34,70.7596435652,NA,32.84,40.67,89.92,80.99756098,83.88,0.220610687,2.1075779238269265
Iceland,2005,79.154793512,0.41,12.81,-0.02,3.21,15.6291589559,0,0,0.66,241.8833454936,NA,NA,73.123194396,NA,34.67,43,91,81.50243902,87,0.2447115385,2.1528455255308407
Iceland,2006,90.775581195,0.47,12.81,0.11,4.96,17.411462466,0,0,0.95,312.1178551453,NA,NA,79.4301455988,NA,33.58,43,90.09,81.15853659,89.51,0.1888888889,2.2478772262650524
Iceland,2007,46.8131677269,0.94,17.54,0.03,5.02,20.3581214237,0,0,0.94,250.7493014105,NA,NA,75.8957869641,NA,28.12,33.41,90.67,81.45365854,90.6,0.2138496326,2.7272923818532733
Iceland,2008,95.5793910848,1.55,32.69,-0.21,1.93,23.0514567079,0,0,1.21,197.5694553062,NA,NA,84.6712783141,NA,25.66,34.75,88.84,81.6097561,91,0.2290076336,2.669641144805316
Iceland,2009,74.6865934531,0.54,31.48,-0.02,0.16,25.5958603885,0,1,3.09,176.1658563678,NA,NA,90.3801895017,NA,20.42,19.88,82.75,81.75121951,93,0.5450191571,2.6804776780125965
Iceland,2010,71.4672193731,0.21,22.55,-0.12,0.18,29.0941327557,0,1,0.99,165.5601072662,NA,NA,97.135456365,NA,27.17,27.75,82.59,81.89756098,93.39,0.591954023,2.495432593472118
Iceland,2011,67.3167036398,0.28,24.2,NA,0.1,31.7488501299,0,0,1.05,141.471075572,NA,NA,105.1765853601,NA,27.88,27.5,83.47,82.35853659,94.8196868,0.4653846154,2.705152581111629
Iceland,2012,71.4896087892,0.34,17.8,NA,0.14,35.2826985799,0,0,1.38,122.2528669663,NA,NA,107.9744773542,NA,30.72,31.88,83.71,82.91707317,96.20979955,0.4454022989,2.751176857919594
India,1986,NA,0.86,NA,0.44,6.81,0,0,0,1.39,26.1498257847,NA,1911,12.3520938866,NA,29.67,31.83,51.59,56.2305122,NA,NA,NA
India,1987,98.7120530764,1.41,NA,0.06,6.66,0,0,0,1.36,25.725524246,NA,2095,12.7214491414,NA,28.5,30.96,49.09,56.61843902,NA,NA,NA
India,1988,98.6023844329,1.31,NA,0.06,7.57,0,0,0,1.19,25.6168322813,NA,2240,13.6369005283,NA,27.26,29.91,46.17,57.03112195,NA,NA,NA
India,1989,94.7491067085,1.18,NA,-0.3,9.22,0,0,0,1.03,26.9493033009,NA,2407,15.3326491889,NA,27.25,26.52,42.93,57.47304878,NA,NA,NA
India,1990,100,0.79,23.06,-0.59,8.1,0.0495818521,0,0,0.95,25.2533223827,NA,2435,15.6745215703,NA,26.96,22.61,39.08,57.94373171,0,NA,NA
India,1991,98.3944375956,0.61,18.37,-0.25,5.69,0.3316229736,0,0,1.41,24.1438099634,NA,2556,17.1715760587,NA,26.55,20.28,34.74,58.43821951,NA,0.4395680947,NA
India,1992,100,0.4,15.45,0.01,3.52,0.2779049818,1,0,0.93,25.0321558201,NA,2781,18.6328281166,NA,28.81,23.17,47.76,58.94507317,1.11308e-4,0.507387343,NA
India,1993,97.5111553855,0.31,12.69,-0.12,3.02,0.2533874585,0,0,0.76,24.1542602994,NA,3263,19.8642133104,NA,28.79,23.67,55.82,59.45292683,2.18176e-4,0.4076337359,NA
India,1994,100,0.5,13.93,-0.06,4.2,0.4496351664,0,0,0.73,23.9670490183,NA,4413,20.2955358698,NA,32.63,25.46,64.34,59.95482927,0.001069562,0.3859550562,NA
India,1995,99.0476680192,0.55,12.39,-0.01,5.84,0.782955693,0,0,0.62,22.8151161479,NA,5398,23.1153055212,NA,33.93,27,64,60.44436585,0.026228879,0.2775193798,NA
India,1996,100,0.51,16.44,0.45,5.3,1.331586128,0,0,0.66,23.7188386577,NA,5999,22.1671871489,NA,33.29,27.25,62.92,60.91560976,0.046333977,0.155216285,NA
India,1997,100,0.68,22.36,0.2,5.46,2.0361346016,0,0,0.67,23.87378892,NA,5843,22.8645775489,NA,35.29,30.75,65.51,61.36956098,0.070767849,0.1379058278,NA
India,1998,89.1574987184,0.79,25.6,-0.04,5.35,3.1207351548,0,0,0.58,23.997865548,NA,5724,23.9564845022,NA,36.63,33.04,60.59,61.80721951,0.139027329,0.1083778705,NA
India,1999,100,0.77,24.37,0.38,4.97,4.5950012944,0,0,1.05,25.7665745294,NA,5789,25.0847706476,NA,38.62,31.32,56.74,62.22707317,0.273224277,0.0788613873,NA
India,2000,89.6754842033,0.71,23.32,1.79,6.24,6.6909073337,0,0,0.55,28.7226965659,NA,5853,27.1923454934,NA,39.13,33.58,54.91,62.63063415,0.52753245,0.0775070479,NA
India,2001,90.3472797397,0.38,25.75,0.85,3.89,8.0108140021,0,0,0.78,29.0063445465,NA,5795,26.2748446024,NA,40.13,33.54,56.34,63.01985366,0.660146377,0.1054077223,NA
India,2002,98.6717085233,0.19,27.29,-0.58,1.67,10.4589434184,0,0,1.32,32.7432667381,NA,5650,29.828331069,NA,41,34.5,55.93,63.39919512,1.537875582,0.0921755562,NA
India,2003,95.8032372244,0.21,21.98,-0.56,1.13,12.1399683529,0,0,1.18,32.0538467898,46.5470536862,5644,30.9237436427,97.4705262045,42.84,34.5,58.46,63.77453659,1.686489971,0.0823016067,NA
India,2004,87.9167753915,0.25,15.48,0.02,1.35,14.0327318252,0,0,0.9,36.6811102451,55.4319478402,4725,37.9102650424,101.2680199281,44.38,35.67,63.18,64.14780488,1.976136492,0.0783413767,NA
India,2005,91.4655339243,0.41,12.81,-0.02,3.21,15.6291589559,0,0,0.66,40.6366546903,68.373470573,4763,42.485306538,83.8694312263,44.25,35.5,63.71,64.52387805,2.388075,0.0684764131,NA
India,2006,71.9216092204,0.47,12.81,0.11,4.96,17.411462466,0,0,0.95,44.5731705625,88.9779280875,4796,46.5920286561,79.5946243947,43.38,35.55,63.54,64.90809756,2.805499865,0.0922857531,NA
India,2007,71.3476309235,0.94,17.54,0.03,5.02,20.3581214237,0,0,0.94,46.2212759411,151.4513934376,4887,46.158667561,62.8543416768,43.38,35.5,62.46,65.30043902,3.95,0.0859074401,NA
India,2008,72.0549968437,1.55,32.69,-0.21,1.93,23.0514567079,0,0,1.21,50.0580207531,54.5265821101,4921,53.7633726079,142.9925632347,42.29,32.58,60.83,65.69943902,4.38,0.0868592789,NA
India,2009,69.4618748439,0.54,31.48,-0.02,0.16,25.5958603885,0,1,3.09,48.7767855701,98.6842272323,4955,46.7770261216,83.4702715094,42.75,33.5,63.17,66.10263415,5.12,0.1126743627,NA
India,2010,54.5360521352,0.21,22.55,-0.12,0.18,29.0941327557,0,1,0.99,51.1351494473,98.5037258443,5034,49.688891255,66.2481149839,44.55,32.93,62.05,66.50614634,7.5,0.0644742988,NA
India,2011,70.8496351164,0.28,24.2,NA,0.1,31.7488501299,0,0,1.05,51.2892331325,55.2471374841,5112,55.6238800135,64.0842135028,43.58,33.37,58.33,66.90417073,10.07,0.1076941802,NA
India,2012,74.5993466149,0.34,17.8,NA,0.14,35.2826985799,0,0,1.38,51.8885076473,69.1239510981,5191,55.7937217287,48.7656469718,40.84,33,57.62,67.28987805,12.58006091,0.1387085685,NA
Indonesia,1986,NA,0.86,NA,0.44,6.81,0,0,0,1.39,23.6029914409,NA,24,40.0270513009,NA,28.88,24.46,42.99,61.88141463,NA,NA,NA
Indonesia,1987,NA,1.41,NA,0.06,6.66,0,0,0,1.36,25.0941979812,NA,24,46.331947036,NA,26.96,22.8,41,62.22143902,NA,NA,NA
Indonesia,1988,NA,1.31,NA,0.06,7.57,0,0,0,1.19,29.8988493,NA,24,46.3298917419,NA,26,24.13,39.84,62.5634878,NA,NA,NA
Indonesia,1989,NA,1.18,NA,-0.3,9.22,0,0,0,1.03,37.1792993019,NA,57,48.5128124763,NA,28.75,28.1,41,62.90863415,NA,NA,NA
Indonesia,1990,NA,0.79,23.06,-0.59,8.1,0.0495818521,0,0,0.95,51.8389833801,NA,123,52.6075015389,NA,35.08,35.79,48.32,63.25990244,0,NA,NA
Indonesia,1991,NA,0.61,18.37,-0.25,5.69,0.3316229736,0,0,1.41,51.9233221162,NA,139,54.358932197,NA,39.29,37.4,56.58,63.61629268,NA,0.5865776789,NA
Indonesia,1992,NA,0.4,15.45,0.01,3.52,0.2779049818,1,0,0.93,49.472746547,NA,153,56.4562334422,NA,37.83,31.11,56.83,63.97426829,NA,0.6588740458,NA
Indonesia,1993,NA,0.31,12.69,-0.12,3.02,0.2533874585,0,0,0.76,48.981459524900004,NA,172,50.5233858882,NA,36.62,31.16,61.67,64.32829268,NA,0.6653639847,NA
Indonesia,1994,NA,0.5,13.93,-0.06,4.2,0.4496351664,0,0,0.73,51.9353136429,NA,217,51.8771010495,NA,35.95,28.75,63,64.67385366,0.001059744,0.6720512821,NA
Indonesia,1995,NA,0.55,12.39,-0.01,5.84,0.782955693,0,0,0.62,53.5263922505,32.941310895,237,53.9585900635,21.5883651769,36.04,27.5,63.67,65.00187805,0.026109477,0.6316636852,NA
Indonesia,1996,NA,0.51,16.44,0.45,5.3,1.331586128,0,0,0.66,55.4655931261,40.0216423976,252,52.2647436571,35.648066949,35.03,32.43,66.92,65.30582927,0.056623989,0.605623929,NA
Indonesia,1997,NA,0.68,22.36,0.2,5.46,2.0361346016,0,0,0.67,60.8489016495,13.4647299349,281,55.9938588087,75.7132697327,33.47,35.2,65.09,65.58217073,0.194910264,0.5870991155,NA
Indonesia,1998,NA,0.79,25.6,-0.04,5.35,3.1207351548,0,0,0.58,53.2378903138,23.1313670381,287,96.1861923603,58.5692182123,22.25,23.38,44.58,65.82939024,0.255306646,0.5411764706,NA
Indonesia,1999,NA,0.77,24.37,0.38,4.97,4.5950012944,0,0,1.05,20.5928428355,45.7457513402,276,62.9439128602,33.0419846023,32.96,20.2,43.81,66.04946341,0.444415936,0.524802903,NA
