,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Australia,Austria,Belgium,Canada,China,Czech Rep.,Denmark,Finland,France,Germany,India,Ireland,Italy,Japan,Mexico,Netherlands,New Zealand,Norway,Poland,Portugal,South Africa,Spain,Sweden,Switzerland,UK,US
1/16/2007,39098,408.185518,384.732353,439.638377,344.79506,NA,6.83154,64.147531,449.269013,423.163034,373.310198,NA,545.235699,478.874057,1.660916,NA,384.947967,348.793753,66.791814,65.474196,408.2194,30.116424,588.760606,65.624127,173.838067,787.208878,324.3191
1/17/2007,39099,410.990623,385.421335,440.411033,344.028026,NA,6.827659,64.247716,450.067216,423.809302,373.885251,NA,546.278799,479.566197,1.669461,NA,385.622696,347.682085,66.689385,65.307992,408.973988,30.372181,589.811125,65.520233,174.248706,790.481514,323.7761
1/18/2007,39100,411.679511,385.077024,439.91148,344.313613,NA,6.827397,64.131976,449.683329,423.365824,373.538535,NA,545.713892,479.956805,1.656909,NA,385.218658,349.447667,66.313673,65.860723,408.607675,30.489222,589.160663,65.296678,173.848564,790.833197,324.2241
1/19/2007,39101,411.75286,384.992876,439.829745,344.659263,NA,6.842555,64.18576,449.563851,423.383867,373.467616,NA,545.666152,479.900969,1.660285,NA,385.132553,349.255648,66.511218,66.341773,408.42672,30.547281,589.060871,65.387368,173.654535,791.424012,323.9675
1/22/2007,39104,412.034112,385.858759,440.905114,344.318774,NA,6.830529,64.246551,450.566276,424.188349,374.393285,NA,547.096919,480.425663,1.659025,NA,386.045706,352.258504,66.654391,66.436964,409.398628,30.745065,590.517741,65.324735,174.13186,792.183165,324.1614
1/23/2007,39105,413.863513,388.003871,443.373995,342.079238,NA,6.822215,64.627512,453.107517,426.552639,376.4968,NA,550.134735,483.29954,1.661565,NA,388.218326,352.659503,67.091081,66.331135,411.655015,30.691063,593.837424,65.994506,175.403826,796.148948,323.6948
1/24/2007,39106,409.934045,385.750634,440.720135,341.657215,NA,6.772695,64.313341,450.495298,423.985278,374.165913,NA,546.836496,480.828592,1.666328,NA,385.930736,350.409149,67.403193,65.903323,409.16095,30.55301,590.304522,65.734545,174.074963,788.236138,323.6851
1/25/2007,39107,408.760001,385.917307,440.800375,342.679363,NA,6.754657,64.349841,450.695447,424.077314,374.304466,NA,546.938034,481.323186,1.666312,NA,386.045934,351.740082,67.843315,65.47187,409.234231,30.27724,590.408489,65.74084,174.567416,789.621776,322.9133
1/26/2007,39108,405.886906,383.742671,438.243101,341.66438,NA,6.733142,63.903017,448.146886,421.457137,372.175759,NA,543.772469,478.78794,1.659515,NA,383.855773,348.684494,67.360981,64.638699,406.919027,30.068157,587.069235,65.164532,173.333339,784.87278,322.8347
1/29/2007,39111,404.486576,384.372935,438.984968,341.062606,NA,6.7251,64.02384,448.943741,422.125636,372.805159,NA,544.63575,479.985363,1.652156,NA,384.518835,349.37847,67.658462,64.526749,407.601966,29.894832,588.047914,65.443187,172.978393,783.868197,322.6824
1/30/2007,39112,404.630477,385.183021,439.940388,341.372956,NA,6.722531,64.167084,449.86073,423.245479,373.653889,NA,545.845625,480.821232,1.657876,NA,385.353516,344.592053,67.882927,64.700564,408.44183,29.944693,589.288006,65.702319,173.420967,786.175921,322.9355
1/31/2007,39113,405.669365,386.594424,441.592924,342.580708,NA,6.779253,64.40135,451.511784,424.525037,374.997042,NA,547.970521,482.276238,1.666458,NA,386.783183,344.428835,68.209365,65.198896,409.937975,30.245868,591.512811,65.865566,173.575434,784.703534,323.5483
2/1/2007,39114,406.222224,387.684357,442.872401,343.234707,NA,6.803579,64.590676,452.790835,426.049181,376.177548,NA,549.559875,483.373073,1.671645,NA,387.87575,342.708056,68.555664,65.667441,411.125589,30.558167,593.238249,66.095192,174.776678,789.40428,323.3628
2/2/2007,39115,405.679617,386.788958,441.992891,341.410156,NA,6.769041,64.368089,451.7784,425.328509,375.436411,NA,548.486172,481.756739,1.660693,NA,387.066127,340.948524,68.191406,65.399508,410.183649,30.483336,592.053103,65.722099,174.290521,788.38755,323.7183
2/5/2007,39118,407.115601,385.756091,440.938627,341.860421,NA,6.78002,64.220949,450.575531,424.344103,374.574417,NA,547.213133,479.727979,1.672709,NA,386.11112,342.079679,68.191258,65.709951,409.16433,30.45213,590.670248,65.252421,174.248921,785.17924,324.0649
2/6/2007,39119,408.296094,386.382064,441.657693,342.383455,NA,6.792828,64.327657,451.322565,425.031432,375.174785,NA,548.093333,480.714323,1.668911,NA,386.735572,340.132841,68.440032,65.725377,409.812248,30.561074,591.625728,65.350897,174.823923,788.724701,324.6904
2/7/2007,39120,409.45495,388.370824,443.977947,342.225031,NA,6.82662,64.697072,453.657511,427.15709,377.068889,NA,550.959091,483.203095,1.665768,NA,388.762036,343.598956,68.886028,66.306508,411.950977,30.701142,594.73387,65.797895,175.548243,790.246831,325.1384
2/8/2007,39121,410.366002,388.668088,444.211656,342.073619,NA,6.803645,64.816258,454.024904,427.352518,377.349714,NA,551.294034,484.313668,1.660441,NA,389.017947,344.241415,68.901789,66.037695,412.247451,30.77717,595.087555,66.099965,174.749412,787.81878,325.2058
2/9/2007,39122,408.701274,386.994906,442.140049,344.275722,NA,6.784783,64.469744,452.070985,425.398313,375.566889,NA,548.770131,482.75925,1.656094,NA,387.253834,343.370453,68.39552,65.720973,410.403066,30.843161,592.286715,65.835381,174.001488,783.012065,324.573
2/12/2007,39125,406.396911,385.937319,440.87149,344.038189,NA,6.750332,64.30617,450.828622,424.158228,374.495351,NA,547.216036,481.514592,1.654658,NA,386.171184,343.88697,68.62075,65.051612,409.287087,30.231127,590.599059,65.530549,173.670288,782.495137,324.3621
2/13/2007,39126,408.077174,387.293618,442.358756,345.669708,NA,6.798646,64.510627,452.420105,425.584123,375.744735,NA,549.134931,483.470556,1.657873,NA,387.501403,345.571228,68.751024,65.368136,410.732609,30.348948,592.596221,65.432553,174.075093,782.07168,324.2524
2/14/2007,39127,412.300134,390.999841,446.670276,347.376666,NA,6.866299,65.043508,456.73624,429.69702,379.322976,NA,554.525295,487.213886,1.665687,NA,391.235692,348.603813,69.551697,66.188741,414.70959,30.657958,598.382354,66.227537,175.205962,789.259354,325.5623
2/15/2007,39128,413.673717,392.20739,448.23445,348.860272,NA,6.877663,65.257533,458.142189,431.278128,380.79002,NA,556.422246,487.884335,1.681998,NA,392.54814,350.325337,69.679959,66.219685,416.049942,30.715507,600.520811,65.792387,175.971505,789.205796,326.0356
2/16/2007,39129,413.809137,391.42807,447.313642,348.85089,NA,6.878809,65.160812,457.252257,430.454645,379.986583,NA,555.290606,488.436098,1.687,NA,391.766384,350.250377,69.975888,66.316414,415.217378,30.771393,599.293538,65.604208,175.713282,787.209218,326.3149
2/19/2007,39132,414.725324,391.765592,447.633519,349.059564,NA,6.929757,65.258878,457.653602,430.742597,380.250133,NA,555.706488,489.180352,1.681229,NA,392.067811,352.780945,69.906139,66.558744,415.539226,31.158129,599.704762,65.729397,176.050014,785.937153,326.3572
2/20/2007,39133,414.367589,392.175626,448.081617,348.19354,NA,6.911488,65.327483,458.127258,431.196296,380.628968,NA,556.311905,488.623858,1.676715,NA,392.463048,352.874941,69.761608,66.62669,415.986694,31.077925,600.305137,65.581366,175.829362,789.492698,326.5515
2/21/2007,39134,416.189538,391.783801,447.719348,349.758003,NA,6.869369,65.238594,457.653929,430.783889,380.256392,NA,555.828113,487.779506,1.664558,NA,392.113009,354.716613,69.965052,66.515785,415.614997,31.117769,599.833958,65.285033,175.72355,788.29796,326.366
2/22/2007,39135,415.961257,390.688636,446.333573,349.230763,NA,6.859621,65.135873,456.36234,429.400829,379.134754,NA,554.037539,486.987839,1.659244,NA,390.952635,354.781554,69.724212,66.44955,414.405998,31.488905,597.965394,65.16526,175.196758,787.67701,325.7747
2/23/2007,39136,416.476858,392.93202,449.055476,350.563025,NA,6.861687,65.376013,459.013408,432.179064,381.465612,NA,557.505647,489.322421,1.662416,NA,393.279165,354.561077,70.053678,66.706242,416.859342,31.450635,601.6333,65.379999,176.550478,792.701322,326.688
2/26/2007,39139,418.552498,393.75021,450.160361,350.874147,NA,6.853777,65.61864,460.003939,433.319048,382.452361,NA,558.857067,489.521813,1.670448,NA,394.197134,357.264329,70.261052,66.50897,417.797929,31.376661,603.152366,65.766653,176.734639,793.873808,327.3528
2/27/2007,39140,418.951964,396.472902,453.354963,350.446028,NA,6.908247,66.130865,463.204207,436.399867,385.170475,NA,562.763416,492.36423,1.698237,NA,396.95665,354.351269,70.412377,66.741033,420.739831,30.864525,607.43958,66.405873,178.152542,796.015384,329.4233
2/28/2007,39141,417.56271,395.7708,452.588911,347.805376,NA,6.931023,66.045524,462.387494,435.651419,384.494834,NA,561.76525,493.626022,1.702436,NA,396.305508,352.439591,70.145267,66.421372,419.970718,30.490469,606.444701,66.127765,178.486618,794.050577,329.0405
3/1/2007,39142,416.366155,394.577593,451.025754,347.950036,NA,6.926941,65.878193,461.025609,433.980846,383.079126,NA,559.569575,491.965542,1.71324,NA,394.931116,348.939302,69.977801,66.424035,418.708048,30.393527,604.324831,65.750558,178.963644,793.407583,329.1838
3/2/2007,39143,415.329737,395.171921,451.759375,347.739101,NA,6.921611,65.950124,461.700888,434.901957,383.786901,NA,560.551347,492.398797,1.72294,NA,395.565195,346.154892,69.803721,66.630344,419.3144,30.135184,605.322884,65.859761,178.978682,788.74856,330.0229
3/5/2007,39146,411.099158,393.170577,449.759319,346.681642,NA,6.895015,65.659157,459.39823,433.021471,382.105931,NA,558.057702,489.77012,1.742056,NA,393.783983,340.336293,68.948443,65.972458,417.363958,29.617515,602.667446,65.445101,178.769776,782.252871,329.9363
3/6/2007,39147,410.709936,393.356593,450.092335,347.711453,NA,6.901807,65.614001,459.641466,433.430237,382.474981,NA,558.469095,490.104859,1.736887,NA,394.054514,342.024885,69.125759,66.229572,417.391179,29.834447,603.064984,65.665507,178.597094,781.824341,329.6958
3/7/2007,39148,412.208565,394.504815,451.413352,347.932641,NA,6.913787,65.813621,461.004495,434.627408,383.57606,NA,560.089219,491.571247,1.73346,NA,395.233634,344.406967,69.453068,66.599175,418.626767,29.964004,604.83601,65.8935,178.878939,783.96622,330.2227
3/8/2007,39149,411.878015,393.726041,450.533149,346.77988,NA,6.904769,65.647892,460.092644,433.7655,382.830018,NA,558.943201,490.870931,1.722485,NA,394.461116,345.400618,69.393523,66.88917,417.761765,30.172443,603.649454,65.578655,177.77762,784.365213,330.1868
3/9/2007,39150,414.00805,393.042232,449.685725,347.654275,NA,6.888083,65.591382,459.273581,432.992859,382.099455,NA,557.926976,490.60772,1.711818,NA,393.743384,347.033827,69.665285,67.039551,416.993783,30.290926,602.525699,65.50155,177.196153,784.345219,328.8909
3/12/2007,39153,414.910904,395.408991,452.460661,349.312781,NA,6.912323,65.959061,462.038376,435.711491,384.452546,NA,561.389017,493.6439,1.720042,NA,396.148412,347.955938,70.134136,67.248053,419.563322,30.245251,606.260028,65.900025,178.223021,783.406802,329.584
3/13/2007,39154,417.089348,396.078875,453.302947,350.30855,NA,6.920535,65.975059,462.833256,436.572539,385.165133,NA,562.268923,493.430532,1.728918,NA,396.846804,350.355199,70.187647,67.143739,420.248815,29.984426,607.338902,66.068361,178.740969,785.810925,330.9033
3/14/2007,39155,417.577635,397.537667,454.994951,347.793706,NA,6.959771,66.282564,464.515677,438.224292,386.605124,NA,564.411118,495.270819,1.741653,NA,398.324629,347.200376,70.160179,67.034286,421.784629,29.708436,609.689056,66.197814,179.948322,787.631717,330.6631
3/15/2007,39156,417.871624,397.647765,454.991808,347.877889,NA,6.986567,66.401896,464.58785,438.119502,386.667231,NA,564.462743,495.313486,1.727028,NA,398.35893,349.260185,70.398262,67.214427,421.844523,30.00086,609.666204,66.520655,179.713201,787.783732,330.3459
3/16/2007,39157,419.895842,399.388721,456.925583,348.314868,NA,7.072486,66.645744,466.60082,440.062787,388.323465,NA,566.980424,497.68021,1.734892,NA,400.057906,350.152457,70.638813,67.574274,423.68791,29.773945,612.26439,66.647242,180.676858,790.230571,330.2903
3/19/2007,39160,422.089281,398.779529,456.158208,347.482561,NA,7.097186,66.64744,465.879066,439.280885,387.685563,NA,566.048156,496.959901,1.721936,NA,399.421114,352.196657,70.385837,67.963863,423.101967,29.967962,611.243213,66.445374,180.017316,790.669608,329.9221
3/20/2007,39161,422.954877,398.726043,456.163922,350.44572,NA,7.066475,66.50827,465.844464,439.301253,387.697007,NA,566.174589,496.797537,1.726022,NA,399.408402,352.991684,70.04501,67.847632,423.168315,30.100487,611.259598,66.47059,179.666111,794.525544,330.3718
3/21/2007,39162,422.716662,399.124754,456.602941,352.660955,NA,7.045371,66.551224,466.328105,439.575459,387.979144,NA,566.754227,497.494429,1.718624,NA,399.781868,353.000218,70.07422,68.022278,423.621838,30.330098,611.846635,66.479312,179.515744,795.254369,331.2053
3/22/2007,39163,426.665666,400.739699,458.425672,352.428273,NA,7.072825,66.872504,468.225138,441.301147,389.578933,NA,568.972406,499.625046,1.720558,NA,401.38056,358.433295,70.777605,68.516341,425.352024,31.00193,614.286989,66.739932,180.075986,797.878797,330.2747
3/23/2007,39164,425.293821,398.602045,455.753393,351.654592,NA,7.039603,66.5392,465.658337,438.765743,387.288419,NA,565.69333,497.626475,1.716139,NA,399.124537,356.831598,70.631208,68.209587,423.02441,30.806977,610.714029,66.417571,179.251654,795.617476,329.9631
3/26/2007,39167,427.38917,399.549631,456.83916,351.642907,NA,7.046833,66.552165,466.774366,439.854527,388.22101,NA,567.130884,498.074952,1.713412,NA,400.094173,359.027026,70.690391,68.323042,424.087872,30.722065,612.193117,66.443152,179.699778,797.760545,330.4639
3/27/2007,39168,426.971094,399.70158,456.9004,352.337843,NA,7.05389,66.645104,466.929215,439.882989,388.252366,NA,567.255493,498.686967,1.71428,NA,400.177327,360.460765,70.599236,68.437708,424.232863,30.586016,612.284961,66.274039,179.736218,795.913875,330.2493
3/28/2007,39169,426.226251,400.434695,457.713642,352.809729,NA,7.05405,66.77758,467.792588,440.591868,388.907042,NA,568.284734,499.122728,1.73354,NA,400.923581,356.085317,70.879274,68.00951,425.045103,30.064473,613.366664,66.229383,180.664108,796.471048,330.3921
3/29/2007,39170,426.357556,399.031302,456.021544,352.125428,NA,7.027934,66.565774,466.141337,439.006242,387.536509,NA,566.233472,497.797265,1.714282,NA,399.457409,358.414358,70.716544,68.149036,423.54986,30.422526,611.050535,66.209067,179.272624,794.892573,329.9729
3/30/2007,39171,426.420384,398.108232,454.922384,353.733693,NA,7.020665,66.390455,465.051739,437.999068,386.57946,NA,564.919226,497.222062,1.711699,NA,398.503097,358.817284,70.498856,68.256335,422.533017,30.59564,609.560473,65.977456,178.577321,793.960593,329.8533
4/2/2007,39174,430.456278,399.897598,456.957909,352.993762,NA,7.071594,66.648417,467.152417,439.964451,387.962374,NA,567.452119,499.106373,1.716364,NA,400.293023,361.856089,70.476932,68.455082,424.48608,30.511861,612.273862,66.151318,179.667154,800.210063,329.9583
4/3/2007,39175,428.874215,399.659585,456.635252,352.527217,NA,7.060152,66.590257,466.816917,439.654601,387.659742,NA,567.186929,499.101736,1.701919,NA,400.024265,361.6753,70.367788,68.564114,424.305706,30.950907,611.825497,66.030391,179.052342,799.876161,329.5859
4/4/2007,39176,431.601884,400.206551,457.360816,352.787824,NA,7.069733,66.589944,467.510095,440.331827,388.266569,NA,568.156838,499.901779,1.700951,NA,400.638227,362.578413,70.347012,68.594678,424.919173,31.048908,612.833648,66.410701,179.118009,800.282622,329.9099
4/5/2007,39177,432.834613,401.82034,459.110916,354.663599,NA,7.118984,66.905225,469.38415,441.989515,389.777658,NA,570.411665,501.357241,1.703204,NA,402.201523,364.178909,70.952941,69.202007,426.595574,31.216428,615.167498,67.011597,179.816499,799.020518,329.5891
4/6/2007,39178,432.901835,401.875123,459.169307,354.699698,NA,7.11877,66.915082,469.453038,442.12598,389.820303,NA,570.470384,501.515684,1.703601,NA,402.252369,364.238978,70.963402,69.209992,426.632315,31.226013,615.250492,67.020862,179.834674,799.115358,328.24
4/9/2007,39181,431.429658,399.813015,456.809776,353.138062,NA,7.082184,66.572098,467.049804,439.843133,387.810245,NA,567.525158,498.927318,1.692285,NA,400.185012,362.493952,70.584744,68.842939,424.423213,31.33321,612.093637,66.584042,178.181799,795.177209,328.3838
4/10/2007,39182,435.116233,401.657947,458.839672,355.008076,NA,7.106606,66.862011,469.183006,441.773728,389.438123,NA,570.120927,501.822694,1.694602,NA,402.015654,366.290651,71.307161,69.261545,426.384088,31.18263,614.814384,66.962805,179.235002,799.067931,328.8372
4/11/2007,39183,435.902633,401.480039,458.594079,355.788862,NA,7.0901,66.879959,468.969442,441.420792,389.185706,NA,569.834614,501.741863,1.694264,NA,401.819936,366.207304,71.321185,69.406847,426.187801,31.27939,614.496512,66.991941,178.842532,801.62291,328.6455
4/12/2007,39184,436.419986,402.87284,460.065257,358.156723,NA,7.128309,67.081375,470.559403,442.752504,390.381285,NA,571.558097,503.852094,1.698643,NA,403.129519,366.137804,71.646675,69.596538,427.585764,31.157372,616.446442,67.323522,179.365583,801.392847,328.6343
4/13/2007,39185,438.511269,402.848263,459.83442,357.67596,NA,7.133792,67.09391,470.492106,442.534815,390.099554,NA,571.083257,504.291923,1.694123,NA,403.026419,369.284369,71.626709,69.75534,427.466119,30.969227,616.132964,67.250967,179.148444,802.15311,328.3174
4/16/2007,39188,439.132846,404.274438,461.603381,359.417838,NA,7.160502,67.276938,472.197333,444.298315,391.647767,NA,573.224594,505.680455,1.684074,NA,404.526832,369.706621,71.983359,70.053011,429.037546,31.487685,618.515345,67.753081,179.56317,805.197001,328.6157
4/17/2007,39189,441.668299,405.223804,462.774736,360.539513,NA,7.169188,67.393904,473.309052,445.477848,392.650213,NA,574.67638,506.138218,1.691373,NA,405.520004,372.288344,71.898856,70.360603,430.102948,31.599991,620.087419,67.929036,180.045857,810.649694,329.5076
4/18/2007,39190,441.294673,405.90182,463.666881,360.99715,NA,7.174616,67.502598,474.144747,446.292758,393.376467,NA,575.839244,506.667751,1.70481,NA,406.256001,370.156271,71.799729,70.412555,430.867296,31.587111,621.29418,68.031011,180.801473,812.026204,330.1416
4/19/2007,39191,441.68225,406.253288,463.905342,361.060861,NA,7.172165,67.719207,474.534069,446.450365,393.561205,NA,576.193981,508.740403,1.706822,NA,406.524703,371.655184,71.890466,70.48768,431.175349,31.66669,621.607751,68.153819,180.962334,810.715116,330.1047
4/20/2007,39192,441.319227,405.795976,463.345923,362.092239,NA,7.168816,67.556434,473.984355,445.96953,393.049173,NA,574.508842,508.386023,1.696323,NA,406.037578,372.028901,71.802471,70.92567,430.672968,31.864595,620.831952,68.158962,180.370395,811.083006,330.252
4/23/2007,39195,440.799164,405.285446,462.849791,362.702049,NA,7.153608,67.471649,473.410099,445.533455,392.681902,NA,573.977129,507.430031,1.69845,NA,405.56565,372.470819,71.688973,70.860863,430.171261,31.628029,620.185267,68.028239,179.914631,810.280446,330.6279
4/24/2007,39196,440.210951,407.071661,464.916662,363.398526,NA,7.172568,67.752292,475.504407,447.562629,394.477575,NA,576.597639,509.778812,1.705115,NA,407.394578,371.657598,71.978993,71.13009,432.083576,31.680521,622.921728,68.366419,181.089388,811.149707,331.1584
4/25/2007,39197,443.56471,408.167898,466.109843,365.151422,NA,7.169727,67.93619,476.765499,448.569748,395.324816,NA,577.880344,510.931567,1.704983,NA,408.459377,373.411183,71.990653,71.609205,433.238756,32.101031,624.496631,68.767457,181.191538,812.26546,330.7861
4/26/2007,39198,438.816846,406.088218,463.626873,363.27404,NA,7.148399,67.5783,474.308519,446.110343,393.219621,NA,575.218151,507.394782,1.691197,NA,406.318406,369.254979,71.687812,71.303034,430.995339,31.941869,621.130162,68.569518,180.400289,806.45655,330.1558
4/27/2007,39199,439.751296,407.638157,465.405912,365.020002,NA,7.16415,67.788154,476.117105,447.918911,394.698703,NA,577.057719,510.539961,1.692048,NA,407.881556,370.781863,71.974096,71.570169,432.635164,31.891436,623.53446,68.867967,181.017122,810.330002,329.6099
4/30/2007,39202,442.553346,408.102673,466.157533,369.120497,NA,7.149706,67.853235,476.697725,448.789689,395.508621,NA,577.263884,510.485785,1.691465,NA,408.469529,372.386156,72.046047,71.327728,433.238465,31.857551,624.577629,68.751206,180.649859,810.926205,330.823
5/1/2007,39203,440.863806,406.639676,464.483604,367.541964,NA,7.113651,67.606074,474.994555,447.16641,394.080512,NA,575.469532,508.642348,1.690153,NA,407.001848,371.698293,71.751926,71.033115,431.66572,31.914626,622.339419,68.699838,179.537295,810.758034,330.5271
5/2/2007,39204,439.195387,405.929417,463.484473,367.784364,NA,7.125401,67.626194,474.135416,445.968121,393.040014,NA,575.306928,508.629416,1.684272,NA,406.194952,370.379625,71.767507,71.428987,430.825984,31.819343,620.987256,68.698258,179.32535,805.085131,330.4385
5/3/2007,39205,438.872445,404.949543,462.331379,367.895,NA,7.104998,67.453457,472.996025,444.810984,392.109709,NA,573.58256,507.047251,1.681248,NA,405.180706,369.295226,71.620817,71.519407,429.74463,32.208294,619.428085,68.522525,179.00524,803.646054,329.884
5/4/2007,39206,437.190318,406.039562,463.686951,367.540086,NA,7.112916,67.571961,474.288862,446.305591,393.365701,NA,574.559845,508.047122,1.68284,NA,406.333138,368.797462,71.734484,71.95715,430.971964,32.487715,621.269287,68.491438,179.70337,805.764821,330.5737
5/7/2007,39209,439.821168,406.823753,464.522311,369.34152,NA,7.124707,67.613748,475.199494,447.058901,394.031819,NA,576.070706,509.382709,1.686377,NA,407.078827,370.549371,71.763085,72.005968,431.775425,32.700854,622.396365,68.612634,179.75175,807.437624,330.6401
5/8/2007,39210,440.618384,404.281482,461.694792,368.639937,NA,7.048637,67.309534,472.245378,444.377539,391.675138,NA,572.605727,504.860783,1.685956,NA,404.562849,370.076453,71.196682,71.497609,429.118356,32.503948,618.610482,68.040667,178.528232,805.728464,330.8093
5/9/2007,39211,441.421655,405.050154,462.509142,368.352274,NA,7.070501,67.340076,473.119332,445.048695,392.263073,NA,573.551394,505.820659,1.686407,NA,405.291994,368.881669,71.410115,71.769575,429.959007,32.714862,619.69353,67.988808,178.945865,808.744522,330.1257
5/10/2007,39212,441.894619,403.832014,461.083615,368.015137,NA,7.034317,67.158289,471.700121,443.636652,391.112331,NA,571.726211,506.624729,1.675709,NA,404.054043,367.570336,70.944656,71.072485,428.661704,32.292205,617.774726,67.72349,178.326771,802.8559,330.6313
5/11/2007,39213,442.222665,404.378813,461.743555,365.807523,NA,7.035637,67.316294,472.327981,444.349456,391.709591,NA,572.473797,507.133677,1.681881,NA,404.620141,368.8244,71.04762,71.191148,429.259691,32.306499,618.695526,67.748954,178.696555,803.413324,330.3904
5/14/2007,39216,442.819398,404.175365,461.310784,367.684363,NA,7.028841,67.202418,472.035698,443.82066,391.180066,NA,571.763714,507.55834,1.677129,NA,404.313525,370.982407,70.854286,71.281955,428.922522,32.559042,618.095224,67.764254,178.441925,801.196332,330.0947
5/15/2007,39217,442.877032,405.471579,462.705823,370.616539,NA,7.046757,67.373779,473.501186,445.079583,392.256629,NA,573.384432,509.800639,1.678116,NA,405.562866,370.976378,71.284015,71.241767,430.248034,32.513086,619.948791,68.156139,178.305246,802.8349,329.7988
5/16/2007,39218,439.370026,404.780031,461.944335,369.086381,NA,7.066153,67.284377,472.703587,444.274693,391.523906,NA,572.501622,505.863118,1.674072,NA,404.875797,368.804943,71.318292,70.896474,429.522765,32.444867,618.935172,68.119039,178.058218,802.25664,329.8906
5/17/2007,39219,437.078509,402.201174,458.944474,369.359303,NA,7.026208,66.888359,469.687002,441.352078,389.010006,NA,568.730116,502.886267,1.668117,NA,402.276273,367.00931,70.72534,70.605407,426.745547,31.97866,614.900851,67.471287,176.916132,798.360911,329.207
5/18/2007,39220,437.709367,402.498985,459.32958,371.549672,NA,7.019685,66.765149,470.038198,441.843319,389.360155,NA,569.21531,503.191026,1.667831,NA,402.585966,366.8354,70.762321,70.545941,427.069631,31.981237,615.431519,67.447813,176.841395,798.123559,328.5781
5/21/2007,39223,435.789618,401.149291,457.775928,373.581662,NA,7.014394,66.651142,468.470286,440.295784,387.994663,NA,567.191601,501.850191,1.661705,NA,401.200547,366.53998,70.555315,70.666133,425.627144,32.047602,613.356831,67.190387,176.133137,795.847493,328.7996
5/22/2007,39224,436.639902,401.154448,457.729319,372.531398,NA,6.99917,66.646716,468.466578,440.236494,387.93845,NA,567.112968,504.042828,1.665054,NA,401.187314,366.006178,70.910762,70.520059,425.625671,31.983767,613.309803,67.51876,176.20177,797.575874,328.2451
5/23/2007,39225,438.99494,401.641452,458.184506,373.474344,NA,6.993363,66.678294,469.017652,440.522026,388.183336,NA,567.553636,505.104976,1.661785,NA,401.625974,367.715077,71.135606,70.917133,426.096054,31.957629,613.925468,67.541436,176.689083,801.363735,327.9233
5/24/2007,39226,436.617153,400.278469,456.650974,373.01935,NA,6.962318,66.468888,467.422113,439.045124,387.022338,NA,565.653735,503.155346,1.661116,NA,400.292901,364.458516,70.911399,69.989814,424.67442,31.466608,611.844532,67.297611,176.022051,800.627926,327.9375
5/25/2007,39227,436.796912,400.612373,456.918719,374.102524,NA,6.967126,66.542256,467.753939,439.36159,387.184651,NA,565.996988,503.955663,1.656007,NA,400.578534,365.212014,71.009451,70.23301,424.963692,31.609133,612.200428,67.3703,176.485741,799.755188,327.9556
5/28/2007,39230,436.50951,400.666911,456.977857,373.817734,NA,6.966055,66.552176,467.822932,439.407257,387.227033,NA,566.059411,504.010201,1.655564,NA,400.629457,364.939603,71.020687,70.133067,425.002131,31.611876,612.283877,67.416091,176.485741,799.870039,327.9958
5/29/2007,39231,435.682797,401.183072,457.568796,375.459621,NA,6.982091,66.597669,468.434589,439.949739,387.682469,NA,566.740589,504.816628,1.652103,NA,401.152458,365.540685,71.13866,69.973038,425.562307,31.596541,613.05386,67.029719,176.725612,798.672975,327.4673
5/30/2007,39232,436.934409,399.777518,456.012216,374.50457,NA,6.956646,66.472162,466.830288,438.389978,386.319684,NA,564.873619,503.495141,1.65512,NA,399.786043,365.913621,70.519792,69.634162,424.122608,31.174379,610.986662,66.565895,176.500381,796.011965,327.4041
5/31/2007,39233,440.106821,400.21684,456.425963,376.434171,NA,6.977236,66.560904,467.326459,438.735694,386.676059,NA,565.360623,500.471445,1.650737,NA,400.172819,369.807669,70.692951,70.033167,424.555949,31.426951,611.531933,66.614808,176.147117,797.189683,327.1602
6/1/2007,39234,441.643631,398.653429,454.54288,377.758876,NA,6.966508,66.237127,465.476242,436.949188,384.992051,NA,563.066641,499.076352,1.645664,NA,398.547611,372.159944,70.680651,70.032062,422.852414,31.389183,608.996718,66.246806,175.442964,796.379062,326.3379
6/4/2007,39237,442.132443,400.730182,456.957162,380.840844,NA,6.978179,66.577508,467.916694,439.297413,387.072656,NA,566.122241,504.900878,1.648011,NA,400.649203,374.147608,71.004923,70.636886,425.083565,31.22574,612.252152,66.454942,176.466984,800.96928,326.6113
6/5/2007,39238,444.023118,401.611989,457.83922,378.855771,NA,6.977798,66.780308,468.919993,440.053001,387.710182,NA,567.148779,504.273218,1.646568,NA,401.440978,375.302038,71.38328,70.543807,425.982823,31.224873,613.418368,66.760833,177.015092,801.363841,325.884
6/6/2007,39239,445.730016,401.47158,457.804449,379.94971,NA,6.95729,66.550811,468.788459,439.995496,387.683016,NA,567.264087,505.273358,1.654697,NA,401.365512,374.647233,71.094945,70.117687,425.899926,30.938769,613.393964,66.505042,177.721951,802.858472,326.3113
6/7/2007,39240,447.341466,399.665361,455.38707,377.674885,NA,6.935705,66.273057,466.614149,437.545911,385.499092,NA,563.994802,500.126495,1.647337,NA,399.406765,376.655677,70.990451,69.923591,423.833417,30.901898,610.136626,66.384183,176.793913,796.696954,324.6851
