Country,Year,Government Stability,Socioeconomic Conditions,Investment Profile,Internal Conflict,External Conflict,Corruption,Military in Politics,Religious Tensions,Law and Order,Ethnic Tensions,Democratic Accountability,Bureaucracy Quality         
Luxembourg,1989,11,10,10,12,12,6,6,6,6,5,6,4
Luxembourg,1990,11,9.58,10,12,12,6,6,6,6,5,6,4
Luxembourg,1991,11,9,10,12,12,6,6,6,6,5,6,4
Luxembourg,1992,11,9,10,12,12,6,6,6,6,5,6,4
Luxembourg,1993,11,8.33,9.33,12,12,6,6,6,6,5,6,4
Luxembourg,1994,11,8,9,12,12,6,6,6,6,5,6,4
Luxembourg,1995,8,8,9,12,12,6,6,6,6,5,6,4
Luxembourg,1996,9.92,8.67,9.5,12,12,6,6,6,6,5,6,4
Luxembourg,1997,11,10,9.17,12,12,5.17,6,6,6,5,6,4
Luxembourg,1998,11,10,8.33,12,12,5,6,6,6,5,6,4
Luxembourg,1999,10,10,9,12,12,5,6,6,6,5,6,4
Luxembourg,2000,10,10,9.58,12,12,5,6,6,6,5,5.83,4
Luxembourg,2001,11,10.67,11.5,12,12,5,6,6,6,5,5,4
Luxembourg,2002,11,11,12,12,11.67,5,6,6,6,5,5,4
Luxembourg,2003,11,11,12,12,11.5,5,6,6,6,5,5,4
Luxembourg,2004,10.08,9.63,12,12,11.5,5,6,6,6,5,5.92,4
Luxembourg,2005,10,9.5,12,12,11.5,5,6,6,6,5,6,4
Luxembourg,2006,10,9.5,12,12,11.5,5,6,6,6,5,6,4
Luxembourg,2007,10,9.5,12,12,11.5,5,6,6,6,5,6,4
Luxembourg,2008,10,9.5,11.75,12,11.5,5,6,6,6,5,6,4
Luxembourg,2009,10,9.75,11,12,10.67,5,6,6,6,5,6,4
Luxembourg,2010,10,10,11,12,10.5,5,6,6,6,5,6,4
Luxembourg,2011,10,10,11,12,10.5,5,6,6,6,5,6,4
Luxembourg,2012,8.5,10,10.83,12,10.5,5,6,6,6,5,6,4
Luxembourg,2013,7.79,9.54,11,12,10.5,5,6,6,6,5,6,4
Madagascar,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,1985,6,4.33,4,9,9,4,3,5,4,2.58,4,2
Madagascar,1986,6,5,4.58,9,9,4,3,5,4,2,4,2
Madagascar,1987,6,5,5,9,9,4,3,5,4,2,4,2
Madagascar,1988,6,5,5.58,9,9,4,3,5,4,2,4,2
Madagascar,1989,6,5,6.75,9,9,4,3,5,4,2,3.5,2
Madagascar,1990,6,5,7,9,9,4,3,5,3.42,2,3.75,2
Madagascar,1991,5.17,5,7,9,9,4,3,5,2.67,2,3.67,2
Madagascar,1992,2,5,5,6,10,4,2,5,2,1,3,1
Madagascar,1993,3,5,5,7.5,10,4,2.5,5,2,1.5,3.5,1
Madagascar,1994,4,5,5,10,12,4,3,5,3,3,4,1
Madagascar,1995,4.42,5,5,9.92,12,4,3,5,3,3,3.83,1
Madagascar,1996,7.75,4.33,4.5,9,12,4,3,5,3,3,3,1
Madagascar,1997,10,3,5.83,9,12,4,3,5,3,3,3.83,1
Madagascar,1998,9.75,3,7.5,8.5,12,4,3,5,3,3,5,1
Madagascar,1999,10,3,7,8,12,4,3,5,3,3,5,1
Madagascar,2000,10,3,7,8,12,4,3,5,3,2.25,5,1
Madagascar,2001,10.58,3.67,8.5,9.54,12,4,3,5,3,2,5,1
Madagascar,2002,7,3.63,8.17,5.5,12,3.67,1.5,5,2.54,2.17,5,1
Madagascar,2003,9.5,4,8,6.42,12,4,1,5,2.5,2.5,5,1
Madagascar,2004,8.79,4,8,8.17,11.17,4,1,5,2.5,2.5,5,1
Madagascar,2005,8.5,4,8,9.17,11,4,1,5,1.25,2.5,5,1
Madagascar,2006,8.54,4,8,9.21,11,4,1,5,2.5,2.5,5,1
Madagascar,2007,9.38,4,7.75,9.25,11,4,1,5,2.5,2.5,5,1
Madagascar,2008,9.5,4,7.5,9.5,11,4,1,5,2.5,2.5,5,1
Madagascar,2009,7.58,4,6.83,8.83,10.54,4,1,5,2.5,2.5,4.54,1
Madagascar,2010,6.38,4,6.5,8.54,10.17,3.25,1,5,2.5,2.5,4.5,1
Madagascar,2011,7.58,3.79,6.5,9,10.5,3,1,5,2.5,2.5,4.5,1
Madagascar,2012,7.67,3.5,6.63,8.54,10.21,2.33,1,5,2.5,2.5,4.25,1
Madagascar,2013,6,3.5,6.58,8.5,10,2,1,5,2.5,2.5,3.88,1
Malawi,1984,4,4,6,6,10,4,6,5,2,3,2,1
Malawi,1985,4,5.08,5.67,6,10,4,6,5,2,3,2,1
Malawi,1986,4,5,5.42,6,9.83,4,5.83,5,2,3,2,1
Malawi,1987,4,5,5,6,8.17,4,5,5,2,3,2,1
Malawi,1988,4,5.58,4.75,6,8,4,5,5,2,3,2,1
Malawi,1989,4.08,6.33,6.42,6,8,4,5,5,2,3,2,1
Malawi,1990,5,6.42,7,6,8,4,5,5,2,2.33,2,1
Malawi,1991,5,5.75,7,6,8,3.5,5,5,2,2,1.5,1
Malawi,1992,4.33,6.75,6,5.75,9,3,5,5,2,2.83,1,1
Malawi,1993,4,5,5,6.25,9,3,4.33,5,2.25,4,1,1
Malawi,1994,4.58,5,5,8.67,9,3,4,5,3,4.83,1.83,1
Malawi,1995,5.92,5.92,5,10.83,11.75,3,4,5,3.92,5,2.92,1
Malawi,1996,5.58,5.5,5,11,12,3,4,5,4,5,3,1
Malawi,1997,8,5,7.08,11,12,3,4,5,4,5,3.42,1.42
Malawi,1998,10,5,10,11,12,3,4,5,4,5,4,2
Malawi,1999,10.5,5,10,9,12,3,4,4.58,4,5,4,2
Malawi,2000,9.92,3.17,10,7,12,3,4,3.5,4,4,4,2
Malawi,2001,7.92,2.88,8.88,7.63,12,2.92,4,3,3.96,4,4,2
Malawi,2002,5.92,2.5,8.04,7,11.83,2.04,4,2.63,3,3.71,4,2
Malawi,2003,6,2.5,8,7,11,2,4,2.5,3,3.5,4,2
Malawi,2004,8.42,2.5,8,7.08,11,2,4,2.5,3,3.5,4,2
Malawi,2005,7.92,2.5,8,7.5,11,2,4,2.5,3,3.5,4,2
Malawi,2006,6.17,2.5,8.17,7.5,11,2,4,2.5,3,3.5,4,2
Malawi,2007,5.42,2.5,8.5,7.75,11,1.88,4,2.5,3,3.5,4,2
Malawi,2008,5.29,2.5,8.5,8.04,11,1.5,4,2.5,3,3.5,3.58,2.13
Malawi,2009,7.38,2.5,8.42,8.5,11,1.5,4,2.5,3,3.5,3.5,2.5
Malawi,2010,8,2.5,7.5,8.5,11,2.21,4,2.5,3,3.5,3.5,2.5
Malawi,2011,7.46,2.5,6.63,8.29,10.54,2,4,2.5,3,3.5,3.5,2.5
Malawi,2012,6.21,2.5,6,8.04,10.5,2,4,2.5,2.58,3.5,3.5,2.5
Malawi,2013,5.83,2.5,6,8.04,10.08,2,4,2.5,2.5,3.5,3.5,2.5
Malaysia,1984,7.5,8.67,7.5,10,12,5,5.67,3.33,4.67,2,5,3
Malaysia,1985,7.58,7.58,7.42,10,12,5,5,2.17,5,1.25,5,3
Malaysia,1986,6.67,6,6,10,12,4.33,5,2,5,1,5,3
Malaysia,1987,5.83,6.42,5.08,10,12,4,5,2,5,1,5,2.83
Malaysia,1988,2,8.17,5,10,12,4,5,2,4,1,5,2
Malaysia,1989,2.17,8.67,5,10,12,4,5,2,3,1,5,2
Malaysia,1990,6.25,9.25,7.33,10,12,4,5,2,3,1,5,2
Malaysia,1991,8.33,9.83,9.42,10,12,4,5,2,3,1,5,2
Malaysia,1992,9,7.75,8.25,10,12,4,5,2.42,3,1.42,5,2
Malaysia,1993,9,8,7.25,11,12,4,5,3,3.83,2.83,4.5,2
Malaysia,1994,9,8,7,12,10.33,4,5,3.5,5,4,4,2
Malaysia,1995,9,8,7,12,11.83,4,5,4,5,4.92,4,2
Malaysia,1996,10.5,7.92,7.17,12,11.67,4,5,4,5,5,3,3
Malaysia,1997,10.5,9,8.08,12,10.42,4,5,4,5,5,3.42,3
Malaysia,1998,9.25,7.33,6.5,11.5,10.33,3.75,5,4,4.92,4.58,3.33,3
Malaysia,1999,10.08,6,6.83,9.33,9.25,3,5,4,3.33,4,3,3
Malaysia,2000,11,5.92,7.17,9,10,3,5,4,3,4,2.08,3
Malaysia,2001,9.46,7,8.42,9.83,10.88,2.67,5,4,3,4,2,3
Malaysia,2002,10.54,8,8.13,10.71,10.88,2.5,5,4,3,4,2,3
Malaysia,2003,10.38,8,8.58,10.67,10.88,2.5,5,4,3,4,2,3
Malaysia,2004,10.63,8.83,9,10.5,10.5,2.5,5,4,3.67,4,3.92,3
Malaysia,2005,10.5,9.42,9,10.25,10.33,2.42,5,4,4,4,4.5,3
Malaysia,2006,9.88,9.88,9,10.5,10,2.38,5,4,4,4,4.5,3
Malaysia,2007,9.46,9.88,9.33,10.42,10.21,2.83,5,4,4,4,4.5,3
Malaysia,2008,7,9.29,9.5,10.5,10.5,2.5,5,4,4,4,4.5,3
Malaysia,2009,6.54,9.17,9.5,9.96,10.5,2.5,5,4,4,4,4.5,3
Malaysia,2010,6.88,10,9.29,9.67,10.5,2.5,5,4,4,4,4.5,3
Malaysia,2011,6.13,9.75,9.5,9.75,10.5,2.5,5,4,4,4,4.46,3
Malaysia,2012,5.25,9.5,9.5,9.5,10.5,2.5,5,4,4,4,4,3
Malaysia,2013,6.79,9.96,9.5,9.5,10.5,2.5,5,4,4,4,4,3
Mali,1984,5,4,3,8,7,1,1,2,2,3,1,0
Mali,1985,5,4.25,3,8,7,1,1,2,2,3,1,0
Mali,1986,4.08,5,3,8,6.67,1,1,2,2,3,1,0
Mali,1987,4,5,3,8,6.17,1,1,2,2,3,1,0
Mali,1988,4.5,5,3.5,8,6,1,1,2,2,3,1,0
Mali,1989,5,5,4,8,6,1.5,1,2,2,3,1,0
Mali,1990,5,5.92,5.58,8,6,2,1,2,2,3,1,0
Mali,1991,4.5,6,6,6,6,1.75,1,2,2,3.92,1,0
Mali,1992,5.67,6,6,5,6,1,1,2,2,4,2.33,0
Mali,1993,6,6,6,9,6,3,4,4,3,4,3,0
Mali,1994,5,6,5.08,9,9,3,4,4,3,4,3,0
Mali,1995,5,6,5,9.42,9,3,4,4,3,4.42,3,0
Mali,1996,5.83,5.83,5,10,9,3,4,4,3,5,3,0
Mali,1997,7.75,5,6.25,9.58,9.42,2.67,4,4,3,5,3,0
Mali,1998,10,5,8,9.92,10,2,4,4,3,5,3,0
Mali,1999,11,5,8,10,10.83,2,4,4,3,4.58,3.5,0
Mali,2000,9.67,5,8,10,11,2,4,4,3,4,4,0
Mali,2001,8.04,4.67,8,10.63,10.79,2,4,4,3,4,4,0
Mali,2002,7.71,4.5,7.54,9.96,10.46,2.33,3.67,4,3,4,3.5,0
Mali,2003,8.5,4.5,7.5,10.42,10,3,3.5,4,3,4,3,0
Mali,2004,8.88,4.5,7.5,9.38,10,2.25,3.5,4,3,4,3,0
Mali,2005,9,4.5,7.5,9,10,2,3.5,4,3,4,3,0
Mali,2006,7.96,4.5,7.5,8.96,10,2,3.5,4,3,4,3,0
Mali,2007,8.92,4.5,8,7.71,9.96,2,3.5,4,3,4,3,0
Mali,2008,10.5,4.5,7.17,6.75,10,2,3.5,4,3,4,3,0
Mali,2009,10.5,4.5,7,7.46,10,2,3.5,4,3,4,3,0
Mali,2010,10.42,4.5,7,7.71,10,2,3.5,4,3,4,3,0
Mali,2011,9.17,4.5,7,7.5,10,2,3.5,4,3,4,3,0
Mali,2012,7.5,3.83,7,6.83,9.25,1.67,3.08,4,3,4,3,0
Mali,2013,7.17,3.5,7,5.79,9.17,1.5,2.5,4,3,4,3,0
Malta,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malta,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malta,1986,7,8,7,7,9,3,3,2,2,3,4,2
Malta,1987,6.33,8,7,6.33,9,3,3,2,2,3,4,2
Malta,1988,6,8,7,6,9,3,3,2,2,3,4,2
Malta,1989,6.25,8,7,6,9,3,3,2,2,3,4,2
Malta,1990,7,7.58,7,6,9,3,3,2,2,3,4,2
Malta,1991,7.83,7.83,7,7.67,11.5,3.83,3,2.83,2.83,3,4,2
Malta,1992,8,8,7,12,12,4,5,5,5,5,4,2
Malta,1993,8,8,7,12,12,4,5,5,5,5,4,2
Malta,1994,8,8,7,12,12,4,5.83,5,5.83,5.83,4,2
Malta,1995,8,8,7,12,12,4,6,5,6,6,4.17,2.25
Malta,1996,9.33,8.17,7,12,11.83,4,6,5,6,6,5.08,3.5
Malta,1997,10,9,8.25,12,10.42,4,6,4.25,6,6,6,3.29
Malta,1998,10,9,10,12,11,4,6,4,6,6,6,3
Malta,1999,11,9,9.58,12,11,4,6,4,6,6,6,3
Malta,2000,10.75,9,9,12,11,4,6,4,5.5,6,6,3
Malta,2001,10.25,9,10.38,11.25,11.75,3.5,6,4,5,6,6,3
Malta,2002,10.13,8.75,11,11,12,3,6,4,5,6,6,3
Malta,2003,10.46,8.5,11.5,11,12,3,6,4.08,5,6,6,3
Malta,2004,9.17,8.79,11.5,11.29,12,3,6,5,5,6,6,3
Malta,2005,8.08,9,11.5,11.5,12,3.5,6,5,5,5.92,6,3
Malta,2006,7.58,8.75,11.5,11.5,12,3.5,6,5,5,5,6,3
Malta,2007,7.67,8.25,11.5,11.5,12,3.5,6,5,5,5,6,3
Malta,2008,8.75,9,11.5,11.5,12,3.5,6,5,5,5,6,3
Malta,2009,9,8.33,11.5,11.5,12,3.5,6,5,5,5,6,3
Malta,2010,9,7.83,11.5,11.5,12,3.5,6,5,5,5,6,3
Malta,2011,8.75,7.5,11.33,11.5,12,3.5,6,5,5,5,6,3
Malta,2012,5.67,7.5,9.21,11.5,12,3.5,6,5,5,5,6,3
Malta,2013,6.54,7.5,9,11.21,12,3.5,6,5,5,5,6,3
Mexico,1984,8,4.83,6.08,10,10.33,3,6,6,4,5,4,2
Mexico,1985,7.08,4.25,6.5,10,9,3,6,6,3.08,5,3.58,1.42
Mexico,1986,7,4.08,4.42,10,9,3,6,6,3,5,3,1
Mexico,1987,6.17,5.08,4.75,10,9,3,6,6,3,5,3.17,1.17
Mexico,1988,6.17,6.25,6.17,9.5,9,3,6,6,3,5,4,2
Mexico,1989,6.67,7,7.08,9,9,3,6,6,3,5,3.5,2
Mexico,1990,7.75,8,8,8.25,9.75,3,6,6,3,5,3,2
Mexico,1991,8,8.08,8,8,12,3,6,6,3,5,3,2
Mexico,1992,7.83,8.08,7.42,8,12,3,6,6,3,5,3,2
Mexico,1993,7,8,7,9.17,12,3,6,6,3,5,3.5,2
Mexico,1994,6.42,8,7,10.83,12,3,6,6,3,5,4.33,2
Mexico,1995,5.17,5.25,4.58,10.58,12,3,5.08,6,3,5,5,2
Mexico,1996,5,4.5,5.75,10.75,12,2.5,5,6,3,5,5,2
Mexico,1997,7.42,4.58,7.58,9,10.33,2.42,5,6,3,5,5,2.42
Mexico,1998,10,5,8.17,7.67,10,3,4.25,6,2.42,5,5,3
Mexico,1999,10,5,9,8,10,2,3.08,6,2,5,5,3
Mexico,2000,10.67,5,9,8.42,10,2.83,3,5.33,2,5,5.42,3
Mexico,2001,9.71,7,10.46,8.96,10.75,3.42,3,5,2,3.83,6,3
Mexico,2002,6.92,8,11.25,7.92,11,2,3,5,2,2.5,6,3
Mexico,2003,6.75,8,11.5,8.5,10.92,2,3,5,2,2.5,6,3
Mexico,2004,6.5,8,11.5,9.79,11,2,3.25,5.46,2.92,2.58,6,3
Mexico,2005,6.13,8,10.83,10,11,2,4.5,5.5,3,3,6,3
Mexico,2006,6.58,8,10.5,10.04,11,2,4.5,5.5,3,3,6,3
Mexico,2007,8.63,8.5,10.5,9.88,11,2,4.5,5.5,3,3,6,3
Mexico,2008,8.92,8.38,9.75,9,11,2,4.5,5.5,2.96,3,6,3
Mexico,2009,8.13,7.42,9.5,8.5,11,2.29,4.5,5.5,2.04,3,6,3
Mexico,2010,6.5,7,9.5,8.5,10.88,2.5,4.5,5.5,2,3,6,3
Mexico,2011,8.08,6.67,9.5,8.5,10.5,2.33,4.08,5.5,2,3,6,3
Mexico,2012,7.67,6.67,9.5,8.67,10.5,2,3.67,5.5,1.58,3,6,3
Mexico,2013,8.08,7,10,8.5,10.5,2,3.5,5.5,1.88,3,6,3
Moldova,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Moldova,1999,9.58,2,5,9,11,2,4,6,5,6,5,2
Moldova,2000,7.08,2,3.83,9,10.33,2,4,6,5,5.33,4.33,2
Moldova,2001,10.08,3.33,6.38,8.88,9,1.92,4,6,5,4,4.33,2
Moldova,2002,11,4,7,8.58,9.46,1.5,4,6,5,4,5,2
Moldova,2003,11,4,6.5,8.79,10.38,1.5,4,6,5,4,5,2
Moldova,2004,11,3.92,6.5,9,10.5,1.5,4,6,5,3.67,5,1.5
Moldova,2005,9.29,3.5,6.5,9.29,10.17,1.5,4,6,5,2,5,1
Moldova,2006,8.5,3.5,6.5,9.5,9.63,1.5,4,6,5,2,5,1
Moldova,2007,8.5,3.5,6.5,9.5,10,1.5,4,6,5,2,4.5,1
Moldova,2008,8.83,3.58,6.5,9.5,9.54,1.5,4,6,5,2,4,1
Moldova,2009,7.33,4.46,6.5,9.04,9.5,1.5,4,6,4.54,2,4,1
Moldova,2010,5.5,4,6.5,9,9.5,1.92,4,6,4.5,2,4,1
Moldova,2011,6.33,4.38,6.5,9.29,9.5,2,4,6,4.5,2,4,1
Moldova,2012,6.29,4.33,6.5,9.25,9.5,2,4,6,4.5,2,4,1
Moldova,2013,6.25,4,6.5,9.21,9.5,2,4,6,4.17,2,4,1
Mongolia,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mongolia,1986,5,7,5,11,9.44,4,5,4,1,4,2,1
Mongolia,1987,5,7,4.67,11,10,4,5,4,1,4,2,1
Mongolia,1988,5,7,4.83,11,10,4,5,4,1,4,2,1
Mongolia,1989,5,7,5,11,10,4,5,4,1,4,2,1
Mongolia,1990,5.42,7,5,11,10,4,5,4,2.5,4,2,1.42
Mongolia,1991,6,6.75,6.5,11,10,4,5,4,3,4,2,2
Mongolia,1992,6,4.83,4.83,11,10,4,5,4,3,4,2,2
Mongolia,1993,6,4,4,11.5,11,4,5,4.5,3.5,4.5,2,2
Mongolia,1994,6,4,4,12,12,4,5,5,4,5,2,2
Mongolia,1995,6,4,4,12,12,4,5,5,4,5,2,2
Mongolia,1996,8.08,4.08,5.25,10.33,11.83,4,5,5,4,5,3.25,2
Mongolia,1997,9.75,2,7.25,11,12,4,5,5,4,5,5.42,2
Mongolia,1998,7.17,2,7.42,11,12,4,5,5,4,5,6,2
Mongolia,1999,9.5,2,7,11,12,3.25,5,5,4,5,6,2
Mongolia,2000,9.92,1.5,7,11,12,3,5,5,4,5,4.42,2
Mongolia,2001,11.13,2,8.13,11,12,2.83,5,5,4,5,4,2
Mongolia,2002,11,2.5,8,11,12,2,5,5,4,5,4,2
Mongolia,2003,11,2.5,8,11,11.83,2,5,5,4,5,4,2
Mongolia,2004,9,2.5,8,11,11.5,2,5,5,4,5,4,2
Mongolia,2005,7,2.79,8,11,11.5,2,5,5,4,5,4,2
Mongolia,2006,7.46,3.08,8.17,11,11.5,2,5,5,4,5,4,2
Mongolia,2007,7.54,3.5,7.96,11,11.5,2,5,5,4,5,4,2
Mongolia,2008,7.63,3.5,7.29,10.75,11.5,2,5,5,4,5,4,2
Mongolia,2009,8.58,3.96,7.13,10.5,11.5,2,5,5,4,5,4,2
Mongolia,2010,9,4,6.67,10.5,11.5,2,5,5,4,5,4,2
Mongolia,2011,8.54,4,6.5,10.5,11.5,2,5,5,4,5,4,2
Mongolia,2012,6.5,4,6.67,10.58,11.5,2,5,5,4,5,4,2
Mongolia,2013,6.96,4,6.75,10.5,11.5,2,5,5,4,5,4,2
Morocco,1984,6.67,5,6,4.67,7,2,2.58,2,2,3,2,2.42
Morocco,1985,7,4.75,4.17,5,6.08,2,2,2,2,3,2,3
Morocco,1986,7,4,3,5,5,2,2,2,2,3,2,3
Morocco,1987,7,4,3.08,5.83,5,2,2,2,2,3,2,2.25
Morocco,1988,7,4.83,5,7,6.67,3,3,2,2,3,2,2
Morocco,1989,7.92,7.92,7.33,6.83,8.75,3,3,2,2,4,2,2
Morocco,1990,8,6.67,7,6,7.58,3,3,2,2,4,2,2
Morocco,1991,7.42,5,6.58,6,8.17,3,3,2,2,3.67,2,2
Morocco,1992,9.58,7,7.33,9,10,3,4,4,4,4,2,2
Morocco,1993,8.5,7,7,9.92,9.67,3,4,4,4.58,4,2.5,2
Morocco,1994,8,7,6.08,11.83,11.33,3,4,4,5,4.92,3,2
Morocco,1995,8,6.33,5.67,12,11.17,3,4,4,5.92,5,2.08,2
Morocco,1996,8.25,5.17,5,12,9.33,3,4,4,6,5,2,2
Morocco,1997,10.58,4.75,6.75,11.25,9.42,3,4,4,6,5,2,2
Morocco,1998,11,4,9,10.42,10,3,4,4,6,5,2.75,2
Morocco,1999,10.5,4,9,9.33,10,3,4,4,6,5,3,2
Morocco,2000,10,4,9,9.33,9.42,3,4,4,6,5,3,2
Morocco,2001,10.38,4.67,9.21,9.13,9.75,3,4,4,6,5,3,2
Morocco,2002,10.5,5,8.83,8.04,9.96,3,4,4,6,5,3.58,2
Morocco,2003,10.5,4.79,9,9.04,10.67,3,4,4.83,5.17,5,5,2
Morocco,2004,10.46,4.5,9,10,10.88,3,4,5,5,5,5,2
Morocco,2005,10.29,4.5,9,9.92,10.5,2.5,4,5,5,4.54,5,2
Morocco,2006,10.5,4.5,9.46,9.25,10.5,2.92,4,5,5,4.5,5,2
Morocco,2007,10.13,4.5,9.5,7.75,10.46,3,4,5,5,4.5,4.88,2
Morocco,2008,9,6.25,9.5,7.5,10,3,4,5,5,4.5,4.5,2
Morocco,2009,8.17,6.5,9.5,7.5,10,3,4,5,5,4.5,4.5,2
Morocco,2010,8.5,6.5,9.25,7.5,9.79,3,4,5,5,4.5,4.5,2
Morocco,2011,7.92,6.5,9,7.25,9.5,3,4,5,5,4.5,4.54,2
Morocco,2012,8.08,6.13,9,7.29,9.5,2.33,4,5,4.58,4.5,4.67,2
Morocco,2013,6.83,5.5,9,7,9.5,2,4,5,4.5,4.5,4.5,2
Mozambique,1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozambique,1985,6,3.92,4.25,4.5,3.67,4,2.25,5,3,4,3,2
Mozambique,1986,5.5,3,4,3,2.75,4,2,5,3,4,3,2
Mozambique,1987,5,3.83,4.33,3,2,4,2,5,3,4,3,2
Mozambique,1988,5.5,5.67,5.08,3.5,3.75,4,2,5,3,4,3,2
Mozambique,1989,6.58,5.5,6.5,3.58,5,4,3,5,2.5,3.5,2.92,2
Mozambique,1990,7,5.92,7,2,5,4,2.67,5,2,2,2.75,2
Mozambique,1991,7,5.33,6.33,2,5,4,2,5,1.17,2,2,2.92
Mozambique,1992,6,4.08,4.25,2.08,7,4,2,5,1,2,1,2
Mozambique,1993,5.42,3,2,4,9,4,2,5,1.67,2,1,2
Mozambique,1994,5.17,3,2,5.67,11,4,2,5.67,2,3.33,1.17,2
Mozambique,1995,6,3.67,3,10,12,4,2,6,2.67,4,2.67,2
Mozambique,1996,6,3.67,3,8.33,12,4,2,6,3,4,3,2
Mozambique,1997,7.08,2,4.42,7.83,12,4,2,6,3,4,3.42,1.17
Mozambique,1998,9,2,6,7.83,12,4,2,6,3,4,3.58,0
Mozambique,1999,10,2,6,8,12,4,2,6,3,4,3,0
Mozambique,2000,10.42,2,7.5,7.17,12,2.17,2,6,3,4,3,0
Mozambique,2001,10.25,2.67,8.38,9.83,12,2,2,6,3,4,3,0
Mozambique,2002,9.88,3,8.5,9.88,12,1.67,2,6,3,4,3,0.67
Mozambique,2003,9.5,3,8.5,9.71,12,1.5,2,6,3,4,3,1
Mozambique,2004,9.38,4,8.5,9.33,12,1.5,2,6,3,4,3.67,1
Mozambique,2005,10,4.42,8.5,9.04,12,1.5,2.17,6,3,4,4.42,1
Mozambique,2006,10,3.5,8.92,10.5,12,1.5,4,6,3,4,4.5,1
Mozambique,2007,10,3.5,9,10.5,12,1.67,4,6,3,4,4.5,1
Mozambique,2008,10,3.5,9,10.5,12,2,4,6,3,4,4.5,1
Mozambique,2009,10.17,3.5,9,10.5,12,2,4,6,3,4,4.5,1
Mozambique,2010,10.67,3.33,8.79,10.46,11.75,2,4,6,3,4,4.25,1
Mozambique,2011,9.96,3,8.25,10.13,11.5,2,4,6,3,4,4,1
Mozambique,2012,10,3.21,8,10,11.5,2,4,6,3,4,4,1
Mozambique,2013,9,3.5,8,9.75,11.5,2,4,6,3,4,4,1
Myanmar,1984,3.42,6.08,4.17,5,10,2,1,6,2,0.83,1,0
Myanmar,1985,3.75,6.83,5,4.58,10,2,1,6,2,0,1,0
Myanmar,1986,3,5,4.25,4,10,2,1,6,2,0,1,0
Myanmar,1987,3,4.83,3.75,4,10,2,1,6,2,0,1,0
Myanmar,1988,1.75,2.42,2.25,4,10,2,1,6,2,0,1,0
Myanmar,1989,1,1,0.58,4,10,2,1,6,2,0.25,1,0
Myanmar,1990,1,1,0,3.58,10,2,1,6,2,0,1,0
Myanmar,1991,1,1,0,3,10,2,1,6,2,0,1,0
Myanmar,1992,3.17,1.67,1.42,3.5,10,2,1,6,2,0.17,1,0
Myanmar,1993,5.5,3,2,7.5,12,2,0,6,4,2,1,1
Myanmar,1994,6.75,3.83,3.08,8.83,12,2,0,6,4,2.75,1,1
Myanmar,1995,7.33,5.42,4.42,9.42,11.17,2,0,6,4.92,3,1,1
Myanmar,1996,9.58,5.92,6.25,9.75,10,1.83,0,6,4.25,3,1,1
Myanmar,1997,9.67,5,5.5,8.17,9.83,1,0,6,3,3,0.58,1
Myanmar,1998,10.33,3.83,4.42,7.08,8.83,1,0,6,3,3,0,1
Myanmar,1999,11.25,3,4,6.42,8,1,0,6,3,3,0,1
Myanmar,2000,11.17,3,4,6,8,1,0,6,3,3,0,1
Myanmar,2001,9.17,3.67,4.83,7.92,8,1,0,6,3,3,0,1
Myanmar,2002,8.67,4,3.96,8.79,8.17,1,0,6,3,3,1.04,1
Myanmar,2003,9,4,3.58,8.21,8.5,1,0,6,3,3,0.92,1
Myanmar,2004,9.04,4,2.92,8,8.5,1,0,6,3,3,0,1
Myanmar,2005,9.5,4,2.5,8,8.5,1,0,6,3,3,0,1
