Country,Year,LHS_div_b,TED,VIX,SENT,FEDFUNDS,INTERNET,ERM,Euro,US_bond_spread,Credit_to_GDP,Market_cap_to_GDP,Num_public_firms,Trade_to_GDP,Turnover_Domest_Total,Agg_Fin_Risk,Agg_Econ_Risk,Agg_Pol_Risk,Bond_Liq,Dev_PC1
Spain,1994,92.5253344451,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,71.0581107446,95.5060295518,729,41.6956042634,13.7109643606,37.5,25.17,72.84,0.007692308,NA
Spain,1995,97.9038817358,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,70.3729399621,101.9954581529,1138,44.8302662315,10.5461750411,36.42,28.5,71.33,0.011538462,NA
Spain,1996,96.7734156633,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,71.0667821514,121.9829911058,1130,46.3284234168,13.2443013917,35.83,30.66,76.59,0.003816794,NA
Spain,1997,97.7092713535,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,76.1200324658,160.6032470288,1188,51.2922522773,20.1108691662,38.46,36.75,80.29,0.01532567,NA
Spain,1998,97.3367523803,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,82.918738545,225.380813562,1423,52.8642232899,27.0465610971,41.54,40.42,76.16,0.011494253,NA
Spain,1999,100,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,NA,186.2736489164,1488,54.7380518108,86.9754316457,39.88,39.69,75.25,0.011494253,NA
Spain,2000,100,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,NA,84.6854390604,1720,60.2378336557,314.0604568663,36.79,40.37,78.25,0,NA
Spain,2001,99.2884163249,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,95.1335195568,74.7957286663,2959,58.0741585755,318.3257465632,38.58,40,82.13,0.030651341,NA
Spain,2002,99.8507306846,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,99.3533878651,65.4558723999,2986,54.982863732,98.2642623361,39.21,39.5,82.5,0,NA
Spain,2003,98.3406413969,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,106.439427883,80.0838891486,3191,53.1113716471,85.1394815487,38.75,39.38,82.67,0,NA
Spain,2004,82.0759465825,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,115.7451649602,87.9498894328,NA,54.2124631423,91.524204461,39,39.37,80.05,0,NA
Spain,2005,52.4924233278,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,135.5144073607,82.945642179,NA,54.3351035821,102.2427010088,37.54,39.46,79.62,0,NA
Spain,2006,73.1638142779,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,156.114542637,104.6153755583,3339,55.6592729574,113.2728573024,36.34,39.46,80.92,0,NA
Spain,2007,96.9826894434,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,167.1293764752,121.6645252842,3498,57.4064564719,126.5892201902,36.13,39.5,79.5399999999999,0,NA
Spain,2008,83.9399034542,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,170.1655696479,58.0035878993,3538,55.758833263,182.1179890861,35,37.5,78.88,0,NA
Spain,2009,62.9627116813,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,172.4111566457,95.6950596836,3435,46.4979787477,89.0882799563,33.63,34.08,75.58,0,NA
Spain,2010,46.9526434622,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,170.7278939193,81.8409554492,3310,52.3446382826,117.2961880686,34.17,31.25,73.12,0,NA
Spain,2011,59.3993143152,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,166.7582512544,69.2859961994,3241,58.0880463896,109.37011703,34.04,34,69.5,0,NA
Spain,2012,37.3683336608,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,156.8598654687,74.4856950824,3167,59.9344270494,86.8649656219,32.5,32.21,68.21,0,NA
Spain,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
Spain,2014,,0.2,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
Spain,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
Spain,2016,,0.43,15.83,-0.2060358,0.4,45.6732900276397,0,0,,,,,,,,,,,
Spain,2017,,0.33,11.09,-0.0388482,1,48.565130757136,0,0,,,,,,,,,,,
Spain,2018,,0.37,16.64,-0.2820873,1.83,,0,0,,,,,,,,,,,
Sweden,1986,66.3409288098,0.86,NA,1.20774,6.81,NA,0,0,1.39,37.7828355988,42.6989845814,154,59.3388383742,26.7129286692,39.33,33.22,85.17,0,-0.973331572141604
Sweden,1987,92.2189313848,1.41,NA,0.0861263,6.66,NA,0,0,1.36,39.7054582068,39.0054304652,150,59.779468998,27.8334381494,39.63,36.83,89.08,0,-0.719360863050841
Sweden,1988,95.9869670935,1.31,NA,-0.246703,7.57,NA,0,0,1.19,46.5430538684,48.8440343765,142,59.4408364011,18.7225163499,38.46,38.04,89.25,0,-0.706491787043333
Sweden,1989,80.3161578865,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,50.9137553938,55.4920807922,135,60.1322923686,15.124607091,37.87,38,89.67,0,-0.542186543085607
Sweden,1990,100,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,51.7785248702,35.6433132183,121,56.8568113385,17.0246636571,37.62,31.41,84.75,0.007662835,-2.60156856352519
Sweden,1991,99.4602330932,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,48.0362469486,35.8982065695,117,52.0474753832,21.1577317261,38.17,25.33,80.83,0.007662835,-2.1510479249031
Sweden,1992,57.5156411029,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,48.0434440211,27.8543841034,108,51.7245097664,36.4375845215,38.66,26.29,80.75,0.003816794,-2.24607937068609
Sweden,1993,94.6802703787,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,38.638762743,47.8731795681,197,59.2405994379,40.401802326,36.96,25.17,79.5,0.003831418,-2.45976780715619
Sweden,1994,95.679906916,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,34.6862848845,52.7512381204,216,64.926827227,74.1968009721,37.29,25.17,80.42,0,-2.10730656450555
Sweden,1995,98.6479645578,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,31.6804543732,65.3471028645,212,69.6271213796,57.5621766451,37.13,27.42,80.66,0,-1.54248350903673
Sweden,1996,99.9508971035,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,32.2570360114,83.4359581103,217,67.4887747312,54.2758393006,35.5,34.44,84.17,0.003816794,-1.44457069301592
Sweden,1997,100,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,35.2139223211,100.0878723224,245,73.154287633,57.7325204744,35.46,37.33,87.33,0.007662835,-1.1812406275462
Sweden,1998,99.7215157356,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,36.3818264368,104.4627947687,258,75.7438460527,71.6769411284,36.42,43.34,87.33,0,-0.975088930507318
Sweden,1999,97.5862787134,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,37.9118119413,137.8181621929,277,76.0093822028,57.5493657335,35.33,43.47,86.42,0,-0.759639377982597
Sweden,2000,97.5167955065,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,40.27507627,126.38048362,292,82.3274062137,115.4478797282,35.71,45.67,86.67,0,-0.038218498629983
Sweden,2001,86.4542716573,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,90.5105790384,98.5816234721,285,81.2762042346,126.7907462206,35.21,44.84,91.43,0,0.28051362898118
Sweden,2002,98.8670977327,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,90.7989149534,67.8664551685,278,77.8635622886,103.6008512184,36.54,41,91.63,0.003831418,0.817597834663972
Sweden,2003,100,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,90.7162646791,87.5473685438,NA,76.1481277307,68.4554152839,39,43.04,90.93,0,0.775640629530621
Sweden,2004,76.913861368,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,92.3168212355,NA,NA,79.2938257433,NA,39.97,43.88,90.96,0,1.29346986659891
Sweden,2005,54.6846741239,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,99.9452422686,NA,NA,84.5739697154,NA,40.29,44,90.38,0.003846154,1.46423969574611
Sweden,2006,73.8843699987,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,103.3349563951,NA,NA,88.7894830758,NA,39.84,45.49,89.63,0.003846154,2.27743759982421
Sweden,2007,89.5253058591,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,111.7612000778,NA,NA,89.5397799186,NA,39.96,46.76,88.88,0,1.98405790878913
Sweden,2008,69.2044878203,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,118.5666308202,NA,NA,93.3591313494,NA,39.42,45.21,88.5,0.003816794,2.61015622952024
Sweden,2009,42.6764586203,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,125.9127768846,NA,NA,83.1433029376,NA,38.08,39.75,88.55,0,2.82309051361635
Sweden,2010,40.3994562516,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,124.3840188364,NA,NA,86.9028469935,NA,40.46,38.05,88.59,0,3.19625601769057
Sweden,2011,44.2666407406,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,126.4134735847,NA,NA,88.661526887,NA,39.67,43.79,87,0,3.5130501667625
Sweden,2012,57.6149569943,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,130.1283651759,NA,NA,87.7150184542,NA,39.26,42.83,87.33,0,2.51711967304516
Sweden,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
Sweden,2014,,0.2,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
Sweden,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
Sweden,2016,,0.43,15.83,-0.2060358,0.4,45.6732900276397,0,0,,,,,,,,,,,
Sweden,2017,,0.33,11.09,-0.0388482,1,48.565130757136,0,0,,,,,,,,,,,
Sweden,2018,,0.37,16.64,-0.2820873,1.83,,0,0,,,,,,,,,,,
Switzerland,1986,46.3320279728,0.86,NA,1.20774,6.81,NA,0,0,1.39,128.1334425535,83.4859938635,145,82.1430975963,101.4760645254,44.79,42.6,93.25,0.01532567,-1.65828847026783
Switzerland,1987,96.4198524258,1.41,NA,0.0861263,6.66,NA,0,0,1.36,134.9092492713,67.2115979546,153,80.613295062,329.0289587924,44.47,41.22,92.5,0.007662835,-1.40896670189913
Switzerland,1988,96.5121035764,1.31,NA,-0.246703,7.57,NA,0,0,1.19,141.3526582584,67.2219402358999,161,82.6943208682,276.8764435723,43.71,41.45,93.16,0.007662835,-1.19689524575086
Switzerland,1989,83.9382373461,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,148.6001480642,84.8011172095,177,87.0400423594,242.0671121905,43.92,41.93,94,0.019230769,-1.05948414274224
Switzerland,1990,100,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,148.9842497387,61.2362677574,182,82.3691452184,254.0833362832,43.67,41.85,93.58,0.01532567,-2.10523517973757
Switzerland,1991,100,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,147.797523763,72.8240709946,182,79.088910819,38.7560095425,42.5,42.11,93.08,0.011494253,-1.91562923872249
Switzerland,1992,72.1991284114,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,147.9071766345,71.6023551808,180,78.6057126078,37.2929218943,43.46,36.29,90.49,0.007633588,-1.84331960032483
Switzerland,1993,86.1649615578,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,147.3978520695,102.7260029234,215,77.7867878682,69.0844218658,43.92,32.08,87.76,0.007662835,-2.01522640563224
Switzerland,1994,97.4046355905,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,148.8704438728,97.6236405994,216,77.6198099628,89.7174535703,44.33,32.83,85,0.003846154,-1.81280327507685
Switzerland,1995,99.6088121153,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,151.3616782603,116.486180299,216,77.3043508386,80.1596033097,42.84,32.54,84.92,0.011538462,-1.60722475813408
Switzerland,1996,94.2921100789,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,149.2773176078,121.438464921,213,79.8249737454,103.7275770834,42.58,31.22,86.17,0.011450382,-1.35420476449735
Switzerland,1997,90.2904858737,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,150.4140821583,200.7436463569,216,89.3505207996,93.9079347203,42.01,32.1,85.08,0.003831418,-0.707523668932197
Switzerland,1998,94.627762852,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,148.640594933,233.6446292227,232,88.8864692578,99.8387940507,46.84,43.34,85.33,0,-0.824049656987884
Switzerland,1999,98.2593751987,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,155.3492592939,233.9665939731,239,90.0976348267,68.5976828402,45.75,43.2,85.08,0,-0.229953345784398
Switzerland,2000,100,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,145.8096544007,291.6574919744,252,98.2486749408,80.0309674442,44.21,45.26,88.08,0,0.381417119229051
Switzerland,2001,100,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,140.5621943468,189.2682850241,263,96.1650336274,111.2331520326,43.83,45.13,92.24,0.003831418,0.879219515801459
Switzerland,2002,98.9254825023,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,141.2407003275,203.4575093029,258,91.2411931388,80.102606776,46.37,44.33,92.63,0,1.02389247939652
Switzerland,2003,96.839570169,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,144.9264222208,206.5734809514,289,89.7637003876,61.7067809863,46.83,43.75,91.49,0.003831418,1.11097047368449
Switzerland,2004,88.2016100055,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,146.4647043045,210.676043426,282,94.142591183,5.2893392937,48.09,44.92,88.96,0.003816794,1.15789201355754
Switzerland,2005,64.6922731763,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,150.2361698089,230.3350997857,284,100.6150981345,6.0347854708,46.04,43.83,89.25,0.007692308,0.90410280707566
Switzerland,2006,84.1862842584,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,154.5354931318,282.5132235141,256,104.938636237,6.7022838034,45.38,45.29,89,0,2.34752872901545
Switzerland,2007,99.0340230388,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,157.894005388,266.9953640926,257,111.8949761001,98.7923179629,44.71,46.04,88.92,0.003831418,1.84632997338181
Switzerland,2008,100,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,150.0237938318,159.6118716149,253,115.3650963078,160.4807743348,43.62,45.09,88.42,0.003816794,2.09198092997899
Switzerland,2009,80.8056496359,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,159.413949782,197.3365768301,257,107.3220900013,72.3799128709,43.37,40.08,86.66,0.003831418,2.26783065554662
Switzerland,2010,86.1394183738,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,158.6102755697,211.5172795931,246,117.771542928,71.2054006725,44.71,43.17,86,0.003831418,3.43406837829743
Switzerland,2011,96.2682006722,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,160.7232835626,156.4774769441,246,123.0764293371,75.9882313979,44.42,44.22,86.67,0,3.53908933712421
Switzerland,2012,43.8623538791,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,167.4421988489,185.4644654594,238,124.2433682106,47.9948752064,45.3,43.38,87.71,0,3.61613378681024
Switzerland,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
Switzerland,2014,,0.2,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
Switzerland,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
Switzerland,2016,,0.43,15.83,-0.2060358,0.4,45.6732900276397,0,0,,,,,,,,,,,
Switzerland,2017,,0.33,11.09,-0.0388482,1,48.565130757136,0,0,,,,,,,,,,,
Switzerland,2018,,0.37,16.64,-0.2820873,1.83,,0,0,,,,,,,,,,,
UK,1986,73.4617657149,0.86,NA,1.20774,6.81,NA,0,0,1.39,77.610641684,78.6256952229,2101,49.2077499262999,23.8959773699,37.08,35.17,77.74,0,-1.64353084828827
UK,1987,98.0079497364,1.41,NA,0.0861263,6.66,NA,0,0,1.36,82.7710460233,91.2165455509,2061,48.5931576327,62.8282798591,38.67,38.23,81.84,0,-1.36087308383446
UK,1988,97.2475733302,1.31,NA,-0.246703,7.57,NA,0,0,1.19,91.5754459408,78.1792515323,1993,46.1373872469,41.4035563,38.71,40.74,84.92,0,-1.33329585195951
UK,1989,80.1368657649,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,102.9300350213,87.8556467083,1955,47.4216211131,38.9894963366,38.05,33.14,80.66,0,-1.29868731714575
UK,1990,100,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,104.8059603069,77.7416472134,1946,46.9960707876,35.8000759406,38.75,31.61,77.33,0,-1.52915545719397
UK,1991,100,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,102.3337644259,86.6223568752,2027,44.1309100323,33.7161452337,38.29,27.79,76.34,0,-1.50111213037653
UK,1992,63.6362999259,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,101.6779981255,80.945609813,1918,45.0970591666,34.3950868934,37.5,28.58,78.58,0,-1.39365696982854
UK,1993,92.0271190581,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,99.8762246833,108.3753167789,1927,48.4472838948,36.2691458146,34.5,27.63,77.34,0,-1.1987591235725
UK,1994,92.5190054351,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,100.0308643632,100.2490249532,1747,50.5273976511,41.4671995138,33.92,28.5,79.09,0,-1.05515223588866
UK,1995,98.812453936,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,99.1022487408,100.7332450039,1971,50.5786198703,37.7261114789,35.17,30.1,78.25,0,-1.05841599951341
UK,1996,99.811593962,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,102.1268899093,122.8465846579,2041,51.8488072573,34.4007459298,34.12,36.8,81,0,-0.868041172259965
UK,1997,98.7637951199,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,103.6408178047,134.5558937433,2046,50.6090929909,40.4637730423,34.96,41.91,87.5,0,-0.253637663099649
UK,1998,94.405930856,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,104.4239157489,141.5189568672,2399,48.6228817882,45.4680194529,36.09,39.92,88.67,0,-0.550156526612891
UK,1999,100,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,107.7387008485,178.8447414581,2292,49.0760425184,48.1852648484,36.96,39.13,86.75,0,-0.210751774282791
UK,2000,100,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,116.8210957355,157.5716419755,2428,51.8268272667,71.1443457936,36.42,42.09,89.67,0,-0.090197572727647
UK,2001,100,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,122.5282555831,133.2582117002,2438,51.9593958459,88.1106110777,36.29,40.83,90.29,0,0.212898808129715
UK,2002,95.1644786155,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,126.8691819909,105.6112899377,2405,50.5697342434,56.4367035048,36.92,40.41,88.84,0,0.839439745432779
UK,2003,99.0277420363,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,131.3016469891,119.5876832771,2311,49.639703521,51.3519215342,41.89,40.26,86.17,0,0.826558714548064
UK,2004,84.0981100437,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,138.999397643,117.8703759893,2486,49.6626494206,57.575159689,40.55,39.63,85.92,0,0.485837941613383
UK,2005,61.6715886886,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,145.1250745764,121.9320595713,2757,52.1348617608,56.5663551882,39.16,38.96,83.59,0,0.691763820680391
UK,2006,81.3171875013,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,155.8368667064,141.1861928294,2913,56.0369843176,73.0767944907,39.71,38.5,81.75,0,1.07962055929663
UK,2007,92.3071979139,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,171.8917753725,125.5780394165,2588,52.3373985068,102.6319860474,39.92,39.5,81.84,0,1.34095576357573
UK,2008,77.9706410665,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,194.7615857292,64.968765626,2415,56.7548579129,146.4314209773,39.04,38.13,79.88,0,1.47087891344637
UK,2009,71.3023400008,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,196.1545595525,NA,2179,54.7244117808,NA,37.71,32.92,76.42,0,1.99896648008247
UK,2010,73.8299846803,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,188.8347529278,NA,2105,59.2218203695,NA,39.51,32.04,79.67,0.003831418,3.32072326092792
UK,2011,74.7188872124,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,173.9567051454,NA,1987,62.7065223666,NA,38.93,33.83,79.79,0.003846154,3.45360121264869
UK,2012,69.6238124689,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,164.4683433812,NA,1879,61.8261968044,NA,37.92,34,76.91,0.003831418,3.53448242129465
UK,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
UK,2014,,0.2,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
UK,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
UK,2016,,0.43,15.83,-0.2060358,0.4,45.6732900276397,0,0,,,,,,,,,,,
UK,2017,,0.33,11.09,-0.0388482,1,48.565130757136,0,0,,,,,,,,,,,
UK,2018,,0.37,16.64,-0.2820873,1.83,,0,0,,,,,,,,,,,
US,1986,97.1745218658,0.86,NA,1.20774,6.81,NA,0,0,1.39,109.9091391316,55.2909912628,6580,16.8592781725,85.9641129731,38.71,38.79,85.33,0.003831418,-2.13209386473556
US,1987,79.1861265079,1.41,NA,0.0861263,6.66,NA,0,0,1.36,112.2721483085,51.9847000657,7001,17.9182570304,113.6346079461,38.46,38.88,82.09,0,-1.79006051588421
US,1988,100,1.31,NA,-0.246703,7.57,NA,0,0,1.19,113.3404149978,52.9247487306,6795,19.0113179514,70.6886121708,38.3,35.46,79.16,0,-1.49051087124397
US,1989,99.7022003461,1.18,NA,-0.0558675,9.22,NA,0,0,1.03,117.2052009956,59.7811440105,6627,19.3598875018,69.2314983802,38.38,35.17,82.25,0,-1.36414724990547
US,1990,100,0.79,23.06,-0.2267458,8.1,0.049343084935042,0,0,0.95,114.4757275929,51.733463621,6429,19.7606056202,65.6903258613,39.04,35.17,81.5,0,-2.06873196868366
US,1991,100,0.61,18.37,0.1842355,5.69,NA,0,0,1.41,118.870484669,67.3723069308,6513,19.7355120462,51.4435202733,40.42,28.81,77.01,0,-2.29318467618222
US,1992,96.338629272,0.4,15.45,0.7072105,3.52,NA,1,0,0.93,117.9001133381,69.5157691979,6562,19.8927438553,55.6651130131,40.38,27.96,74.92,0,-1.83152586531879
US,1993,98.4701550321,0.31,12.69,0.7764879,3.02,0.251846904392612,0,0,0.76,120.639941587,76.3380564518,6912,19.9859043502,65.4039272301,39.58,27.92,77.5,0,-1.70665367456363
US,1994,98.2966843211,0.5,13.93,0.4535778,4.2,0.44703068563943,0,0,0.73,119.829183112,70.2956914002,7255,20.9935071021,71.018467058,38.8,30.37,81.42,0,-1.0985415227685
US,1995,95.8522131101,0.55,12.39,0.3257557,5.84,0.777442482500118,0,0,0.62,129.7556944837,90.70944121,7487,22.3821838556,74.490958463,38.26,32.25,79.42,0.007692308,-1.02598255216203
US,1996,93.8656000989,0.51,16.44,0.8705939,5.3,1.32595247753488,0,0,0.66,137.2054941507,104.6948958427,8090,22.6112413754,82.135469183,37.92,34.01,82.43,0,-1.1551618217614
US,1997,99.7256345764,0.68,22.36,0.6336278,5.46,2.04243902865752,0,0,0.67,146.0526455839,125.1103471389,7905,23.3441191657,86.0299264364,36.79,39.62,84.84,0,-0.912513918368292
US,1998,90.9899812592,0.79,25.6,-0.1820838,5.35,3.14158554724959,0,0,0.58,157.3471551766,142.1756094727,7499,22.7597399454,95.2227558274,37.42,40.88,84.84,0,-1.27383980517664
US,1999,99.7356302678,0.77,24.37,0.2703665,4.97,4.63877597122674,0,0,1.05,171.0910703803,152.9651438665,7229,23.1930256265,127.3278164177,36.63,41.34,88,0,-0.028279236493058
US,2000,100,0.71,23.32,2.253173,6.24,6.74323018871102,0,0,0.55,162.0853782893,146.8942696776,6917,24.9831814568,197.1309012175,33.33,42,89.42,0,0.738014535742093
US,2001,99.2103955854,0.38,25.75,0.9678661,3.89,8.07706329262291,0,0,0.78,170.2077334178,131.6503267235,6177,22.8031362598,149.3426659361,36.38,39.75,86.91,0,0.761034285683214
US,2002,85.4846327161,0.19,27.29,-0.4090234,1.67,10.5489331933289,0,0,1.32,161.6882128704,100.7006686578,5685,22.1496597499,154.2626919705,35.83,40.33,79.62,0,1.62424704656608
US,2003,92.2819931686,0.21,21.98,-0.6446413,1.13,12.234763211745,0,0,1.18,176.564491582,123.9394896214,5295,22.4505871509,112.4686991932,33.12,38.54,80.32,0,1.25283777361812
US,2004,99.1063709286,0.25,15.48,0.1812333,1.35,14.1273630392821,0,0,0.9,183.9363183813,132.9842939201,5226,24.2949205079,117.0267340545,33.13,39.34,82.59,0,1.42436819923215
US,2005,100,0.41,12.81,0.3537202,3.21,15.7291032917782,0,0,0.66,187.8475088217,129.8397757063,5145,25.5006634475,151.71106002,31.93,38.34,81.76,0.003846154,1.58445217874784
US,2006,99.2074720689,0.47,12.81,0.5309572,4.96,17.4925263247273,0,0,0.95,197.7071203472,141.2321786954,5133,26.8736222464,156.2768663505,30.79,38.42,80.34,0,2.67315591704307
US,2007,88.532596854,0.94,17.54,0.4169228,5.02,20.4254798468558,0,0,0.94,206.302776973,137.607280609,5109,27.9589311376,215.0987521869,31.08,39.08,77.42,0.007662835,2.66712278713309
US,2008,93.4347088906,1.55,32.69,-0.674186,1.93,22.9505607103817,0,0,1.21,188.0240953265,78.7458858469,4666,29.9414101168,407.6304010722,33.09,38.59,80.26,0,3.00989444333956
US,2009,88.6900211933,0.54,31.48,-0.6780831,0.16,25.3563448209684,0,1,3.09,191.8400448571,104.5672977366,4401,24.7658273029,227.5368479848,33.17,31.05,83.96,0,3.09696739087926
US,2010,94.7526022292,0.21,22.55,-0.2242614,0.18,28.7336041746693,0,1,0.99,187.2117479557,115.4973404831,4279,28.182452294,208.4385620126,36.5,36,81.7899999999999,0,2.89695932476471
US,2011,82.285800395,0.28,24.2,0.0085686,0.1,31.1245061341395,0,0,1.05,177.8536449346,100.7912206825,4171,30.8851646799,262.4276965551,35.54,35.41,81.21,0,3.17433114347533
US,2012,80.3077698022,0.34,17.8,-0.2071169,0.14,34.1934316686336,0,0,1.38,179.0648584726,115.5557941363,4102,30.7146275314,173.2852353025,32.88,35.99,83.63,0,2.29103826074382
US,2013,,0.21,14.23,0.0973709,0.11,36.7246385665545,0,0,,,,,,,,,,,
US,2014,,0.2,14.18,0.0579681,0.09,39.7719529967335,0,0,,,,,,,,,,,
US,2015,,0.26,16.67,-0.0884614,0.13,42.9629588914388,0,0,,,,,,,,,,,
